SID,RepTime,Trial,ImgCat,Resp,Corr,RT,ImgName
7,6,7,2,2,1,574.85,unfamfemale38.jpg
7,6,8,2,2,1,391.61,unfamfemale06.jpg
7,6,9,1,1,1,456.42,unfammale18.jpg
7,6,10,1,1,1,457.15,unfammale08.jpg
7,6,11,1,1,1,417.99,unfammale02.jpg
7,6,12,1,1,1,354.71,unfammale25.jpg
7,6,13,1,1,1,379.49,unfammale39.jpg
7,6,14,2,2,1,412.33,capture001 copy.jpg
7,6,15,1,1,1,453.12,unfammale21.jpg
7,6,16,2,2,1,421.89,capture002 copy.jpg
7,6,17,2,2,1,334.67,unfamfemale24.jpg
7,6,18,2,2,1,303.46,unfamfemale15.jpg
7,6,19,1,1,1,440.22,unfammale19.jpg
7,6,20,2,2,1,584.99,unfamfemale39.jpg
7,6,21,1,1,1,481.8,unfammale38.jpg
7,6,22,1,1,1,354.57,unfammale14.jpg
7,6,23,2,2,1,371.38,unfamfemale20.jpg
7,6,24,2,2,1,404.11,unfamfemale03.jpg
7,7,1,1,1,1,458.7,unfammale25.jpg
7,7,2,2,2,1,419.44,unfamfemale38.jpg
7,7,3,2,2,1,532.28,unfamfemale20.jpg
7,7,4,2,2,1,381.06,unfamfemale03.jpg
7,7,5,2,2,1,421.79,unfamfemale39.jpg
7,7,6,2,2,1,494.58,capture002 copy.jpg
7,7,7,1,1,1,375.41,unfammale05.jpg
7,7,8,1,1,1,320.19,unfammale23.jpg
7,7,9,1,1,1,352.97,unfammale18.jpg
7,7,10,2,2,1,425.71,unfamfemale26.jpg
7,7,11,2,2,1,426.5,unfamfemale06.jpg
7,7,12,1,1,1,443.29,capture010 copy.jpg
7,7,13,1,1,1,532.08,unfammale39.jpg
7,7,14,1,1,1,404.83,unfammale38.jpg
7,7,15,1,1,1,389.67,unfammale21.jpg
7,7,16,2,2,1,446.42,capture017 copy.jpg
7,7,17,1,1,1,543.2,unfammale14.jpg
7,7,18,2,2,1,495.93,unfamfemale15.jpg
7,7,19,2,2,1,488.79,unfamfemale24.jpg
7,7,20,1,1,1,449.59,unfammale02.jpg
7,7,21,2,2,1,466.33,unfamfemale05.jpg
7,7,22,2,2,1,499.12,capture001 copy.jpg
7,7,23,1,1,1,523.89,unfammale19.jpg
7,7,24,1,1,1,572.72,unfammale08.jpg
7,8,1,2,2,1,475.9,unfamfemale24.jpg
7,8,2,1,1,1,452.73,unfammale08.jpg
7,8,3,1,1,1,389.45,unfammale39.jpg
7,8,4,2,2,1,406.29,capture017 copy.jpg
7,8,5,1,1,1,391.08,unfammale38.jpg
7,8,6,2,2,1,415.82,unfamfemale15.jpg
7,8,7,1,1,1,432.64,unfammale25.jpg
7,8,8,1,1,1,417.38,unfammale18.jpg
7,8,9,1,1,1,458.19,unfammale02.jpg
7,8,10,1,1,1,450.98,unfammale21.jpg
7,8,11,2,2,1,371.77,unfamfemale26.jpg
7,8,12,2,2,1,428.52,capture001 copy.jpg
7,8,13,2,2,1,325.34,capture002 copy.jpg
7,8,14,2,2,1,390.12,unfamfemale03.jpg
7,8,15,1,1,1,438.87,unfammale23.jpg
7,8,16,1,1,1,407.69,unfammale19.jpg
7,8,17,2,2,1,520.48,unfamfemale39.jpg
7,8,18,1,1,1,505.26,unfammale05.jpg
7,8,19,2,2,1,546.01,unfamfemale38.jpg
7,8,20,2,2,1,530.82,unfamfemale06.jpg
7,8,21,2,2,1,411.6,unfamfemale05.jpg
7,8,22,1,1,1,548.39,unfammale14.jpg
7,8,23,2,2,1,501.17,unfamfemale20.jpg
7,8,24,1,1,1,485.9,capture010 copy.jpg
8,1,1,1,1,1,460.72,unfammale12.jpg
8,1,2,2,2,1,496.21,unfamfemale04.jpg
8,1,3,1,1,1,424.88,capture016 copy.jpg
8,1,4,2,2,1,433.64,unfamfemale08.jpg
8,1,5,2,2,1,466.4,unfamfemale21.jpg
8,1,6,1,1,1,443.1,unfammale09.jpg
8,1,7,1,1,1,451.83,unfammale35.jpg
8,1,8,1,1,1,420.57,capture020 copy.jpg
8,1,9,1,1,1,437.32,unfammale33.jpg
8,1,10,2,2,1,454.05,unfamfemale10.jpg
8,1,11,1,1,1,577.4,capture013 copy.jpg
8,1,12,1,1,1,436.87,capture012 copy.jpg
8,1,13,1,1,1,464.27,unfammale16.jpg
8,1,14,2,2,1,475.68,unfamfemale17.jpg
8,1,15,2,2,1,415.02,unfamfemale37.jpg
8,1,16,2,2,1,434.48,capture015 copy.jpg
8,1,17,2,2,1,421.86,unfamfemale40.jpg
8,1,18,1,1,1,449.28,unfammale28.jpg
8,1,19,2,2,1,604.64,capture021 copy.jpg
8,1,20,1,1,1,488.1,capture011 copy.jpg
8,1,21,2,2,1,571.47,unfamfemale01.jpg
8,1,22,2,2,1,406.88,capture005 copy.jpg
8,1,23,2,2,1,434.22,unfamfemale32.jpg
8,1,24,1,1,1,509.61,capture003 copy.jpg
8,2,1,1,1,1,469.25,unfammale35.jpg
8,2,2,1,1,1,437.98,unfammale12.jpg
8,2,3,2,2,1,406.7,unfamfemale40.jpg
8,2,4,2,2,1,383.38,unfamfemale10.jpg
8,2,5,1,1,1,472.15,unfammale09.jpg
8,2,6,1,1,1,440.9,capture011 copy.jpg
8,2,7,1,1,1,465.57,unfammale16.jpg
8,2,8,2,2,1,498.36,unfamfemale37.jpg
8,2,9,1,1,1,450.84,capture012 copy.jpg
8,2,10,2,2,1,451.82,unfamfemale04.jpg
8,2,11,2,2,1,332.49,capture015 copy.jpg
8,2,12,2,2,1,389.28,capture005 copy.jpg
8,2,13,2,2,1,413.77,unfamfemale21.jpg
8,2,14,1,1,1,430.7,capture016 copy.jpg
8,2,15,2,2,1,455.48,unfamfemale01.jpg
8,2,16,2,2,1,544.21,capture021 copy.jpg
8,2,17,1,1,1,416.94,capture003 copy.jpg
8,2,18,2,2,1,449.65,unfamfemale17.jpg
8,2,19,1,1,1,562.37,unfammale28.jpg
8,2,20,1,1,1,579.12,capture020 copy.jpg
8,2,21,1,1,1,451.86,capture013 copy.jpg
8,2,22,2,2,1,412.59,unfamfemale32.jpg
8,2,23,1,1,1,557.27,unfammale33.jpg
8,2,24,2,2,1,486.04,unfamfemale08.jpg
8,3,1,1,1,1,613.92,unfammale28.jpg
8,3,2,1,1,1,406.63,capture020 copy.jpg
8,3,3,1,1,1,399.36,capture003 copy.jpg
8,3,4,2,2,1,424.07,capture005 copy.jpg
8,3,5,1,1,1,480.75,capture013 copy.jpg
8,3,6,2,2,1,425.52,capture015 copy.jpg
8,3,7,1,1,1,442.26,capture016 copy.jpg
8,3,8,2,2,1,411.01,unfamfemale08.jpg
8,3,9,1,1,1,387.71,unfammale16.jpg
8,3,10,2,2,1,447.17,unfamfemale40.jpg
8,3,11,2,2,1,455.82,unfamfemale37.jpg
8,3,12,1,1,1,496.56,unfammale35.jpg
8,3,13,2,2,1,412.01,unfamfemale32.jpg
8,3,14,2,2,1,404.7,unfamfemale04.jpg
8,3,15,2,2,1,469.48,unfamfemale10.jpg
8,3,16,1,1,1,430.21,unfammale09.jpg
8,3,17,1,1,1,609.61,unfammale12.jpg
8,3,18,2,2,1,538.34,unfamfemale17.jpg
8,3,19,1,1,1,667.07,capture011 copy.jpg
8,3,20,2,2,1,491.8,unfamfemale21.jpg
8,3,21,1,1,1,452.53,unfammale33.jpg
8,3,22,2,2,1,525.25,capture021 copy.jpg
8,3,23,2,2,1,453.99,unfamfemale01.jpg
8,3,24,1,1,1,422.67,capture012 copy.jpg
8,4,1,2,2,1,365.86,unfamfemale32.jpg
8,4,2,1,1,1,430.66,capture013 copy.jpg
8,4,3,2,2,1,447.4,unfamfemale01.jpg
8,4,4,1,1,1,472.1,unfammale09.jpg
8,4,5,1,1,1,416.8,unfammale16.jpg
8,4,6,2,2,1,425.56,capture021 copy.jpg
8,4,7,2,2,1,426.3,unfamfemale04.jpg
8,4,8,2,2,1,539.02,capture005 copy.jpg
8,4,9,2,2,1,555.77,unfamfemale37.jpg
8,4,10,1,1,1,476.5,unfammale28.jpg
8,4,11,2,2,1,461.25,unfamfemale17.jpg
8,4,12,1,1,1,493.92,unfammale12.jpg
8,4,13,1,1,1,494.68,capture020 copy.jpg
8,4,14,1,1,1,519.44,unfammale33.jpg
8,4,15,2,2,1,664.14,unfamfemale40.jpg
8,4,16,2,2,1,536.86,unfamfemale21.jpg
8,4,17,2,2,1,401.62,unfamfemale10.jpg
8,4,18,1,1,1,474.35,capture012 copy.jpg
8,4,19,1,1,1,515.08,unfammale35.jpg
8,4,20,1,1,1,547.81,capture003 copy.jpg
8,4,21,2,2,1,532.56,unfamfemale08.jpg
8,4,22,1,1,1,469.29,capture011 copy.jpg
8,4,23,1,1,1,517.96,capture016 copy.jpg
8,4,24,2,2,1,446.74,capture015 copy.jpg
8,5,1,2,2,1,488.55,unfamfemale04.jpg
8,5,2,1,1,1,409.32,unfammale09.jpg
8,5,3,2,2,1,458.05,unfamfemale32.jpg
8,5,4,2,2,1,426.77,unfamfemale10.jpg
8,5,5,1,1,1,427.51,unfammale12.jpg
8,5,6,1,1,1,372.2,capture012 copy.jpg
8,5,7,1,1,1,484.91,unfammale33.jpg
8,5,8,2,2,1,477.7,capture015 copy.jpg
8,5,9,2,2,1,566.44,unfamfemale21.jpg
8,5,10,1,1,1,463.1,unfammale16.jpg
8,5,11,2,2,1,554.54,capture021 copy.jpg
8,5,12,1,1,1,475.3,capture003 copy.jpg
8,5,13,2,2,1,411.98,unfamfemale08.jpg
8,5,14,1,1,1,484.73,capture011 copy.jpg
8,5,15,2,2,1,485.44,unfamfemale40.jpg
8,5,16,2,2,1,494.22,unfamfemale37.jpg
8,5,17,1,1,1,486.91,capture016 copy.jpg
8,5,18,2,2,1,447.68,unfamfemale17.jpg
8,5,19,2,2,1,432.39,unfamfemale01.jpg
8,5,20,1,1,1,473.1,unfammale28.jpg
8,5,21,1,1,1,561.83,unfammale35.jpg
8,5,22,1,1,1,482.61,capture013 copy.jpg
8,5,23,2,2,1,507.34,capture005 copy.jpg
8,5,24,1,1,1,516.07,capture020 copy.jpg
8,6,1,1,1,1,517.77,unfammale28.jpg
8,6,2,1,1,1,454.55,unfammale16.jpg
8,6,3,2,2,1,431.28,capture015 copy.jpg
8,6,4,2,2,1,431.97,unfamfemale21.jpg
8,6,5,1,1,1,440.69,capture013 copy.jpg
8,6,6,2,2,1,473.43,capture005 copy.jpg
8,6,7,2,2,1,426.2,unfamfemale37.jpg
8,6,8,2,2,1,458.91,unfamfemale17.jpg
8,6,9,2,2,1,715.67,unfamfemale04.jpg
8,6,10,1,1,1,596.33,unfammale33.jpg
8,6,11,1,1,1,613.13,capture016 copy.jpg
8,6,12,2,2,1,501.86,unfamfemale08.jpg
8,6,13,2,2,1,494.57,unfamfemale10.jpg
8,6,14,1,1,1,511.31,capture020 copy.jpg
8,6,15,2,2,1,400,unfamfemale01.jpg
8,6,16,1,1,1,376.73,unfammale35.jpg
8,6,17,2,2,1,457.48,unfamfemale40.jpg
8,6,18,1,1,1,450.19,unfammale12.jpg
8,6,19,2,2,1,490.98,capture021 copy.jpg
8,6,20,1,1,1,451.7,capture012 copy.jpg
8,6,21,1,1,1,412.41,capture003 copy.jpg
8,6,22,1,1,1,487.83,unfammale09.jpg
8,6,23,1,1,1,624.52,capture011 copy.jpg
8,6,24,2,2,1,513.26,unfamfemale32.jpg
8,7,1,1,1,1,437.74,unfammale28.jpg
8,7,2,2,2,1,406.48,unfamfemale08.jpg
8,7,3,2,2,1,359.2,unfamfemale01.jpg
8,7,4,1,1,1,463.94,unfammale16.jpg
8,7,5,1,1,1,408.64,capture012 copy.jpg
8,7,6,1,1,1,561.38,capture020 copy.jpg
8,7,7,2,2,1,450.14,capture015 copy.jpg
8,7,8,2,2,1,506.87,unfamfemale21.jpg
8,7,9,1,1,1,483.59,unfammale12.jpg
8,7,10,1,1,1,468.28,unfammale33.jpg
8,7,11,2,2,1,613.03,unfamfemale10.jpg
8,7,12,2,2,1,437.79,unfamfemale04.jpg
8,7,13,1,1,1,462.48,capture011 copy.jpg
8,7,14,2,2,1,447.2,capture005 copy.jpg
8,7,15,1,1,1,535.91,capture016 copy.jpg
8,7,16,2,2,1,528.72,unfamfemale32.jpg
8,7,17,2,2,1,497.41,unfamfemale40.jpg
8,7,18,1,1,1,546.12,unfammale35.jpg
8,7,19,2,2,1,522.9,capture021 copy.jpg
8,7,20,2,2,1,523.61,unfamfemale37.jpg
8,7,21,1,1,1,492.37,capture003 copy.jpg
8,7,22,1,1,1,485.06,unfammale09.jpg
8,7,23,2,2,1,533.84,unfamfemale17.jpg
8,7,24,1,1,1,478.57,capture013 copy.jpg
8,8,1,1,1,1,443.02,capture003 copy.jpg
8,8,2,1,1,1,411.73,capture020 copy.jpg
8,8,3,1,1,1,452.46,unfammale33.jpg
8,8,4,2,2,1,429.21,unfamfemale08.jpg
8,8,5,2,2,1,429.91,unfamfemale04.jpg
8,8,6,1,1,1,630.68,capture012 copy.jpg
8,8,7,1,1,1,383.42,unfammale28.jpg
8,8,8,2,2,1,488.13,unfamfemale32.jpg
8,8,9,2,2,1,520.88,capture021 copy.jpg
8,8,10,2,2,1,473.6,unfamfemale37.jpg
8,8,11,2,2,1,562.35,unfamfemale01.jpg
8,8,12,2,2,1,531.02,unfamfemale40.jpg
8,8,13,2,2,1,628.21,capture005 copy.jpg
8,8,14,1,1,1,500.49,unfammale16.jpg
8,8,15,2,2,1,541.21,unfamfemale10.jpg
8,8,16,1,1,1,525.99,capture011 copy.jpg
8,8,17,2,2,1,726.74,unfamfemale21.jpg
8,8,18,1,1,1,471.4,unfammale35.jpg
8,8,19,2,2,1,536.19,capture015 copy.jpg
8,8,20,2,2,1,536.92,unfamfemale17.jpg
8,8,21,1,1,1,473.65,unfammale09.jpg
8,8,22,1,1,1,586.32,capture016 copy.jpg
8,8,23,1,1,1,539.12,unfammale12.jpg
8,8,24,1,1,1,587.79,capture013 copy.jpg
9,1,1,2,2,1,771.03,unfamfemale40.jpg
9,1,2,1,1,1,518.43,capture010 copy.jpg
9,1,3,1,1,1,559.23,unfammale14.jpg
9,1,4,2,2,1,383.93,unfamfemale04.jpg
9,1,5,2,2,1,440.79,capture021 copy.jpg
9,1,6,2,2,1,489.6,unfamfemale08.jpg
9,1,7,1,1,1,434.35,unfammale25.jpg
9,1,8,1,1,1,555.16,unfammale08.jpg
9,1,9,2,2,1,515.92,unfamfemale17.jpg
9,1,10,1,2,0,556.7,unfammale38.jpg
9,1,11,1,1,1,805.49,unfammale19.jpg
9,1,12,1,1,1,870.27,unfammale21.jpg
9,1,13,1,1,1,535.08,unfammale23.jpg
9,1,14,2,2,1,383.82,unfamfemale37.jpg
9,1,15,2,2,1,416.58,unfamfemale21.jpg
9,1,16,2,2,1,441.38,unfamfemale32.jpg
9,1,17,1,1,1,458.13,unfammale18.jpg
9,1,18,1,1,1,466.96,unfammale05.jpg
9,1,19,2,2,1,412.86,unfamfemale10.jpg
9,1,20,1,1,1,476.52,unfammale39.jpg
9,1,21,1,1,1,565.27,unfammale02.jpg
9,1,22,2,2,1,462.07,capture005 copy.jpg
9,1,23,2,2,1,454.86,unfamfemale01.jpg
9,1,24,2,2,1,391.63,capture015 copy.jpg
9,2,1,1,1,1,570.06,unfammale14.jpg
9,2,2,1,1,1,418.79,unfammale08.jpg
9,2,3,2,2,1,403.6,unfamfemale17.jpg
9,2,4,2,2,1,500.33,capture005 copy.jpg
9,2,5,2,2,1,341.17,unfamfemale40.jpg
9,2,6,2,2,1,485.96,capture021 copy.jpg
9,2,7,2,2,1,374.71,unfamfemale04.jpg
9,2,8,2,2,1,415.5,unfamfemale01.jpg
9,2,9,2,2,1,632.3,unfamfemale21.jpg
9,2,10,2,2,1,393.07,unfamfemale08.jpg
9,2,11,2,2,1,385.82,capture015 copy.jpg
9,2,12,2,2,1,386.63,unfamfemale10.jpg
9,2,13,1,1,1,403.43,unfammale05.jpg
9,2,14,1,1,1,364.18,capture010 copy.jpg
9,2,15,2,2,1,356.95,unfamfemale37.jpg
9,2,16,1,1,1,429.76,unfammale39.jpg
9,2,17,1,1,1,478.5,unfammale21.jpg
9,2,18,1,1,1,559.32,unfammale38.jpg
9,2,19,1,1,1,552.11,unfammale23.jpg
9,2,20,2,2,1,472.9,unfamfemale32.jpg
9,2,21,1,1,1,521.67,unfammale18.jpg
9,2,22,1,1,1,466.47,unfammale25.jpg
9,2,23,1,1,1,547.21,unfammale19.jpg
9,2,24,1,1,1,476,unfammale02.jpg
9,3,1,2,2,1,440.84,unfamfemale17.jpg
9,3,2,2,2,1,500.84,capture021 copy.jpg
9,3,3,1,1,1,546.45,unfammale39.jpg
9,3,4,2,2,1,467.27,unfamfemale21.jpg
9,3,5,2,2,1,460.05,capture005 copy.jpg
9,3,6,1,1,1,604.84,capture010 copy.jpg
9,3,7,2,2,1,565.62,unfamfemale01.jpg
9,3,8,1,1,1,910.4,unfammale38.jpg
9,3,9,2,2,1,519.18,unfamfemale32.jpg
9,3,10,2,2,1,407.89,unfamfemale40.jpg
9,3,11,1,1,1,520.74,unfammale25.jpg
9,3,12,1,1,1,457.47,unfammale08.jpg
9,3,13,1,1,1,578.31,unfammale21.jpg
9,3,14,2,2,1,403.07,capture015 copy.jpg
9,3,15,1,1,1,435.87,unfammale23.jpg
9,3,16,2,2,1,436.62,unfamfemale08.jpg
9,3,17,1,1,1,461.44,unfammale18.jpg
9,3,18,1,1,1,462.17,unfammale14.jpg
9,3,19,1,1,1,438.94,unfammale02.jpg
9,3,20,2,2,1,671.71,unfamfemale04.jpg
9,3,21,1,1,1,496.5,unfammale19.jpg
9,3,22,2,2,1,465.34,unfamfemale37.jpg
9,3,23,1,1,1,418.06,unfammale05.jpg
9,3,24,2,2,1,418.88,unfamfemale10.jpg
9,4,1,1,1,1,740.8,unfammale18.jpg
9,4,2,2,2,1,749.59,capture005 copy.jpg
9,4,3,2,2,1,654.37,capture021 copy.jpg
9,4,4,1,1,1,759.1,unfammale38.jpg
9,4,5,1,1,1,535.89,unfammale19.jpg
9,4,6,1,1,1,400.66,unfammale23.jpg
9,4,7,1,1,1,465.47,unfammale25.jpg
9,4,8,1,1,1,394.28,unfammale39.jpg
9,4,9,2,2,1,395.02,unfamfemale08.jpg
9,4,10,2,2,1,403.79,unfamfemale01.jpg
9,4,11,1,1,1,524.62,unfammale14.jpg
9,4,12,2,2,1,533.37,capture015 copy.jpg
9,4,13,2,2,1,598.17,unfamfemale21.jpg
9,4,14,2,2,1,638.96,unfamfemale32.jpg
9,4,15,2,2,1,575.72,unfamfemale37.jpg
9,4,16,1,1,1,504.47,capture010 copy.jpg
9,4,17,1,1,1,385.28,unfammale08.jpg
9,4,18,1,1,1,466.1,unfammale02.jpg
9,4,19,2,2,1,594.88,unfamfemale10.jpg
9,4,20,2,2,1,547.66,unfamfemale17.jpg
9,4,21,2,2,1,372.4,unfamfemale04.jpg
9,4,22,1,1,1,501.23,unfammale05.jpg
9,4,23,1,1,1,701.97,unfammale21.jpg
9,4,24,2,2,1,446.79,unfamfemale40.jpg
9,5,1,1,1,1,541.28,unfammale25.jpg
9,5,2,2,2,1,486.06,unfamfemale01.jpg
9,5,3,2,2,1,534.81,unfamfemale32.jpg
9,5,4,2,2,1,559.63,unfamfemale37.jpg
9,5,5,2,2,1,424.36,unfamfemale04.jpg
9,5,6,2,2,1,417.19,capture005 copy.jpg
9,5,7,1,1,1,489.92,unfammale02.jpg
9,5,8,1,1,1,370.72,unfammale39.jpg
9,5,9,2,2,1,523.49,unfamfemale40.jpg
9,5,10,1,1,1,540.32,capture010 copy.jpg
9,5,11,2,2,1,629.11,unfamfemale08.jpg
9,5,12,2,2,1,525.89,unfamfemale21.jpg
9,5,13,1,1,1,542.67,unfammale23.jpg
9,5,14,2,2,1,487.41,unfamfemale10.jpg
9,5,15,1,1,1,464.19,unfammale05.jpg
9,5,16,1,1,1,552.98,unfammale18.jpg
9,5,17,1,1,1,433.8,unfammale14.jpg
9,5,18,1,1,1,538.52,unfammale08.jpg
9,5,19,1,1,1,499.32,unfammale38.jpg
9,5,20,1,1,1,436.14,unfammale21.jpg
9,5,21,2,2,1,516.88,capture015 copy.jpg
9,5,22,2,2,1,565.71,capture021 copy.jpg
9,5,23,2,2,1,542.45,unfamfemale17.jpg
9,5,24,1,1,1,527.28,unfammale19.jpg
9,6,1,1,1,1,483.94,unfammale25.jpg
9,6,2,2,2,1,436.73,unfamfemale21.jpg
9,6,3,2,2,1,341.55,unfamfemale40.jpg
9,6,4,1,1,1,350.28,unfammale14.jpg
9,6,5,2,2,1,519.14,unfamfemale37.jpg
9,6,6,1,1,1,647.89,unfammale02.jpg
9,6,7,1,1,1,528.69,unfammale21.jpg
9,6,8,2,2,1,425.47,unfamfemale10.jpg
9,6,9,2,2,1,506.21,capture021 copy.jpg
9,6,10,2,2,1,411.04,unfamfemale32.jpg
9,6,11,2,2,1,411.81,capture005 copy.jpg
9,6,12,2,2,1,660.6,unfamfemale01.jpg
9,6,13,1,1,1,557.39,unfammale08.jpg
9,6,14,2,2,1,502.17,unfamfemale08.jpg
9,6,15,1,1,1,638.94,unfammale23.jpg
9,6,16,1,1,1,391.69,unfammale18.jpg
9,6,17,2,2,1,440.51,unfamfemale17.jpg
9,6,18,2,2,1,377.3,capture015 copy.jpg
9,6,19,1,1,1,466.08,unfammale05.jpg
9,6,20,1,1,1,402.86,capture010 copy.jpg
9,6,21,2,2,1,451.64,unfamfemale04.jpg
9,6,22,1,1,1,548.38,unfammale19.jpg
9,6,23,1,1,1,437.21,unfammale38.jpg
9,6,24,1,1,1,405.98,unfammale39.jpg
9,7,1,1,1,1,538.38,unfammale39.jpg
9,7,2,1,1,1,347.14,unfammale25.jpg
9,7,3,2,2,1,443.95,unfamfemale01.jpg
9,7,4,2,2,1,324.73,capture015 copy.jpg
9,7,5,1,1,1,445.49,unfammale02.jpg
9,7,6,1,1,1,382.27,unfammale21.jpg
9,7,7,2,2,1,391.07,capture005 copy.jpg
9,7,8,1,1,1,439.87,unfammale19.jpg
9,7,9,2,2,1,416.65,unfamfemale21.jpg
9,7,10,2,2,1,449.4,unfamfemale17.jpg
9,7,11,2,2,1,586.2,unfamfemale10.jpg
9,7,12,1,1,1,410.96,capture010 copy.jpg
9,7,13,2,2,1,467.78,unfamfemale40.jpg
9,7,14,2,2,1,364.53,unfamfemale08.jpg
9,7,15,1,1,1,597.29,unfammale38.jpg
9,7,16,1,1,1,534.07,unfammale14.jpg
9,7,17,2,2,1,486.9,unfamfemale37.jpg
9,7,18,1,1,1,503.69,unfammale18.jpg
9,7,19,2,2,1,472.43,unfamfemale04.jpg
9,7,20,2,2,1,529.25,capture021 copy.jpg
9,7,21,1,1,1,546.03,unfammale05.jpg
9,7,22,1,1,1,474.79,unfammale08.jpg
9,7,23,1,1,1,643.56,unfammale23.jpg
9,7,24,2,2,1,588.33,unfamfemale32.jpg
9,8,1,2,2,1,481.2,unfamfemale21.jpg
9,8,2,1,1,1,601.97,unfammale38.jpg
9,8,3,2,2,1,602.69,unfamfemale08.jpg
9,8,4,2,2,1,491.53,capture015 copy.jpg
9,8,5,1,1,1,684.31,unfammale05.jpg
9,8,6,1,1,1,541.05,unfammale19.jpg
9,8,7,1,1,1,429.87,unfammale39.jpg
9,8,8,2,2,1,550.66,unfamfemale17.jpg
9,8,9,2,2,1,567.44,unfamfemale40.jpg
9,8,10,2,2,1,776.22,capture005 copy.jpg
9,8,11,2,2,1,433,unfamfemale04.jpg
9,8,12,2,2,1,505.73,unfamfemale37.jpg
9,8,13,2,2,1,426.53,unfamfemale01.jpg
9,8,14,2,2,1,555.35,unfamfemale10.jpg
9,8,15,1,1,1,524.1,unfammale08.jpg
9,8,16,1,1,1,620.9,unfammale23.jpg
9,8,17,2,2,1,533.7,capture021 copy.jpg
9,8,18,1,1,1,614.46,unfammale25.jpg
9,8,19,1,1,1,519.21,unfammale18.jpg
9,8,20,1,1,1,536,unfammale14.jpg
9,8,21,2,2,1,640.82,unfamfemale32.jpg
9,8,22,1,1,1,505.6,unfammale02.jpg
9,8,23,1,1,1,442.39,unfammale21.jpg
9,8,24,1,1,1,515.16,capture010 copy.jpg
10,1,1,1,1,1,538.63,unfammale28.jpg
10,1,2,2,2,1,422.1,capture017 copy.jpg
10,1,3,1,1,1,462.78,capture016 copy.jpg
10,1,4,2,2,1,503.52,capture002 copy.jpg
10,1,5,1,1,1,576.28,capture003 copy.jpg
10,1,6,2,2,1,456.95,unfamfemale15.jpg
10,1,7,2,2,1,529.72,unfamfemale38.jpg
10,1,8,1,1,1,538.47,capture020 copy.jpg
10,1,9,2,2,1,539.2,unfamfemale24.jpg
10,1,10,2,2,1,475.94,unfamfemale26.jpg
10,1,11,1,1,1,575.29,capture011 copy.jpg
10,1,12,1,1,1,514.73,unfammale35.jpg
10,1,13,1,1,1,574.11,capture013 copy.jpg
10,1,14,2,2,1,545.53,unfamfemale03.jpg
10,1,15,2,2,1,444.89,unfamfemale20.jpg
10,1,16,1,1,1,448.37,unfammale16.jpg
10,1,17,1,1,1,531.73,unfammale33.jpg
10,1,18,1,0,0,0,capture012 copy.jpg
10,1,19,1,1,1,570.56,unfammale09.jpg
10,1,20,1,1,1,597.98,unfammale12.jpg
10,1,21,2,2,1,489.35,unfamfemale05.jpg
10,1,22,2,2,1,442.06,unfamfemale06.jpg
10,1,23,2,2,1,402.8,capture001 copy.jpg
10,1,24,2,2,1,382.22,unfamfemale39.jpg
10,2,1,1,1,1,564.58,unfammale33.jpg
10,2,2,1,1,1,533.29,unfammale12.jpg
10,2,3,2,2,1,630.03,capture017 copy.jpg
10,2,4,1,1,1,566.74,capture016 copy.jpg
10,2,5,2,2,1,703.49,unfamfemale39.jpg
10,2,6,1,1,1,456.2,unfammale28.jpg
10,2,7,2,0,0,0,unfamfemale26.jpg
10,2,8,2,2,1,601.62,unfamfemale05.jpg
10,2,9,2,2,1,530.41,capture002 copy.jpg
10,2,10,2,2,1,515.1,capture001 copy.jpg
10,2,11,1,1,1,539.86,unfammale35.jpg
10,2,12,2,2,1,516.6,unfamfemale06.jpg
10,2,13,2,2,1,1197.3,unfamfemale38.jpg
10,2,14,2,2,1,542.01,unfamfemale03.jpg
10,2,15,2,2,1,470.76,unfamfemale20.jpg
10,2,16,1,1,1,479.51,unfammale09.jpg
10,2,17,2,2,1,416.19,unfamfemale15.jpg
10,2,18,1,1,1,440.96,unfammale16.jpg
10,2,19,1,1,1,473.71,capture003 copy.jpg
10,2,20,1,1,1,474.42,capture013 copy.jpg
10,2,21,2,2,1,491.16,unfamfemale24.jpg
10,2,22,1,1,1,555.88,capture011 copy.jpg
10,2,23,1,1,1,468.6,capture020 copy.jpg
10,2,24,1,1,1,509.36,capture012 copy.jpg
10,3,1,1,1,1,513.73,unfammale28.jpg
10,3,2,2,2,1,474.48,unfamfemale05.jpg
10,3,3,2,2,1,1099.23,unfamfemale26.jpg
10,3,4,1,1,1,515.96,unfammale16.jpg
10,3,5,1,1,1,508.73,unfammale12.jpg
10,3,6,2,2,1,501.46,unfamfemale20.jpg
10,3,7,2,2,1,558.16,capture002 copy.jpg
10,3,8,2,2,1,646.93,unfamfemale39.jpg
10,3,9,1,1,1,479.62,capture003 copy.jpg
10,3,10,1,1,1,504.37,capture016 copy.jpg
10,3,11,1,1,1,481.11,capture020 copy.jpg
10,3,12,2,2,1,425.84,unfamfemale15.jpg
10,3,13,2,2,1,442.57,unfamfemale06.jpg
10,3,14,1,1,1,483.26,unfammale35.jpg
10,3,15,2,2,1,435.99,unfamfemale38.jpg
10,3,16,2,2,1,412.76,unfamfemale24.jpg
10,3,17,1,1,1,461.5,capture011 copy.jpg
10,3,18,2,2,1,558.2,capture001 copy.jpg
10,3,19,1,1,1,574.9,capture012 copy.jpg
