SID,RepTime,Trial,ImgCat,Resp,Corr,RT,ImgName
10,3,20,1,1,1,463.63,capture013 copy.jpg
10,3,21,1,1,1,512.4,unfammale33.jpg
10,3,22,1,1,1,529.13,unfammale09.jpg
10,3,23,2,0,0,0,unfamfemale03.jpg
10,3,24,2,2,1,514.59,capture017 copy.jpg
10,4,1,2,2,1,818.07,unfamfemale38.jpg
10,4,2,2,2,1,466.74,unfamfemale39.jpg
10,4,3,1,1,1,435.51,unfammale12.jpg
10,4,4,1,1,1,412.23,capture012 copy.jpg
10,4,5,2,2,1,444.97,capture017 copy.jpg
10,4,6,2,2,1,477.65,unfamfemale24.jpg
10,4,7,1,1,1,542.43,capture016 copy.jpg
10,4,8,1,1,1,455.16,unfammale09.jpg
10,4,9,1,1,1,463.89,capture013 copy.jpg
10,4,10,2,2,1,504.61,unfamfemale03.jpg
10,4,11,2,2,1,569.36,capture002 copy.jpg
10,4,12,1,1,1,586.09,capture011 copy.jpg
10,4,13,2,2,1,546.82,unfamfemale15.jpg
10,4,14,1,1,1,587.5,capture020 copy.jpg
10,4,15,2,2,1,612.25,unfamfemale26.jpg
10,4,16,2,2,1,645.01,unfamfemale05.jpg
10,4,17,2,2,1,549.74,unfamfemale20.jpg
10,4,18,1,1,1,521.13,capture003 copy.jpg
10,4,19,1,1,1,409.87,unfammale16.jpg
10,4,20,1,1,1,450.57,unfammale28.jpg
10,4,21,2,2,1,667.34,unfamfemale06.jpg
10,4,22,1,1,1,836.08,unfammale33.jpg
10,4,23,1,1,1,548.8,unfammale35.jpg
10,4,24,2,2,1,565.53,capture001 copy.jpg
10,5,1,1,1,1,615.62,capture016 copy.jpg
10,5,2,2,2,1,440.35,capture017 copy.jpg
10,5,3,1,1,1,449.1,unfammale12.jpg
10,5,4,2,2,1,417.83,unfamfemale06.jpg
10,5,5,2,2,1,490.58,capture001 copy.jpg
10,5,6,2,2,1,531.31,unfamfemale26.jpg
10,5,7,2,2,1,436.04,unfamfemale38.jpg
10,5,8,2,2,1,468.71,unfamfemale20.jpg
10,5,9,2,2,1,549.43,unfamfemale05.jpg
10,5,10,1,1,1,494.22,capture003 copy.jpg
10,5,11,1,1,1,462.93,capture013 copy.jpg
10,5,12,2,2,1,543.7,capture002 copy.jpg
10,5,13,1,1,1,448.38,unfammale33.jpg
10,5,14,1,1,1,441.13,unfammale16.jpg
10,5,15,1,1,1,425.83,unfammale35.jpg
10,5,16,2,2,1,546.62,unfamfemale24.jpg
10,5,17,1,1,1,459.35,unfammale09.jpg
10,5,18,2,2,1,460.06,unfamfemale15.jpg
10,5,19,1,1,1,532.76,unfammale28.jpg
10,5,20,2,2,1,493.49,unfamfemale03.jpg
10,5,21,1,1,1,494.25,capture011 copy.jpg
10,5,22,2,2,1,519.01,unfamfemale39.jpg
10,5,23,1,1,1,471.72,capture012 copy.jpg
10,5,24,1,1,1,560.41,capture020 copy.jpg
10,6,1,1,1,1,666.21,unfammale33.jpg
10,6,2,1,1,1,482.95,unfammale35.jpg
10,6,3,1,1,1,403.71,capture020 copy.jpg
10,6,4,2,0,0,0,unfamfemale06.jpg
10,6,5,2,2,1,357.17,unfamfemale24.jpg
10,6,6,1,0,0,0,unfammale12.jpg
10,6,7,1,1,1,582.66,capture011 copy.jpg
10,6,8,2,2,1,479.36,unfamfemale03.jpg
10,6,9,1,1,1,624.11,capture016 copy.jpg
10,6,10,2,0,0,0,capture002 copy.jpg
10,6,11,1,1,1,569.53,capture013 copy.jpg
10,6,12,2,2,1,434.29,unfamfemale38.jpg
10,6,13,2,2,1,378.99,unfamfemale20.jpg
10,6,14,1,1,1,491.76,capture012 copy.jpg
10,6,15,2,2,1,444.46,capture001 copy.jpg
10,6,16,1,1,1,429.22,unfammale09.jpg
10,6,17,2,2,1,413.94,unfamfemale26.jpg
10,6,18,2,2,1,422.69,unfamfemale05.jpg
10,6,19,1,1,1,431.42,capture003 copy.jpg
10,6,20,1,1,1,456.14,unfammale28.jpg
10,6,21,2,2,1,504.84,unfamfemale15.jpg
10,6,22,1,1,1,521.61,unfammale16.jpg
10,6,23,2,2,1,578.35,capture017 copy.jpg
10,6,24,2,2,1,571.02,unfamfemale39.jpg
10,7,1,1,1,1,391.67,unfammale12.jpg
10,7,2,2,2,1,536.41,capture001 copy.jpg
10,7,3,1,1,1,505.14,unfammale33.jpg
10,7,4,1,1,1,673.89,unfammale28.jpg
10,7,5,1,1,1,514.6,unfammale16.jpg
10,7,6,2,2,1,467.31,unfamfemale20.jpg
10,7,7,2,2,1,452.05,unfamfemale05.jpg
10,7,8,1,1,1,468.81,capture020 copy.jpg
10,7,9,1,0,0,0,capture011 copy.jpg
10,7,10,2,1,0,693.73,unfamfemale39.jpg
10,7,11,2,2,1,686.98,unfamfemale06.jpg
10,7,12,2,2,1,519.71,unfamfemale15.jpg
10,7,13,1,1,1,584.47,capture013 copy.jpg
10,7,14,2,2,1,585.12,unfamfemale26.jpg
10,7,15,2,2,1,617.87,unfamfemale03.jpg
10,7,16,1,0,0,0,capture016 copy.jpg
10,7,17,1,1,1,563.35,unfammale35.jpg
10,7,18,2,2,1,596.11,capture017 copy.jpg
10,7,19,1,0,0,0,capture003 copy.jpg
10,7,20,2,2,1,461.53,unfamfemale38.jpg
10,7,21,2,2,1,534.26,capture002 copy.jpg
10,7,22,1,1,1,471,unfammale09.jpg
10,7,23,1,0,0,0,capture012 copy.jpg
10,7,24,2,2,1,504.5,unfamfemale24.jpg
10,8,1,1,1,1,737.52,unfammale16.jpg
10,8,2,1,1,1,602.29,unfammale09.jpg
10,8,3,2,2,1,427.02,unfamfemale20.jpg
10,8,4,1,1,1,459.75,capture020 copy.jpg
10,8,5,2,2,1,556.43,unfamfemale03.jpg
10,8,6,2,2,1,373.21,capture017 copy.jpg
10,8,7,2,2,1,749.95,unfamfemale39.jpg
10,8,8,2,2,1,606.65,capture002 copy.jpg
10,8,9,1,1,1,623.41,capture003 copy.jpg
10,8,10,2,1,0,352.13,unfamfemale26.jpg
10,8,11,2,2,1,440.81,unfamfemale15.jpg
10,8,12,2,2,1,457.57,unfamfemale06.jpg
10,8,13,2,2,1,578.31,capture001 copy.jpg
10,8,14,1,1,1,435.01,unfammale35.jpg
10,8,15,2,2,1,363.75,unfamfemale24.jpg
10,8,16,1,1,1,476.5,capture013 copy.jpg
10,8,17,1,1,1,533.21,capture012 copy.jpg
10,8,18,2,2,1,589.98,unfamfemale05.jpg
10,8,19,1,1,1,670.69,unfammale12.jpg
10,8,20,1,1,1,511.44,unfammale33.jpg
10,8,21,1,1,1,656.18,capture016 copy.jpg
10,8,22,2,2,1,499.52,unfamfemale38.jpg
10,8,23,1,0,0,0,capture011 copy.jpg
10,8,24,1,1,1,388.99,unfammale28.jpg
11,1,1,1,1,1,544.83,unfammale05.jpg
11,1,2,2,1,0,708.25,unfamfemale39.jpg
11,1,3,1,1,1,757.02,unfammale02.jpg
11,1,4,2,2,1,573.86,unfamfemale15.jpg
11,1,5,2,2,1,542.58,unfamfemale26.jpg
11,1,6,1,1,1,599.42,unfammale23.jpg
11,1,7,1,1,1,584.17,capture010 copy.jpg
11,1,8,1,1,1,512.97,unfammale08.jpg
11,1,9,1,1,1,505.73,unfammale19.jpg
11,1,10,1,1,1,458.55,unfammale18.jpg
11,1,11,1,1,1,443.33,unfammale25.jpg
11,1,12,2,2,1,540.07,unfamfemale20.jpg
11,1,13,2,2,1,540.87,unfamfemale05.jpg
11,1,14,1,1,1,445.62,unfammale14.jpg
11,1,15,1,1,1,414.43,unfammale39.jpg
11,1,16,2,2,1,519.19,capture001 copy.jpg
11,1,17,2,2,1,623.98,unfamfemale03.jpg
11,1,18,2,2,1,616.73,unfamfemale38.jpg
11,1,19,1,1,1,625.54,unfammale21.jpg
11,1,20,2,2,1,570.33,capture017 copy.jpg
11,1,21,1,1,1,579.09,unfammale38.jpg
11,1,22,2,2,1,579.88,unfamfemale06.jpg
11,1,23,2,2,1,508.71,capture002 copy.jpg
11,1,24,2,2,1,493.5,unfamfemale24.jpg
11,2,1,1,1,1,604.11,unfammale25.jpg
11,2,2,2,2,1,532.83,unfamfemale24.jpg
11,2,3,1,1,1,597.67,unfammale02.jpg
11,2,4,2,2,1,534.45,unfamfemale20.jpg
11,2,5,2,2,1,447.23,unfamfemale38.jpg
11,2,6,2,2,1,423.97,unfamfemale05.jpg
11,2,7,2,1,0,632.8,unfamfemale39.jpg
11,2,8,2,2,1,521.54,unfamfemale15.jpg
11,2,9,2,2,1,490.36,capture002 copy.jpg
11,2,10,1,1,1,571.1,unfammale23.jpg
11,2,11,2,2,1,843.91,capture001 copy.jpg
11,2,12,1,1,1,492.65,unfammale14.jpg
11,2,13,1,1,1,509.49,unfammale19.jpg
11,2,14,1,1,1,390.28,unfammale39.jpg
11,2,15,2,2,1,551.05,unfamfemale26.jpg
11,2,16,1,1,1,615.82,unfammale38.jpg
11,2,17,1,1,1,480.56,unfammale18.jpg
11,2,18,2,2,1,513.4,unfamfemale06.jpg
11,2,19,1,1,1,474.17,capture010 copy.jpg
11,2,20,1,1,1,402.94,unfammale21.jpg
11,2,21,2,2,1,555.76,capture017 copy.jpg
11,2,22,1,1,1,492.53,unfammale08.jpg
11,2,23,1,1,1,493.27,unfammale05.jpg
11,2,24,2,2,1,630.07,unfamfemale03.jpg
11,3,1,1,1,1,559.91,unfammale14.jpg
11,3,2,1,1,1,824.73,unfammale38.jpg
11,3,3,2,2,1,633.51,capture002 copy.jpg
11,3,4,2,2,1,450.23,unfamfemale38.jpg
11,3,5,2,1,0,531.03,unfamfemale39.jpg
11,3,6,2,2,1,451.83,capture017 copy.jpg
11,3,7,1,1,1,452.62,unfammale08.jpg
11,3,8,1,1,1,445.36,unfammale21.jpg
11,3,9,1,1,1,366.17,unfammale05.jpg
11,3,10,2,2,1,454.98,unfamfemale20.jpg
11,3,11,2,2,1,503.72,unfamfemale05.jpg
11,3,12,1,1,1,464.52,unfammale18.jpg
11,3,13,2,1,0,801.27,unfamfemale15.jpg
11,3,14,2,2,1,634.07,unfamfemale24.jpg
11,3,15,1,1,1,578.9,unfammale23.jpg
11,3,16,2,2,1,619.68,unfamfemale03.jpg
11,3,17,2,2,1,580.4,capture001 copy.jpg
11,3,18,2,2,1,493.24,unfamfemale26.jpg
11,3,19,1,1,1,541.99,capture010 copy.jpg
11,3,20,1,1,1,470.81,unfammale39.jpg
11,3,21,1,1,1,519.59,unfammale19.jpg
11,3,22,1,1,1,520.33,unfammale02.jpg
11,3,23,1,1,1,625.16,unfammale25.jpg
11,3,24,2,2,1,489.93,unfamfemale06.jpg
11,4,1,1,1,1,611.56,unfammale23.jpg
11,4,2,2,1,0,596.34,unfamfemale39.jpg
11,4,3,2,2,1,525.14,unfamfemale06.jpg
11,4,4,1,1,1,485.93,unfammale21.jpg
11,4,5,2,2,1,582.65,unfamfemale05.jpg
11,4,6,2,2,1,583.44,unfamfemale38.jpg
11,4,7,1,1,1,496.24,unfammale18.jpg
11,4,8,2,2,1,545.06,unfamfemale15.jpg
11,4,9,1,1,1,529.78,unfammale14.jpg
11,4,10,1,1,1,770.57,capture010 copy.jpg
11,4,11,2,2,1,435.4,unfamfemale24.jpg
11,4,12,2,2,1,564.19,capture001 copy.jpg
11,4,13,1,1,1,508.92,unfammale05.jpg
11,4,14,2,2,1,565.75,unfamfemale20.jpg
11,4,15,1,1,1,558.52,unfammale38.jpg
11,4,16,2,2,1,455.3,capture002 copy.jpg
11,4,17,1,1,1,464.04,unfammale39.jpg
11,4,18,1,1,1,536.91,unfammale08.jpg
11,4,19,2,2,1,481.6,capture017 copy.jpg
11,4,20,1,1,1,482.45,unfammale02.jpg
11,4,21,2,2,1,563.23,unfamfemale26.jpg
11,4,22,2,2,1,436.01,unfamfemale03.jpg
11,4,23,1,1,1,508.8,unfammale19.jpg
11,4,24,1,1,1,605.58,unfammale25.jpg
11,5,1,1,1,1,462.22,unfammale39.jpg
11,5,2,2,2,1,534.99,unfamfemale06.jpg
11,5,3,2,2,1,511.75,unfamfemale03.jpg
11,5,4,2,2,1,464.49,capture002 copy.jpg
11,5,5,1,1,1,681.33,unfammale18.jpg
11,5,6,2,2,1,618.06,unfamfemale24.jpg
11,5,7,1,1,1,514.88,unfammale38.jpg
11,5,8,1,1,1,435.67,unfammale19.jpg
11,5,9,2,2,1,468.42,unfamfemale20.jpg
11,5,10,2,2,1,421.23,capture017 copy.jpg
11,5,11,1,1,1,493.97,unfammale02.jpg
11,5,12,1,1,1,502.79,unfammale05.jpg
11,5,13,2,2,1,591.57,capture001 copy.jpg
11,5,14,1,1,1,440.35,unfammale08.jpg
11,5,15,1,1,1,513.16,capture010 copy.jpg
11,5,16,1,1,1,441.94,unfammale21.jpg
11,5,17,2,2,1,482.7,unfamfemale38.jpg
11,5,18,1,1,1,507.47,unfammale14.jpg
11,5,19,2,2,1,492.29,unfamfemale05.jpg
11,5,20,1,1,1,421.07,unfammale23.jpg
11,5,21,2,2,1,509.82,unfamfemale15.jpg
11,5,22,1,1,1,606.62,unfammale25.jpg
11,5,23,2,1,0,543.42,unfamfemale39.jpg
11,5,24,2,2,1,464.14,unfamfemale26.jpg
11,6,1,2,2,1,548.36,capture017 copy.jpg
11,6,2,2,0,0,0,unfamfemale15.jpg
11,6,3,1,1,1,656.66,unfammale19.jpg
11,6,4,1,1,1,537.42,unfammale18.jpg
11,6,5,2,2,1,522.17,capture002 copy.jpg
11,6,6,2,2,1,531.01,unfamfemale06.jpg
11,6,7,1,1,1,715.79,unfammale21.jpg
11,6,8,2,0,0,0,unfamfemale26.jpg
11,6,9,1,1,1,541.31,unfammale23.jpg
11,6,10,2,2,1,574.14,unfamfemale38.jpg
11,6,11,1,1,1,526.89,unfammale05.jpg
11,6,12,1,1,1,471.7,unfammale02.jpg
11,6,13,1,1,1,512.46,unfammale08.jpg
11,6,14,2,1,0,649.27,unfamfemale39.jpg
11,6,15,2,2,1,562,unfamfemale03.jpg
11,6,16,2,2,1,498.77,unfamfemale05.jpg
11,6,17,2,2,1,451.59,unfamfemale24.jpg
11,6,18,2,2,1,476.4,capture001 copy.jpg
11,6,19,1,1,1,565.17,unfammale38.jpg
11,6,20,2,2,1,597.96,unfamfemale20.jpg
11,6,21,1,1,1,574.75,unfammale25.jpg
11,6,22,1,1,1,487.53,capture010 copy.jpg
11,6,23,1,1,1,400.31,unfammale14.jpg
11,6,24,1,1,1,329.01,unfammale39.jpg
11,7,1,1,1,1,501.88,unfammale08.jpg
11,7,2,1,1,1,358.66,unfammale14.jpg
11,7,3,1,1,1,351.41,capture010 copy.jpg
11,7,4,2,1,0,320.2,capture002 copy.jpg
11,7,5,2,2,1,585.01,capture001 copy.jpg
11,7,6,1,1,1,537.79,unfammale18.jpg
11,7,7,1,1,1,466.57,unfammale39.jpg
11,7,8,2,2,1,459.31,unfamfemale24.jpg
11,7,9,2,1,0,500.14,unfamfemale39.jpg
11,7,10,2,0,0,0,unfamfemale38.jpg
11,7,11,1,1,1,477.65,unfammale21.jpg
11,7,12,1,1,1,422.44,unfammale02.jpg
11,7,13,1,1,1,359.23,unfammale38.jpg
11,7,14,2,2,1,496,unfamfemale03.jpg
11,7,15,2,2,1,440.84,capture017 copy.jpg
11,7,16,2,2,1,513.61,unfamfemale06.jpg
11,7,17,2,2,1,482.4,unfamfemale05.jpg
11,7,18,2,2,1,555.17,unfamfemale20.jpg
11,7,19,1,1,1,491.97,unfammale05.jpg
11,7,20,1,1,1,508.74,unfammale19.jpg
11,7,21,2,2,1,485.53,unfamfemale15.jpg
11,7,22,1,1,1,598.28,unfammale23.jpg
11,7,23,1,1,1,567.1,unfammale25.jpg
11,7,24,2,2,1,615.88,unfamfemale26.jpg
11,8,1,1,1,1,480.82,unfammale21.jpg
11,8,2,1,1,1,449.57,unfammale39.jpg
11,8,3,1,1,1,442.36,unfammale18.jpg
11,8,4,2,2,1,499.2,capture002 copy.jpg
11,8,5,2,2,1,411.98,unfamfemale24.jpg
11,8,6,1,1,1,516.76,capture010 copy.jpg
11,8,7,1,1,1,573.54,unfammale25.jpg
11,8,8,2,2,1,598.27,unfamfemale15.jpg
11,8,9,2,2,1,599.1,unfamfemale03.jpg
11,8,10,2,0,0,0,unfamfemale06.jpg
11,8,11,1,1,1,624.67,unfammale02.jpg
11,8,12,1,1,1,425.37,unfammale08.jpg
11,8,13,2,2,1,562.23,unfamfemale38.jpg
11,8,14,1,1,1,571.01,unfammale23.jpg
11,8,15,2,2,1,531.74,unfamfemale20.jpg
11,8,16,1,1,1,508.52,unfammale38.jpg
11,8,17,2,2,1,661.35,capture017 copy.jpg
11,8,18,2,2,1,438.1,unfamfemale05.jpg
11,8,19,1,1,1,502.9,unfammale19.jpg
11,8,20,2,2,1,543.66,unfamfemale26.jpg
11,8,21,2,2,1,488.47,capture001 copy.jpg
11,8,22,2,1,0,513.22,unfamfemale39.jpg
11,8,23,1,1,1,666.07,unfammale05.jpg
11,8,24,1,1,1,450.84,unfammale14.jpg
12,1,1,2,2,1,458.41,capture005 copy.jpg
12,1,2,2,2,1,509.8,unfamfemale21.jpg
12,1,3,2,2,1,398.48,unfamfemale37.jpg
12,1,4,1,1,1,343.21,unfammale28.jpg
12,1,5,2,2,1,360,capture021 copy.jpg
12,1,6,1,1,1,400.72,capture020 copy.jpg
12,1,7,2,2,1,385.39,unfamfemale10.jpg
12,1,8,1,1,1,370.18,unfammale12.jpg
12,1,9,1,1,1,370.91,unfammale33.jpg
12,1,10,1,1,1,339.6,capture003 copy.jpg
12,1,11,2,1,0,374.98,unfamfemale01.jpg
12,1,12,1,1,1,418.42,capture016 copy.jpg
12,1,13,2,2,1,405.82,unfamfemale40.jpg
12,1,14,2,2,1,361.17,unfamfemale08.jpg
12,1,15,1,1,1,396.63,unfammale35.jpg
12,1,16,2,2,1,376.06,unfamfemale04.jpg
12,1,17,1,1,1,379.38,capture012 copy.jpg
12,1,18,1,1,1,334.88,unfammale09.jpg
12,1,19,1,1,1,370.26,capture013 copy.jpg
12,1,20,2,2,1,405.68,unfamfemale32.jpg
12,1,21,1,1,1,377.01,unfammale16.jpg
12,1,22,2,2,1,372.43,unfamfemale17.jpg
12,1,23,1,1,1,413.18,capture011 copy.jpg
12,1,24,2,2,1,400.57,capture015 copy.jpg
12,2,1,2,2,1,426.6,unfamfemale08.jpg
12,2,2,1,1,1,387.33,unfammale33.jpg
12,2,3,2,2,1,484.06,unfamfemale37.jpg
12,2,4,2,2,1,372.78,unfamfemale17.jpg
12,2,5,2,2,1,437.46,capture021 copy.jpg
12,2,6,1,1,1,390.23,unfammale12.jpg
12,2,7,2,2,1,422.98,unfamfemale10.jpg
12,2,8,2,2,1,375.71,unfamfemale32.jpg
12,2,9,1,1,1,352.44,capture012 copy.jpg
12,2,10,2,2,1,361.13,capture015 copy.jpg
12,2,11,2,2,1,420.55,unfamfemale40.jpg
12,2,12,1,1,1,485.31,capture013 copy.jpg
12,2,13,1,1,1,350.04,capture003 copy.jpg
12,2,14,1,2,0,438.75,capture011 copy.jpg
12,2,15,2,2,1,455.5,unfamfemale01.jpg
12,2,16,1,1,1,424.2,capture016 copy.jpg
12,2,17,1,1,1,408.96,unfammale28.jpg
12,2,18,2,2,1,409.63,unfamfemale04.jpg
12,2,19,1,1,1,458.42,unfammale35.jpg
12,2,20,1,1,1,539.11,unfammale16.jpg
12,2,21,1,1,1,371.88,capture020 copy.jpg
12,2,22,1,1,1,356.57,unfammale09.jpg
12,2,23,2,2,1,517.35,unfamfemale21.jpg
12,2,24,2,2,1,510.02,capture005 copy.jpg
12,3,1,2,2,1,506.85,unfamfemale04.jpg
12,3,2,1,1,1,499.59,unfammale33.jpg
12,3,3,1,1,1,492.37,capture020 copy.jpg
12,3,4,2,2,1,493.06,unfamfemale37.jpg
12,3,5,1,1,1,557.83,capture012 copy.jpg
12,3,6,2,2,1,438.53,unfamfemale21.jpg
12,3,7,2,2,1,471.29,capture021 copy.jpg
12,3,8,1,1,1,543.92,capture011 copy.jpg
12,3,9,2,2,1,496.37,capture015 copy.jpg
12,3,10,2,2,1,681.45,capture005 copy.jpg
12,3,11,1,1,1,490.21,unfammale12.jpg
12,3,12,2,2,1,690.95,unfamfemale32.jpg
12,3,13,2,2,1,747.68,unfamfemale08.jpg
12,3,14,1,1,1,660.39,capture016 copy.jpg
12,3,15,2,2,1,533.08,unfamfemale17.jpg
12,3,16,2,1,0,773.86,unfamfemale10.jpg
12,3,17,1,1,1,542.56,capture013 copy.jpg
12,3,18,1,1,1,415.3,unfammale16.jpg
12,3,19,2,2,1,447.93,unfamfemale40.jpg
12,3,20,1,1,1,472.79,unfammale35.jpg
12,3,21,1,1,1,329.48,unfammale09.jpg
12,3,22,1,1,1,298.24,capture003 copy.jpg
12,3,23,2,2,1,370.97,unfamfemale01.jpg
12,3,24,1,1,1,563.71,unfammale28.jpg
12,4,1,1,1,1,434.77,unfammale12.jpg
12,4,2,2,2,1,395.5,unfamfemale17.jpg
12,4,3,1,1,1,396.19,capture012 copy.jpg
12,4,4,2,2,1,356.94,unfamfemale40.jpg
12,4,5,1,1,1,317.67,unfammale16.jpg
12,4,6,2,2,1,406.38,unfamfemale01.jpg
12,4,7,1,1,1,407.1,capture013 copy.jpg
12,4,8,1,1,1,431.87,capture011 copy.jpg
12,4,9,1,1,1,496.61,unfammale35.jpg
12,4,10,1,1,1,473.33,capture003 copy.jpg
12,4,11,1,1,1,418.08,unfammale09.jpg
12,4,12,2,2,1,370.8,capture005 copy.jpg
12,4,13,2,2,1,395.54,unfamfemale10.jpg
12,4,14,1,1,1,516.24,unfammale33.jpg
12,4,15,2,2,1,621.01,unfamfemale21.jpg
12,4,16,2,2,1,533.71,capture021 copy.jpg
12,4,17,2,2,1,502.47,unfamfemale04.jpg
12,4,18,2,2,1,551.2,capture015 copy.jpg
12,4,19,1,1,1,567.89,capture020 copy.jpg
12,4,20,1,1,1,488.6,capture016 copy.jpg
12,4,21,2,2,1,585.32,unfamfemale08.jpg
12,4,22,1,1,1,530.12,unfammale28.jpg
12,4,23,2,2,1,466.84,unfamfemale32.jpg
12,4,24,2,2,1,499.57,unfamfemale37.jpg
12,5,1,2,2,1,685.75,unfamfemale21.jpg
12,5,2,1,1,1,478.5,unfammale09.jpg
12,5,3,1,1,1,343.2,unfammale35.jpg
12,5,4,2,2,1,383.99,capture005 copy.jpg
12,5,5,2,2,1,384.67,unfamfemale32.jpg
12,5,6,1,1,1,337.39,unfammale12.jpg
12,5,7,1,1,1,314.18,unfammale28.jpg
12,5,8,1,1,1,370.91,capture011 copy.jpg
12,5,9,1,1,1,347.58,capture003 copy.jpg
12,5,10,1,1,1,308.37,capture016 copy.jpg
12,5,11,2,2,1,381.1,unfamfemale04.jpg
12,5,12,2,2,1,405.76,unfamfemale17.jpg
12,5,13,1,1,1,502.57,unfammale33.jpg
12,5,14,1,1,1,407.29,capture013 copy.jpg
12,5,15,2,2,1,391.93,unfamfemale10.jpg
12,5,16,1,1,1,432.72,unfammale16.jpg
12,5,17,1,1,1,441.44,capture012 copy.jpg
12,5,18,2,2,1,490.22,capture021 copy.jpg
12,5,19,2,2,1,522.94,capture015 copy.jpg
12,5,20,2,2,1,435.63,unfamfemale01.jpg
12,5,21,2,2,1,388.4,unfamfemale08.jpg
12,5,22,2,2,1,405.07,unfamfemale37.jpg
12,5,23,2,2,1,429.83,unfamfemale40.jpg
12,5,24,1,1,1,598.61,capture020 copy.jpg
12,6,1,2,2,1,504.35,unfamfemale32.jpg
12,6,2,2,2,1,385.03,capture005 copy.jpg
12,6,3,1,1,1,417.79,capture011 copy.jpg
12,6,4,2,2,1,562.49,capture015 copy.jpg
12,6,5,1,1,1,435.2,capture013 copy.jpg
12,6,6,1,1,1,403.94,unfammale33.jpg
12,6,7,2,2,1,468.72,unfamfemale17.jpg
12,6,8,1,1,1,525.39,capture016 copy.jpg
12,6,9,2,2,1,510.18,unfamfemale21.jpg
12,6,10,1,1,1,486.89,unfammale35.jpg
12,6,11,1,1,1,375.61,unfammale12.jpg
12,6,12,1,1,1,344.36,unfammale16.jpg
12,6,13,1,1,1,353.09,capture012 copy.jpg
12,6,14,2,2,1,393.83,unfamfemale01.jpg
12,6,15,2,2,1,490.56,unfamfemale10.jpg
12,6,16,2,2,1,435.24,unfamfemale04.jpg
12,6,17,1,1,1,419.96,capture003 copy.jpg
12,6,18,2,2,1,476.73,capture021 copy.jpg
12,6,19,1,1,1,589.48,capture020 copy.jpg
12,6,20,1,1,1,486.21,unfammale09.jpg
12,6,21,2,2,1,382.89,unfamfemale08.jpg
12,6,22,2,2,1,519.67,unfamfemale37.jpg
12,6,23,1,1,1,576.39,unfammale28.jpg
12,6,24,2,2,1,513.12,unfamfemale40.jpg
12,7,1,1,1,1,454.11,unfammale12.jpg
12,7,2,2,2,1,478.83,unfamfemale17.jpg
12,7,3,1,1,1,519.54,unfammale33.jpg
12,7,4,1,1,1,544.29,capture012 copy.jpg
12,7,5,1,1,1,577.05,unfammale35.jpg
12,7,6,2,2,1,489.76,unfamfemale21.jpg
12,7,7,2,2,1,458.47,unfamfemale37.jpg
12,7,8,2,2,1,387.23,unfamfemale32.jpg
12,7,9,2,2,1,403.96,unfamfemale40.jpg
12,7,10,1,1,1,460.67,capture003 copy.jpg
12,7,11,1,1,1,469.41,capture011 copy.jpg
12,7,12,2,2,1,550.16,capture005 copy.jpg
12,7,13,1,1,1,590.89,capture016 copy.jpg
12,7,14,2,2,1,623.63,capture021 copy.jpg
12,7,15,2,2,1,480.35,unfamfemale01.jpg
12,7,16,1,1,1,393.07,unfammale16.jpg
12,7,17,1,0,0,0,unfammale28.jpg
12,7,18,2,2,1,442.54,unfamfemale10.jpg
12,7,19,1,1,1,467.27,unfammale09.jpg
12,7,20,2,2,1,500,capture015 copy.jpg
12,7,21,1,1,1,500.7,capture013 copy.jpg
12,7,22,1,1,1,413.46,capture020 copy.jpg
12,7,23,2,2,1,446.19,unfamfemale08.jpg
12,7,24,2,2,1,422.89,unfamfemale04.jpg
12,8,1,2,2,1,440.92,unfamfemale08.jpg
12,8,2,1,1,1,433.67,unfammale35.jpg
12,8,3,2,2,1,570.43,unfamfemale32.jpg
12,8,4,2,2,1,443.17,unfamfemale40.jpg
12,8,5,2,2,1,395.87,capture015 copy.jpg
12,8,6,1,1,1,420.61,capture013 copy.jpg
12,8,7,1,1,1,389.36,unfammale28.jpg
12,8,8,1,1,1,374.09,unfammale12.jpg
12,8,9,2,2,1,374.82,unfamfemale04.jpg
12,8,10,1,1,1,479.51,unfammale09.jpg
12,8,11,2,2,1,472.28,unfamfemale17.jpg
12,8,12,2,2,1,368.94,unfamfemale37.jpg
12,8,13,1,1,1,393.52,capture011 copy.jpg
12,8,14,1,1,1,418.42,unfammale33.jpg
12,8,15,2,2,1,427.06,unfamfemale01.jpg
12,8,16,1,1,1,475.93,capture012 copy.jpg
12,8,17,2,2,1,652.63,unfamfemale21.jpg
12,8,18,2,2,1,437.34,unfamfemale10.jpg
12,8,19,2,2,1,470.13,capture005 copy.jpg
12,8,20,1,1,1,438.79,unfammale16.jpg
12,8,21,2,2,1,463.53,capture021 copy.jpg
12,8,22,1,1,1,448.28,capture020 copy.jpg
12,8,23,1,1,1,401.05,capture003 copy.jpg
12,8,24,1,1,1,401.78,capture016 copy.jpg
13,1,1,1,1,1,576.7,unfammale39.jpg
13,1,2,2,2,1,508.22,unfamfemale37.jpg
13,1,3,2,2,1,477,unfamfemale10.jpg
13,1,4,1,1,1,437.71,unfammale05.jpg
13,1,5,1,1,1,358.56,unfammale18.jpg
13,1,6,2,2,1,439.31,unfamfemale17.jpg
13,1,7,2,2,1,464.13,capture021 copy.jpg
13,1,8,1,1,1,472.86,unfammale38.jpg
