SID,Trial,Repetition,ImgCat,Loc,Resp,Corr,RT,ImgName
11,13,1,2,1,2,1,846.23,unfamfemale38.jpg
11,14,1,2,4,2,1,946.6,capture002 copy.jpg
11,15,1,2,4,2,1,887.03,unfamfemale05.jpg
11,16,1,2,3,2,1,803.29,unfamfemale20.jpg
11,17,2,1,3,1,1,807.53,capture016 copy.jpg
11,18,1,2,1,2,1,764.06,capture017 copy.jpg
11,19,1,1,4,1,1,736.43,unfammale05.jpg
11,20,2,1,1,1,1,564.83,capture020 copy.jpg
11,21,1,1,4,1,1,777.12,unfammale38.jpg
11,22,2,1,2,1,1,613.55,unfammale16.jpg
11,23,1,2,3,2,1,809.94,unfamfemale03.jpg
11,24,1,1,3,1,1,846.22,capture010 copy.jpg
11,25,2,2,4,2,1,666.58,unfamfemale40.jpg
11,26,1,1,3,1,1,919.03,unfammale21.jpg
11,27,2,2,4,2,1,1011.34,unfamfemale17.jpg
11,28,2,1,1,1,1,639.74,capture003 copy.jpg
11,29,1,2,2,2,1,876.1,unfamfemale06.jpg
11,30,1,1,1,1,1,912.45,unfammale08.jpg
11,31,1,1,1,1,1,756.83,unfammale18.jpg
11,32,2,1,3,1,1,784.97,capture011 copy.jpg
11,33,2,1,4,1,1,645.59,unfammale35.jpg
11,34,2,2,3,2,1,785.95,capture021 copy.jpg
11,35,1,2,3,1,0,830.32,unfamfemale39.jpg
11,36,1,1,4,1,1,826.61,unfammale23.jpg
11,37,2,1,2,1,1,863.01,unfammale28.jpg
11,38,2,1,4,1,1,835.34,unfammale12.jpg
11,39,2,2,3,2,1,831.78,unfamfemale21.jpg
11,40,2,2,2,2,1,1380.06,unfamfemale10.jpg
11,41,2,1,2,1,1,1000.48,capture013 copy.jpg
11,42,1,2,1,2,1,1860.82,unfamfemale26.jpg
11,43,1,1,1,1,1,825.15,unfammale25.jpg
11,44,1,1,2,1,1,733.61,unfammale14.jpg
11,45,2,2,1,2,1,689.88,capture015 copy.jpg
11,46,2,2,1,2,1,582.33,unfamfemale01.jpg
11,47,2,2,4,2,1,610.47,unfamfemale32.jpg
11,48,1,1,3,1,1,583.05,unfammale39.jpg
12,1,1,1,1,1,1,466.95,unfammale09.jpg
12,2,2,2,2,2,1,543.15,capture017 copy.jpg
12,3,2,1,1,1,1,555.44,unfammale38.jpg
12,4,1,2,1,2,1,927.68,unfamfemale21.jpg
12,5,2,2,2,2,1,523.94,unfamfemale20.jpg
12,6,2,2,2,2,1,584.15,unfamfemale05.jpg
12,7,2,1,2,1,1,596.44,unfammale39.jpg
12,8,2,1,4,1,1,696.68,unfammale23.jpg
12,9,1,1,1,1,1,692.9,capture016 copy.jpg
12,10,2,2,1,2,1,649.24,unfamfemale39.jpg
12,11,2,2,4,2,1,621.29,unfamfemale24.jpg
12,12,1,1,2,1,1,633.72,unfammale16.jpg
12,13,2,1,1,1,1,669.9,unfammale18.jpg
12,14,2,1,4,1,1,682.22,unfammale19.jpg
12,15,1,1,4,1,1,702.47,capture011 copy.jpg
12,16,2,1,3,1,1,810.72,unfammale14.jpg
12,17,1,2,2,2,1,622.97,capture005 copy.jpg
12,18,2,1,3,1,1,811.22,unfammale21.jpg
12,19,2,2,1,2,1,799.49,unfamfemale15.jpg
12,20,2,2,3,2,1,675.73,unfamfemale03.jpg
12,21,1,2,4,2,1,639.95,unfamfemale04.jpg
12,22,2,2,3,2,1,700.23,unfamfemale26.jpg
12,23,1,1,2,1,1,736.51,capture013 copy.jpg
12,24,1,1,1,1,1,476.74,capture003 copy.jpg
12,25,2,2,4,2,1,616.99,capture002 copy.jpg
12,26,2,1,4,1,1,605.01,capture010 copy.jpg
12,27,1,1,3,1,1,593.53,unfammale12.jpg
12,28,1,2,3,2,1,613.75,unfamfemale10.jpg
12,29,1,1,3,1,1,625.98,capture012 copy.jpg
12,30,1,2,4,2,1,742.27,unfamfemale32.jpg
12,31,1,2,1,2,1,626.5,capture021 copy.jpg
12,32,1,2,1,2,1,566.73,unfamfemale40.jpg
12,33,1,1,4,1,1,546.99,capture020 copy.jpg
12,34,1,2,3,2,1,671.27,unfamfemale17.jpg
12,35,1,1,2,1,1,627.54,unfammale33.jpg
12,36,2,2,4,2,1,607.78,unfamfemale06.jpg
12,37,1,2,3,2,1,660.03,unfamfemale01.jpg
12,38,2,1,2,1,1,808.22,unfammale25.jpg
12,39,2,1,3,1,1,964.53,unfammale05.jpg
12,40,1,1,3,1,1,632.72,unfammale28.jpg
12,41,1,2,4,2,1,684.84,unfamfemale08.jpg
12,42,2,2,3,2,1,729.29,unfamfemale38.jpg
12,43,2,2,1,2,1,941.55,capture001 copy.jpg
12,44,1,2,2,2,1,817.82,capture015 copy.jpg
12,45,2,1,2,1,1,805.98,unfammale08.jpg
12,46,1,2,2,2,1,922.29,unfamfemale37.jpg
12,47,2,1,1,1,1,814.54,unfammale02.jpg
12,48,1,1,4,1,1,738.8,unfammale35.jpg
13,1,2,2,1,2,1,709.28,unfamfemale15.jpg
13,2,2,1,4,1,1,873.6,capture013 copy.jpg
13,3,2,1,2,1,1,670.03,unfammale33.jpg
13,4,1,1,3,1,1,810.16,unfammale08.jpg
13,5,1,2,1,2,1,598.74,unfamfemale17.jpg
13,6,2,2,2,2,1,618.92,unfamfemale26.jpg
13,7,1,2,1,2,1,695.49,unfamfemale32.jpg
13,8,2,2,3,2,1,683.81,unfamfemale20.jpg
13,9,1,2,4,2,1,664.17,unfamfemale01.jpg
13,10,2,1,3,1,1,1020.58,unfammale35.jpg
13,11,1,1,1,1,1,808.89,unfammale19.jpg
13,12,2,1,1,1,1,709.31,capture020 copy.jpg
13,13,2,1,3,1,1,1201.68,unfammale28.jpg
13,14,2,2,4,2,1,646.02,unfamfemale05.jpg
13,15,2,1,4,1,1,762.4,unfammale16.jpg
13,16,2,2,4,2,1,710.69,unfamfemale03.jpg
13,17,1,1,2,1,1,699.1,unfammale23.jpg
13,18,2,1,3,1,1,831.45,capture016 copy.jpg
13,19,1,1,4,1,1,731.6,unfammale38.jpg
13,20,1,1,2,1,1,640.24,unfammale25.jpg
13,21,2,1,1,1,1,652.32,capture003 copy.jpg
13,22,1,2,2,2,1,584.9,unfamfemale40.jpg
13,23,1,1,1,1,1,837.3,unfammale02.jpg
13,24,1,2,2,2,1,601.65,capture015 copy.jpg
13,25,2,2,1,2,1,741.98,capture001 copy.jpg
13,26,2,1,1,1,1,738.35,capture011 copy.jpg
13,27,2,2,2,2,1,934.79,capture002 copy.jpg
13,28,1,1,4,1,1,675.14,unfammale39.jpg
13,29,2,2,3,2,1,767.44,unfamfemale39.jpg
13,30,2,1,2,1,1,699.81,unfammale12.jpg
13,31,2,2,1,2,1,680.19,capture017 copy.jpg
13,32,2,2,4,2,1,756.59,unfamfemale24.jpg
13,33,1,2,1,2,1,624.92,capture021 copy.jpg
13,34,1,1,3,1,1,909.35,unfammale14.jpg
13,35,1,2,4,2,1,649.66,unfamfemale37.jpg
13,36,1,2,4,2,1,557.87,capture005 copy.jpg
13,37,2,2,2,2,1,730.43,unfamfemale38.jpg
13,38,1,2,3,2,1,774.79,unfamfemale21.jpg
13,39,2,1,2,1,1,755.12,unfammale09.jpg
13,40,1,2,3,2,1,615.54,unfamfemale04.jpg
13,41,1,1,1,1,1,675.92,unfammale05.jpg
13,42,2,2,3,2,1,592.26,unfamfemale06.jpg
13,43,1,1,4,1,1,852.56,unfammale21.jpg
13,44,1,1,3,1,1,817.01,unfammale18.jpg
13,45,1,1,2,1,1,877.34,capture010 copy.jpg
13,46,1,2,2,2,1,737.7,unfamfemale08.jpg
13,47,2,1,4,1,1,662.11,capture012 copy.jpg
13,48,1,2,3,2,1,738.4,unfamfemale10.jpg
