sn,age,sex,cond,trial,repcond,imcat,imnum,loc,resp,corr,rt,imname
14,22,2,2,31,1,1,15,4,4,1,943.75,famous_male15.jpg
14,22,2,2,32,2,1, 6,1,1,1,635.80,famous_male06.jpg
14,22,2,2,33,2,2, 7,3,3,1,607.93,famous_female07.jpg
14,22,2,2,34,1,1,17,3,3,1,580.01,famous_male17.jpg
14,22,2,2,35,2,2,19,3,3,1,783.97,famous_female19.jpg
14,22,2,2,36,2,2, 9,2,2,1,828.17,famous_female09.jpg
14,22,2,2,37,1,1,16,3,3,1,576.55,famous_male16.jpg
14,22,2,2,38,2,2,17,2,2,1,532.68,famous_female17.jpg
14,22,2,2,39,2,2, 6,1,1,1,1048.75,famous_female06.jpg
14,22,2,2,40,2,1, 3,4,4,1,1084.82,famous_male03.jpg
14,22,2,2,41,1,1,19,3,3,1,736.90,famous_male19.jpg
14,22,2,2,42,2,1, 1,2,2,1,549.01,famous_male01.jpg
14,22,2,2,43,2,2, 5,4,4,1,729.10,famous_female05.jpg
14,22,2,2,44,1,1,22,2,2,1,669.18,famous_male22.jpg
14,22,2,2,45,1,2,15,1,1,1,646.72,famous_female15.jpg
14,22,2,2,46,2,2,12,2,2,1,642.84,famous_female12.jpg
14,22,2,2,47,1,2,11,3,3,1,582.95,famous_female11.jpg
14,22,2,2,48,2,2, 2,4,4,1,474.97,famous_female02.jpg
15,25,2,1, 1,1,2, 2,2,2,1,1102.64,unknown_female02.jpg
15,25,2,1, 2,1,1,11,1,1,1,1002.79,unknown_male11.jpg
15,25,2,1, 3,1,2, 4,4,4,1,1110.88,unknown_female04.jpg
15,25,2,1, 4,2,1, 5,1,1,1,1098.97,unknown_male05.jpg
15,25,2,1, 5,2,1,13,4,4,1,1215.06,unknown_male13.jpg
15,25,2,1, 6,2,2,23,3,3,1,1451.14,unknown_female23.jpg
15,25,2,1, 7,1,1,10,1,1,1,1375.23,unknown_male10.jpg
15,25,2,1, 8,2,1, 4,2,2,1,851.32,unknown_male04.jpg
15,25,2,1, 9,1,2, 7,4,4,1,1287.41,unknown_female07.jpg
15,25,2,1,10,1,1,17,2,2,1,1395.52,unknown_male17.jpg
15,25,2,1,11,2,1, 7,2,2,1,1391.54,unknown_male07.jpg
15,25,2,1,12,2,1, 9,3,3,1,1331.67,unknown_male09.jpg
15,25,2,1,13,2,2,12,4,4,1,1095.76,unknown_female12.jpg
15,25,2,1,14,2,1, 3,4,4,1,1067.85,unknown_male03.jpg
15,25,2,1,15,2,2,24,2,2,1,863.94,unknown_female24.jpg
15,25,2,1,16,1,2,22,2,2,1,979.96,unknown_female22.jpg
15,25,2,1,17,1,1, 6,3,3,1,1168.12,unknown_male06.jpg
15,25,2,1,18,2,1, 2,3,3,1,1044.19,unknown_male02.jpg
15,25,2,1,19,2,2, 3,2,2,1,888.26,unknown_female03.jpg
15,25,2,1,20,1,2,17,4,4,1,1204.30,unknown_female17.jpg
15,25,2,1,21,1,2,20,3,3,1,1008.41,unknown_female20.jpg
15,25,2,1,22,1,1,21,4,4,1,1332.54,unknown_male21.jpg
15,25,2,1,23,2,2, 6,1,1,1,1488.57,unknown_female06.jpg
15,25,2,1,24,1,1,12,4,4,1,1140.72,unknown_male12.jpg
15,25,2,1,25,2,1,23,1,1,1,1024.81,unknown_male23.jpg
15,25,2,1,26,1,2,15,1,1,1,1060.85,unknown_female15.jpg
15,25,2,1,27,1,2,19,3,3,1,1184.99,unknown_female19.jpg
15,25,2,1,28,1,2,18,3,3,1,1077.07,unknown_female18.jpg
15,25,2,1,29,1,1,19,3,3,1,889.17,unknown_male19.jpg
15,25,2,1,30,1,1, 8,2,2,1,1157.24,unknown_male08.jpg
15,25,2,1,31,2,1,24,3,3,1,929.33,unknown_male24.jpg
15,25,2,1,32,2,2, 5,3,3,1,1109.42,unknown_female05.jpg
15,25,2,1,33,2,1,22,1,1,1,1009.51,unknown_male22.jpg
15,25,2,1,34,2,2,16,1,1,1,1173.60,unknown_female16.jpg
15,25,2,1,35,1,1,20,3,3,1,1257.63,unknown_male20.jpg
15,25,2,1,36,2,2, 8,2,2,1,1053.74,unknown_female08.jpg
15,25,2,1,37,1,2, 1,1,1,1,681.86,unknown_female01.jpg
15,25,2,1,38,2,2, 9,1,1,1,925.91,unknown_female09.jpg
15,25,2,1,39,2,2,13,3,3,1,962.01,unknown_female13.jpg
15,25,2,1,40,1,2,21,1,1,1,774.07,unknown_female21.jpg
15,25,2,1,41,1,1,14,4,4,1,1090.16,unknown_male14.jpg
15,25,2,1,42,2,1,16,4,4,1,958.28,unknown_male16.jpg
15,25,2,1,43,2,1, 1,2,2,1,738.38,unknown_male01.jpg
15,25,2,1,44,1,2,14,2,2,1,950.43,unknown_female14.jpg
15,25,2,1,45,2,2,10,4,4,1,986.49,unknown_female10.jpg
15,25,2,1,46,2,2,11,4,4,1,1222.60,unknown_female11.jpg
15,25,2,1,47,1,1,18,2,2,1,1082.73,unknown_male18.jpg
15,25,2,1,48,1,1,15,1,1,1,966.78,unknown_male15.jpg
16,25,2,2, 1,1,2, 8,3,3,1,711.55,famous_female08.jpg
16,25,2,2, 2,2,1, 4,3,3,1,1123.71,famous_male04.jpg
16,25,2,2, 3,1,1,21,4,4,1,775.82,famous_male21.jpg
16,25,2,2, 4,2,2, 2,1,1,1,1035.84,famous_female02.jpg
16,25,2,2, 5,2,2, 1,2,2,1,1087.98,famous_female01.jpg
16,25,2,2, 6,1,1,12,3,3,1,1180.05,famous_male12.jpg
16,25,2,2, 7,1,2, 6,1,1,1,1072.13,famous_female06.jpg
16,25,2,2, 8,2,2,18,4,4,1,1276.22,famous_female18.jpg
16,25,2,2, 9,1,1,17,4,4,1,1104.32,famous_male17.jpg
16,25,2,2,10,1,1,19,2,2,1,996.39,famous_male19.jpg
16,25,2,2,11,1,1,20,1,1,1,840.49,famous_male20.jpg
16,25,2,2,12,2,2,11,2,2,1,412.57,famous_female11.jpg
16,25,2,2,13,1,2, 4,2,2,1,1000.66,famous_female04.jpg
16,25,2,2,14,1,1, 3,4,4,1,860.75,famous_male03.jpg
16,25,2,2,15,1,2,22,2,2,1,888.83,famous_female22.jpg
16,25,2,2,16,2,2,12,1,1,1,1012.92,famous_female12.jpg
16,25,2,2,17,2,1,24,4,4,1,1033.01,famous_male24.jpg
16,25,2,2,18,2,2,17,4,4,1,965.10,famous_female17.jpg
16,25,2,2,19,1,1,10,3,3,1,1017.18,famous_male10.jpg
16,25,2,2,20,1,2,19,4,4,1,1397.24,famous_female19.jpg
16,25,2,2,21,2,1,13,1,1,1,1417.35,famous_male13.jpg
16,25,2,2,22,2,1,15,3,3,1,1181.42,famous_male15.jpg
16,25,2,2,23,2,1,16,4,4,1,1361.52,famous_male16.jpg
16,25,2,2,24,1,2, 9,2,2,1,1085.59,famous_female09.jpg
16,25,2,2,25,1,2, 5,4,4,1,1025.74,famous_female05.jpg
16,25,2,2,26,2,2,23,3,3,1,1029.80,famous_female23.jpg
16,25,2,2,27,2,2, 7,3,3,1,1217.89,famous_female07.jpg
16,25,2,2,28,2,1, 5,3,3,1,1277.98,famous_male05.jpg
16,25,2,2,29,1,2,24,1,1,1,1458.06,famous_female24.jpg
16,25,2,2,30,1,2, 3,1,1,1,1094.15,famous_female03.jpg
16,25,2,2,31,1,1,18,1,1,1,1074.22,famous_male18.jpg
16,25,2,2,32,2,1,11,1,1,1,534.26,famous_male11.jpg
16,25,2,2,33,2,2,15,4,4,1,1066.34,famous_female15.jpg
16,25,2,2,34,2,2,13,2,2,1,1302.44,famous_female13.jpg
16,25,2,2,35,1,2,14,4,4,1,842.58,famous_female14.jpg
16,25,2,2,36,1,1, 9,2,2,1,902.67,famous_male09.jpg
16,25,2,2,37,1,1, 7,3,3,1,1114.76,famous_male07.jpg
16,25,2,2,38,2,1, 8,1,1,1,1078.87,famous_male08.jpg
16,25,2,2,39,1,2,10,3,3,1,1370.93,famous_female10.jpg
16,25,2,2,40,2,1,23,4,4,1,1399.01,famous_male23.jpg
16,25,2,2,41,1,1,14,2,2,1,1171.12,famous_male14.jpg
16,25,2,2,42,2,2,20,3,3,1,999.20,famous_female20.jpg
16,25,2,2,43,2,2,21,1,1,1,1091.29,famous_female21.jpg
16,25,2,2,44,2,1, 6,2,2,1,1247.36,famous_male06.jpg
16,25,2,2,45,1,2,16,3,3,1,1075.47,famous_female16.jpg
16,25,2,2,46,2,1, 1,2,2,1,1383.55,famous_male01.jpg
16,25,2,2,47,1,1,22,1,1,1,1243.62,famous_male22.jpg
16,25,2,2,48,2,1, 2,2,2,1,1071.71,famous_male02.jpg
17,22,1,1, 1,1,2,20,2,2,1,843.40,unknown_female20.jpg
17,22,1,1, 2,2,1,18,3,3,1,1223.52,unknown_male18.jpg
17,22,1,1, 3,2,1, 7,2,2,1,1475.59,unknown_male07.jpg
17,22,1,1, 4,2,1,22,4,4,1,911.61,unknown_male22.jpg
17,22,1,1, 5,1,1,13,1,1,1,883.76,unknown_male13.jpg
17,22,1,1, 6,1,2,16,1,1,1,911.87,unknown_female16.jpg
17,22,1,1, 7,2,1,24,2,2,1,819.95,unknown_male24.jpg
17,22,1,1, 8,1,1,17,1,1,1,808.04,unknown_male17.jpg
17,22,1,1, 9,1,2,21,2,2,1,708.13,unknown_female21.jpg
17,22,1,1,10,1,1, 5,3,3,1,984.22,unknown_male05.jpg
17,22,1,1,11,2,1,23,1,1,1,828.30,unknown_male23.jpg
17,22,1,1,12,2,2,22,2,2,1,920.39,unknown_female22.jpg
17,22,1,1,13,1,1, 1,4,4,1,908.48,unknown_male01.jpg
17,22,1,1,14,1,1,15,2,2,1,856.56,unknown_male15.jpg
17,22,1,1,15,1,1, 8,4,4,1,764.66,unknown_male08.jpg
17,22,1,1,16,2,2,14,2,2,1,912.74,unknown_female14.jpg
17,22,1,1,17,2,2,19,3,3,1,1116.80,unknown_female19.jpg
17,22,1,1,18,1,2, 5,3,3,1,944.90,unknown_female05.jpg
17,22,1,1,19,2,2,15,1,1,1,1020.97,unknown_female15.jpg
17,22,1,1,20,2,2, 8,4,4,1,1129.06,unknown_female08.jpg
17,22,1,1,21,2,2,12,3,3,1,1069.12,unknown_female12.jpg
17,22,1,1,22,1,1, 6,1,1,1,1025.24,unknown_male06.jpg
17,22,1,1,23,2,2, 6,4,4,1,1245.33,unknown_female06.jpg
17,22,1,1,24,1,2,17,1,1,1,953.41,unknown_female17.jpg
17,22,1,1,25,2,1,21,3,3,1,1381.53,unknown_male21.jpg
17,22,1,1,26,2,1, 9,4,4,1,1153.61,unknown_male09.jpg
17,22,1,1,27,2,2, 2,1,1,1,1197.68,unknown_female02.jpg
17,22,1,1,28,1,2,18,4,4,1,921.79,unknown_female18.jpg
17,22,1,1,29,2,1,12,4,4,1,1285.78,unknown_male12.jpg
17,22,1,1,30,1,2,11,2,2,1,905.94,unknown_female11.jpg
17,22,1,1,31,1,2, 7,4,4,1,822.02,unknown_female07.jpg
17,22,1,1,32,2,1,16,1,1,1,1234.13,unknown_male16.jpg
17,22,1,1,33,2,2,24,1,1,1,1038.20,unknown_female24.jpg
17,22,1,1,34,1,1,19,3,3,1,978.31,unknown_male19.jpg
17,22,1,1,35,1,2, 4,4,4,1,1118.40,unknown_female04.jpg
17,22,1,1,36,2,2,23,2,2,1,978.47,unknown_female23.jpg
17,22,1,1,37,1,2,10,3,3,1,1334.57,unknown_female10.jpg
17,22,1,1,38,1,1,20,2,2,1,1058.63,unknown_male20.jpg
17,22,1,1,39,1,2, 9,3,3,1,958.72,unknown_female09.jpg
17,22,1,1,40,2,1,14,3,3,1,1282.84,unknown_male14.jpg
17,22,1,1,41,1,2, 1,1,1,1,1430.89,unknown_female01.jpg
17,22,1,1,42,2,2, 3,3,3,1,1674.99,unknown_female03.jpg
17,22,1,1,43,2,1,10,1,1,1,1239.07,unknown_male10.jpg
17,22,1,1,44,2,2,13,4,4,1,987.19,unknown_female13.jpg
17,22,1,1,45,1,1, 3,3,3,1,1191.24,unknown_male03.jpg
17,22,1,1,46,2,1,11,2,2,1,1035.29,unknown_male11.jpg
17,22,1,1,47,1,1, 4,4,4,1,967.41,unknown_male04.jpg
17,22,1,1,48,1,1, 2,2,2,1,1355.52,unknown_male02.jpg
18,27,2,2, 1,2,1, 8,4,4,1,1191.69,famous_male08.jpg
18,27,2,2, 2,1,2, 2,4,4,1,1211.76,famous_female02.jpg
18,27,2,2, 3,2,2,16,4,4,1,1095.85,famous_female16.jpg
18,27,2,2, 4,2,1,22,2,2,1,803.94,famous_male22.jpg
18,27,2,2, 5,2,2, 8,3,3,1,824.03,famous_female08.jpg
18,27,2,2, 6,2,1,16,2,2,1,772.11,famous_male16.jpg
18,27,2,2, 7,1,2,10,4,4,1,944.24,famous_female10.jpg
18,27,2,2, 8,2,2, 4,3,3,1,756.29,famous_female04.jpg
18,27,2,2, 9,1,1, 2,3,3,1,928.37,famous_male02.jpg
18,27,2,2,10,1,1,12,2,2,1,804.50,famous_male12.jpg
18,27,2,2,11,2,2,21,1,1,1,904.56,famous_female21.jpg
18,27,2,2,12,2,1,17,3,3,1,1444.63,famous_male17.jpg
18,27,2,2,13,2,2,13,2,2,1,1248.73,famous_female13.jpg
18,27,2,2,14,2,2, 1,2,2,1,1260.81,famous_female01.jpg
18,27,2,2,15,2,1, 7,3,3,1,1352.90,famous_male07.jpg
18,27,2,2,16,1,1,23,1,1,1,1108.99,famous_male23.jpg
18,27,2,2,17,1,1, 1,4,4,1,1137.04,famous_male01.jpg
18,27,2,2,18,1,2,12,3,3,1,1157.12,famous_female12.jpg
18,27,2,2,19,2,1,19,3,3,1,1289.24,famous_male19.jpg
18,27,2,2,20,2,2,14,1,1,1,1125.34,famous_female14.jpg
18,27,2,2,21,2,1, 5,1,1,1,1225.41,famous_male05.jpg
18,27,2,2,22,1,1,10,4,4,1,1325.52,famous_male10.jpg
18,27,2,2,23,1,2,22,3,3,1,1073.60,famous_female22.jpg
18,27,2,2,24,2,2, 9,2,2,1,1341.70,famous_female09.jpg
18,27,2,2,25,1,1,14,1,1,1,897.79,famous_male14.jpg
18,27,2,2,26,1,1,21,3,3,1,1181.86,famous_male21.jpg
18,27,2,2,27,1,2,24,1,1,1,945.95,famous_female24.jpg
18,27,2,2,28,1,1, 3,3,3,1,1293.98,famous_male03.jpg
18,27,2,2,29,2,1,18,4,4,1,1282.12,famous_male18.jpg
18,27,2,2,30,2,2,11,4,4,1,1246.23,famous_female11.jpg
18,27,2,2,31,1,2, 7,4,4,1,1274.30,famous_female07.jpg
18,27,2,2,32,2,1, 9,4,4,1,990.39,famous_male09.jpg
18,27,2,2,33,1,1,11,4,4,1,1290.47,famous_male11.jpg
18,27,2,2,34,1,2,18,1,1,1,1310.57,famous_female18.jpg
18,27,2,2,35,2,2, 3,4,4,1,802.65,famous_female03.jpg
18,27,2,2,36,1,2,19,2,2,1,1358.74,famous_female19.jpg
18,27,2,2,37,2,2,17,3,3,1,1282.79,famous_female17.jpg
18,27,2,2,38,1,1, 4,1,1,1,1134.91,famous_male04.jpg
18,27,2,2,39,1,1,13,2,2,1,970.99,famous_male13.jpg
18,27,2,2,40,1,2, 6,1,1,1,943.97,famous_female06.jpg
18,27,2,2,41,1,2,23,2,2,1,980.18,famous_female23.jpg
18,27,2,2,42,2,1,15,2,2,1,880.27,famous_male15.jpg
18,27,2,2,43,1,2,20,3,3,1,1076.31,famous_female20.jpg
18,27,2,2,44,2,1, 6,1,1,1,1120.44,famous_male06.jpg
18,27,2,2,45,1,2, 5,2,2,1,1572.61,famous_female05.jpg
18,27,2,2,46,2,1,20,1,1,1,1040.58,famous_male20.jpg
18,27,2,2,47,1,1,24,2,2,1,1228.70,famous_male24.jpg
18,27,2,2,48,2,2,15,1,1,1,1461.54,famous_female15.jpg
19,21,2,1, 1,1,1, 6,2,0,0,0.00,unknown_male06.jpg
19,21,2,1, 2,2,1, 7,3,3,1,2206.96,unknown_male07.jpg
19,21,2,1, 3,2,2,18,2,2,1,867.09,unknown_female18.jpg
19,21,2,1, 4,1,2,22,3,3,1,783.19,unknown_female22.jpg
19,21,2,1, 5,2,1, 2,1,1,1,827.27,unknown_male02.jpg
19,21,2,1, 6,2,2, 1,2,2,1,695.37,unknown_female01.jpg
19,21,2,1, 7,1,1, 8,3,3,1,563.47,unknown_male08.jpg
19,21,2,1, 8,1,1,19,1,1,1,591.54,unknown_male19.jpg
19,21,2,1, 9,2,2, 5,2,2,1,611.59,unknown_female05.jpg
19,21,2,1,10,2,1,17,4,4,1,1175.71,unknown_male17.jpg
19,21,2,1,11,1,1,16,1,1,1,419.76,unknown_male16.jpg
19,21,2,1,12,2,1, 3,2,2,1,559.89,unknown_male03.jpg
19,21,2,1,13,2,1,12,1,1,1,555.97,unknown_male12.jpg
19,21,2,1,14,2,2,21,4,4,1,856.06,unknown_female21.jpg
19,21,2,1,15,1,2,13,3,3,1,588.11,unknown_female13.jpg
19,21,2,1,16,1,2,12,2,2,1,408.23,unknown_female12.jpg
19,21,2,1,17,1,2, 3,4,4,1,748.32,unknown_female03.jpg
19,21,2,1,18,2,2, 8,3,3,1,2912.40,unknown_female08.jpg
19,21,2,1,19,1,1, 1,3,3,1,500.49,unknown_male01.jpg
19,21,2,1,20,1,2, 7,4,4,1,992.51,unknown_female07.jpg
19,21,2,1,21,2,2, 2,1,1,1,324.67,unknown_female02.jpg
19,21,2,1,22,1,1,23,1,1,1,432.75,unknown_male23.jpg
19,21,2,1,23,1,1,21,4,4,1,572.89,unknown_male21.jpg
19,21,2,1,24,2,1,14,2,2,1,432.89,unknown_male14.jpg
19,21,2,1,25,1,1,22,2,2,1,549.02,unknown_male22.jpg
19,21,2,1,26,2,2,11,4,4,1,681.11,unknown_female11.jpg
19,21,2,1,27,2,1,24,3,3,1,653.20,unknown_male24.jpg
19,21,2,1,28,2,1, 5,4,4,1,697.31,unknown_male05.jpg
19,21,2,1,29,2,2,14,4,4,1,589.37,unknown_female14.jpg
19,21,2,1,30,2,1, 9,1,1,1,673.46,unknown_male09.jpg
19,21,2,1,31,2,2,19,3,3,1,565.55,unknown_female19.jpg
19,21,2,1,32,1,2,23,1,1,1,657.58,unknown_female23.jpg
19,21,2,1,33,2,1,10,2,2,1,509.68,unknown_male10.jpg
19,21,2,1,34,2,1,13,3,3,1,617.77,unknown_male13.jpg
19,21,2,1,35,1,1,20,3,3,1,613.89,unknown_male20.jpg
19,21,2,1,36,1,2, 4,4,4,1,634.01,unknown_female04.jpg
19,21,2,1,37,1,1,15,4,4,1,662.02,unknown_male15.jpg
19,21,2,1,38,1,1,18,4,4,1,754.09,unknown_male18.jpg
19,21,2,1,39,1,2,15,1,1,1,350.25,unknown_female15.jpg
19,21,2,1,40,1,2,16,3,3,1,634.37,unknown_female16.jpg
19,21,2,1,41,2,2,20,3,3,1,478.35,unknown_female20.jpg
19,21,2,1,42,2,2,10,1,1,1,386.51,unknown_female10.jpg
19,21,2,1,43,1,2,17,1,1,1,358.60,unknown_female17.jpg
19,21,2,1,44,2,1, 4,4,4,1,602.68,unknown_male04.jpg
19,21,2,1,45,2,2, 9,1,1,1,430.76,unknown_female09.jpg
19,21,2,1,46,1,1,11,2,2,1,450.77,unknown_male11.jpg
19,21,2,1,47,1,2, 6,2,2,1,566.95,unknown_female06.jpg
19,21,2,1,48,1,2,24,2,2,1,539.03,unknown_female24.jpg
20,24,2,2, 1,2,1,23,2,2,1,573.02,famous_male23.jpg
20,24,2,2, 2,1,2,24,1,1,1,497.17,famous_female24.jpg
20,24,2,2, 3,1,1, 5,2,2,1,429.26,famous_male05.jpg
20,24,2,2, 4,2,1,17,1,1,1,681.36,famous_male17.jpg
20,24,2,2, 5,1,2, 9,4,4,1,965.43,famous_female09.jpg
20,24,2,2, 6,1,1, 9,2,2,1,777.52,famous_male09.jpg
20,24,2,2, 7,1,2,11,2,2,1,717.61,famous_female11.jpg
20,24,2,2, 8,1,1,16,3,3,1,785.63,famous_male16.jpg
20,24,2,2, 9,2,2, 6,2,2,1,669.78,famous_female06.jpg
20,24,2,2,10,2,1,22,3,3,1,649.89,famous_male22.jpg
20,24,2,2,11,2,2,19,3,3,1,917.90,famous_female19.jpg
20,24,2,2,12,1,2,18,1,1,1,658.06,famous_female18.jpg
20,24,2,2,13,1,1,10,4,4,1,814.11,famous_male10.jpg
20,24,2,2,14,2,2,12,1,1,1,738.24,famous_female12.jpg
20,24,2,2,15,1,1,15,3,3,1,822.28,famous_male15.jpg
20,24,2,2,16,2,2,10,2,2,1,762.41,famous_female10.jpg
20,24,2,2,17,2,2,20,4,4,1,774.49,famous_female20.jpg
20,24,2,2,18,2,1, 3,4,4,1,674.57,famous_male03.jpg
20,24,2,2,19,2,2,15,3,3,1,902.62,famous_female15.jpg
20,24,2,2,20,2,2,22,4,4,1,722.76,famous_female22.jpg
20,24,2,2,21,2,2, 5,2,2,1,950.84,famous_female05.jpg
20,24,2,2,22,1,1, 8,1,1,1,730.94,famous_male08.jpg
20,24,2,2,23,2,1,24,4,4,1,687.02,famous_male24.jpg
20,24,2,2,24,2,1,13,1,1,1,771.07,famous_male13.jpg
20,24,2,2,25,1,1, 6,4,4,1,759.19,famous_male06.jpg
20,24,2,2,26,1,2, 3,1,1,1,699.27,famous_female03.jpg
20,24,2,2,27,2,2, 8,3,3,1,767.30,famous_female08.jpg
20,24,2,2,28,2,1,19,3,3,1,587.45,famous_male19.jpg
20,24,2,2,29,1,2,16,4,4,1,639.53,famous_female16.jpg
20,24,2,2,30,1,1,11,1,1,1,523.63,famous_male11.jpg
20,24,2,2,31,2,1, 1,3,3,1,727.65,famous_male01.jpg
20,24,2,2,32,2,1,14,1,1,1,499.81,famous_male14.jpg
20,24,2,2,33,2,1,21,2,2,1,927.90,famous_male21.jpg
20,24,2,2,34,2,1, 7,2,2,1,667.90,famous_male07.jpg
20,24,2,2,35,1,2, 1,2,2,1,1000.06,famous_female01.jpg
20,24,2,2,36,1,1, 4,3,3,1,1052.12,famous_male04.jpg
20,24,2,2,37,1,2,13,3,3,1,456.23,famous_female13.jpg
20,24,2,2,38,1,1,20,4,4,1,740.30,famous_male20.jpg
20,24,2,2,39,2,2,21,1,1,1,1232.42,famous_female21.jpg
20,24,2,2,40,1,2, 4,4,4,1,628.45,famous_female04.jpg
20,24,2,2,41,1,1,12,2,2,1,632.58,famous_male12.jpg
20,24,2,2,42,2,2,23,1,1,1,716.69,famous_female23.jpg
20,24,2,2,43,2,1,18,4,4,1,496.75,famous_male18.jpg
20,24,2,2,44,2,2,17,4,4,1,476.84,famous_female17.jpg
20,24,2,2,45,1,2,14,3,3,1,928.93,famous_female14.jpg
20,24,2,2,46,1,2, 2,3,3,1,1532.95,famous_female02.jpg
20,24,2,2,47,1,2, 7,2,2,1,873.12,famous_female07.jpg
20,24,2,2,48,1,1, 2,1,1,1,693.19,famous_male02.jpg
21,22,2,1, 1,1,2,14,1,1,1,714.13,unknown_female14.jpg
21,22,2,1, 2,2,1,17,3,3,1,1126.29,unknown_male17.jpg
21,22,2,1, 3,2,2, 9,2,2,1,1650.37,unknown_female09.jpg
21,22,2,1, 4,1,1,15,1,1,1,1206.42,unknown_male15.jpg
21,22,2,1, 5,1,2, 5,4,4,1,1170.55,unknown_female05.jpg
21,22,2,1, 6,2,1, 9,1,1,1,1078.57,unknown_male09.jpg
21,22,2,1, 7,1,2, 4,2,2,1,1162.72,unknown_female04.jpg
21,22,2,1, 8,1,1, 6,3,3,1,1446.74,unknown_male06.jpg
21,22,2,1, 9,1,2, 8,1,1,1,1330.89,unknown_female08.jpg
21,22,2,1,10,1,2,11,2,2,1,1118.85,unknown_female11.jpg
21,22,2,1,11,1,1,24,2,2,1,779.07,unknown_male24.jpg
21,22,2,1,12,2,1,18,3,3,1,1319.13,unknown_male18.jpg
21,22,2,1,13,2,2,19,4,4,1,1707.24,unknown_female19.jpg
21,22,2,1,14,2,2,17,4,4,1,1679.34,unknown_female17.jpg
21,22,2,1,15,2,2, 7,3,3,1,1627.43,unknown_female07.jpg
21,22,2,1,16,1,2,18,3,3,1,2015.51,unknown_female18.jpg
21,22,2,1,17,1,1, 4,3,3,1,1595.56,unknown_male04.jpg
21,22,2,1,18,1,1, 5,2,2,1,1223.69,unknown_male05.jpg
21,22,2,1,19,2,2, 3,4,4,1,1507.78,unknown_female03.jpg
21,22,2,1,20,1,1,11,1,1,1,1815.87,unknown_male11.jpg
21,22,2,1,21,2,1,21,2,2,1,1763.95,unknown_male21.jpg
21,22,2,1,22,1,2,16,3,3,1,1968.04,unknown_female16.jpg
21,22,2,1,23,1,2,23,4,4,1,2964.13,unknown_female23.jpg
21,22,2,1,24,1,1, 2,2,2,1,976.20,unknown_male02.jpg
21,22,2,1,25,1,2,22,3,3,1,1212.30,unknown_female22.jpg
21,22,2,1,26,1,1,16,1,1,1,1272.39,unknown_male16.jpg
21,22,2,1,27,1,2,21,4,4,1,1812.43,unknown_female21.jpg
21,22,2,1,28,1,2, 6,2,2,1,1136.57,unknown_female06.jpg
21,22,2,1,29,2,1,20,1,1,1,1372.65,unknown_male20.jpg
21,22,2,1,30,2,2,24,3,3,1,1328.73,unknown_female24.jpg
21,22,2,1,31,1,1, 1,4,4,1,1004.82,unknown_male01.jpg
21,22,2,1,32,1,1, 8,4,4,1,800.90,unknown_male08.jpg
21,22,2,1,33,2,2,13,2,2,1,1285.00,unknown_female13.jpg
21,22,2,1,34,1,1,10,3,3,1,1201.09,unknown_male10.jpg
21,22,2,1,35,2,2,20,1,1,1,1597.17,unknown_female20.jpg
21,22,2,1,36,2,2,10,1,1,1,1209.26,unknown_female10.jpg
21,22,2,1,37,2,1,13,3,3,1,1925.34,unknown_male13.jpg
21,22,2,1,38,2,2, 2,3,3,1,1185.44,unknown_female02.jpg
21,22,2,1,39,2,1, 3,1,1,1,2101.52,unknown_male03.jpg
21,22,2,1,40,2,2,12,1,1,1,1377.62,unknown_female12.jpg
21,22,2,1,41,2,1, 7,4,4,1,1517.65,unknown_male07.jpg
21,22,2,1,42,2,2, 1,2,2,1,1113.74,unknown_female01.jpg
21,22,2,1,43,2,1,22,2,2,1,1645.87,unknown_male22.jpg
21,22,2,1,44,1,1,19,4,4,1,1361.97,unknown_male19.jpg
21,22,2,1,45,2,1,12,2,2,1,1470.04,unknown_male12.jpg
21,22,2,1,46,2,1,23,4,4,1,1202.15,unknown_male23.jpg
21,22,2,1,47,2,1,14,4,4,1,1950.22,unknown_male14.jpg
21,22,2,1,48,1,2,15,1,1,1,1042.31,unknown_female15.jpg
22,24,1,2, 1,2,2, 4,2,0,0,0.00,famous_female04.jpg
22,24,1,2, 2,2,1,11,1,2,2,1209.98,famous_male11.jpg
22,24,1,2, 3,2,1,24,1,1,1,678.09,famous_male24.jpg
22,24,1,2, 4,2,1, 3,4,4,1,962.13,famous_male03.jpg
22,24,1,2, 5,1,1,19,2,2,1,638.22,famous_male19.jpg
22,24,1,2, 6,2,1,17,2,2,1,626.31,famous_male17.jpg
22,24,1,2, 7,2,2,18,2,2,1,630.40,famous_female18.jpg
22,24,1,2, 8,1,1,18,4,4,1,826.52,famous_male18.jpg
22,24,1,2, 9,2,2, 1,2,2,1,662.58,famous_female01.jpg
22,24,1,2,10,1,2, 7,1,1,1,682.70,famous_female07.jpg
22,24,1,2,11,1,1,20,3,3,1,846.81,famous_male20.jpg
22,24,1,2,12,2,1, 5,1,1,1,714.83,famous_male05.jpg
22,24,1,2,13,2,1,10,2,2,1,518.95,famous_male10.jpg
22,24,1,2,14,2,2,23,3,3,1,811.03,famous_female23.jpg
22,24,1,2,15,2,2,11,4,4,1,983.15,famous_female11.jpg
22,24,1,2,16,1,2, 3,3,3,1,691.20,famous_female03.jpg
22,24,1,2,17,1,2,10,3,3,1,703.30,famous_female10.jpg
