sn,age,sex,cond,trial,repcond,imcat,imnum,loc,resp,corr,rt,imname
22,24,1,2,18,1,2, 8,4,4,1,891.37,famous_female08.jpg
22,24,1,2,19,1,2, 2,3,3,1,919.44,famous_female02.jpg
22,24,1,2,20,1,1,22,4,4,1,819.56,famous_male22.jpg
22,24,1,2,21,1,2,17,1,1,1,687.62,famous_female17.jpg
22,24,1,2,22,1,2,16,2,2,1,515.71,famous_female16.jpg
22,24,1,2,23,2,1, 4,3,3,1,695.78,famous_male04.jpg
22,24,1,2,24,1,1,13,1,1,1,971.91,famous_male13.jpg
22,24,1,2,25,1,1, 8,4,4,1,1047.99,famous_male08.jpg
22,24,1,2,26,1,2,12,2,2,1,1060.08,famous_female12.jpg
22,24,1,2,27,2,1,16,2,2,1,680.14,famous_male16.jpg
22,24,1,2,28,1,1, 9,3,3,1,1068.23,famous_male09.jpg
22,24,1,2,29,2,2,24,1,1,1,944.32,famous_female24.jpg
22,24,1,2,30,1,1, 1,1,1,1,956.45,famous_male01.jpg
22,24,1,2,31,1,2,22,2,2,1,776.49,famous_female22.jpg
22,24,1,2,32,2,2, 5,3,3,1,1116.57,famous_female05.jpg
22,24,1,2,33,1,1,23,1,1,1,1328.66,famous_male23.jpg
22,24,1,2,34,1,2, 6,4,4,1,1100.78,famous_female06.jpg
22,24,1,2,35,2,1, 7,3,3,1,1040.87,famous_male07.jpg
22,24,1,2,36,1,1,12,2,2,1,876.92,famous_male12.jpg
22,24,1,2,37,1,1, 2,3,3,1,1049.04,famous_male02.jpg
22,24,1,2,38,2,2,21,1,1,1,1285.10,famous_female21.jpg
22,24,1,2,39,2,2,13,1,1,1,1177.09,famous_female13.jpg
22,24,1,2,40,1,2, 9,4,4,1,1045.31,famous_female09.jpg
22,24,1,2,41,2,1, 6,4,4,1,1417.39,famous_male06.jpg
22,24,1,2,42,1,1,14,2,2,1,1389.45,famous_male14.jpg
22,24,1,2,43,2,2,15,3,3,1,1257.57,famous_female15.jpg
22,24,1,2,44,2,2,14,4,4,1,1181.62,famous_female14.jpg
22,24,1,2,45,1,2,20,1,1,1,1225.75,famous_female20.jpg
22,24,1,2,46,2,1,21,4,4,1,1165.83,famous_male21.jpg
22,24,1,2,47,2,2,19,4,4,1,1305.88,famous_female19.jpg
22,24,1,2,48,2,1,15,3,3,1,1133.98,famous_male15.jpg
23,25,2,1, 1,2,1, 1,4,4,1,791.39,unknown_male01.jpg
23,25,2,1, 2,1,2,18,1,1,1,555.52,unknown_female18.jpg
23,25,2,1, 3,1,1,17,1,1,1,671.63,unknown_male17.jpg
23,25,2,1, 4,1,1,24,4,4,1,691.71,unknown_male24.jpg
23,25,2,1, 5,2,1,22,2,2,1,599.80,unknown_male22.jpg
23,25,2,1, 6,2,2,19,2,2,1,763.88,unknown_female19.jpg
23,25,2,1, 7,2,1,14,2,2,1,631.97,unknown_male14.jpg
23,25,2,1, 8,2,2, 8,3,3,1,844.07,unknown_female08.jpg
23,25,2,1, 9,2,1,23,4,4,1,736.14,unknown_male23.jpg
23,25,2,1,10,2,2,21,4,4,1,652.23,unknown_female21.jpg
23,25,2,1,11,1,2, 5,2,2,1,736.32,unknown_female05.jpg
23,25,2,1,12,2,1, 5,4,4,1,876.41,unknown_male05.jpg
23,25,2,1,13,2,2,22,1,1,1,820.96,unknown_female22.jpg
23,25,2,1,14,2,2,14,2,2,1,625.09,unknown_female14.jpg
23,25,2,1,15,1,2, 4,4,4,1,773.14,unknown_female04.jpg
23,25,2,1,16,2,1, 6,3,3,1,601.17,unknown_male06.jpg
23,25,2,1,17,2,2, 1,1,1,1,661.34,unknown_female01.jpg
23,25,2,1,18,2,2,23,4,4,1,505.40,unknown_female23.jpg
23,25,2,1,19,1,2,12,3,3,1,661.52,unknown_female12.jpg
23,25,2,1,20,2,1,19,1,1,1,489.58,unknown_male19.jpg
23,25,2,1,21,2,2,16,2,2,1,693.69,unknown_female16.jpg
23,25,2,1,22,1,1,10,2,2,1,825.78,unknown_male10.jpg
23,25,2,1,23,1,2,10,2,2,1,765.87,unknown_female10.jpg
23,25,2,1,24,1,2, 7,4,4,1,937.97,unknown_female07.jpg
23,25,2,1,25,1,2, 6,3,3,1,790.05,unknown_female06.jpg
23,25,2,1,26,2,2,13,3,3,1,690.09,unknown_female13.jpg
23,25,2,1,27,2,2,17,4,4,1,710.22,unknown_female17.jpg
23,25,2,1,28,1,2, 9,4,4,1,730.31,unknown_female09.jpg
23,25,2,1,29,1,1,21,1,1,1,630.36,unknown_male21.jpg
23,25,2,1,30,1,1, 3,1,1,1,754.48,unknown_male03.jpg
23,25,2,1,31,1,2,24,1,1,1,670.59,unknown_female24.jpg
23,25,2,1,32,2,1, 9,1,1,1,1034.59,unknown_male09.jpg
23,25,2,1,33,1,1,20,4,4,1,822.74,unknown_male20.jpg
23,25,2,1,34,1,2, 3,2,2,1,722.80,unknown_female03.jpg
23,25,2,1,35,1,1, 4,4,4,1,1158.92,unknown_male04.jpg
23,25,2,1,36,1,1, 2,2,2,1,874.97,unknown_male02.jpg
23,25,2,1,37,1,2, 2,3,3,1,807.09,unknown_female02.jpg
23,25,2,1,38,2,2,15,3,3,1,939.18,unknown_female15.jpg
23,25,2,1,39,2,1,13,3,3,1,1239.28,unknown_male13.jpg
23,25,2,1,40,2,1,16,2,2,1,891.35,unknown_male16.jpg
23,25,2,1,41,1,1,18,3,3,1,911.45,unknown_male18.jpg
23,25,2,1,42,2,1, 8,1,1,1,1163.50,unknown_male08.jpg
23,25,2,1,43,1,1,15,3,3,1,943.62,unknown_male15.jpg
23,25,2,1,44,2,2,20,1,1,1,1195.71,unknown_female20.jpg
23,25,2,1,45,2,1,12,3,3,1,783.83,unknown_male12.jpg
23,25,2,1,46,1,1, 7,2,2,1,1187.88,unknown_male07.jpg
23,25,2,1,47,1,2,11,1,1,1,1223.96,unknown_female11.jpg
23,25,2,1,48,1,1,11,3,3,1,1028.06,unknown_male11.jpg
25,21,1,1, 1,1,1, 8,1,1,1,445.63,unknown_male08.jpg
25,21,1,1, 2,2,1, 9,2,2,1,577.78,unknown_male09.jpg
25,21,1,1, 3,2,1,11,2,2,1,869.86,unknown_male11.jpg
25,21,1,1, 4,2,2,15,1,1,1,761.94,unknown_female15.jpg
25,21,1,1, 5,1,2,10,4,4,1,678.04,unknown_female10.jpg
25,21,1,1, 6,2,2,18,3,3,1,690.08,unknown_female18.jpg
25,21,1,1, 7,2,1, 3,4,4,1,574.21,unknown_male03.jpg
25,21,1,1, 8,2,2,22,4,4,1,586.29,unknown_female22.jpg
25,21,1,1, 9,1,1, 6,3,3,1,654.40,unknown_male06.jpg
25,21,1,1,10,1,1,14,2,2,1,506.48,unknown_male14.jpg
25,21,1,1,11,2,1,18,4,4,1,606.55,unknown_male18.jpg
25,21,1,1,12,2,1,22,3,3,1,690.65,unknown_male22.jpg
25,21,1,1,13,2,1,13,2,2,1,566.70,unknown_male13.jpg
25,21,1,1,14,1,1,19,1,1,1,570.82,unknown_male19.jpg
25,21,1,1,15,2,2,17,2,2,1,678.87,unknown_female17.jpg
25,21,1,1,16,2,1, 1,4,4,1,842.93,unknown_male01.jpg
25,21,1,1,17,2,2,24,1,1,1,487.09,unknown_female24.jpg
25,21,1,1,18,2,2,11,4,4,1,611.18,unknown_female11.jpg
25,21,1,1,19,2,2, 1,3,3,1,743.27,unknown_female01.jpg
25,21,1,1,20,1,2,12,2,2,1,403.35,unknown_female12.jpg
25,21,1,1,21,2,2, 3,4,4,1,591.43,unknown_female03.jpg
25,21,1,1,22,2,1,10,1,1,1,515.51,unknown_male10.jpg
25,21,1,1,23,2,1,15,3,3,1,559.60,unknown_male15.jpg
25,21,1,1,24,1,2, 4,2,2,1,451.70,unknown_female04.jpg
25,21,1,1,25,2,2,23,2,2,1,391.78,unknown_female23.jpg
25,21,1,1,26,2,1, 7,1,1,1,491.86,unknown_male07.jpg
25,21,1,1,27,2,1, 4,1,1,1,447.95,unknown_male04.jpg
25,21,1,1,28,1,2,13,3,3,1,540.06,unknown_female13.jpg
25,21,1,1,29,2,2, 2,3,3,1,456.12,unknown_female02.jpg
25,21,1,1,30,2,1,23,3,3,1,324.22,unknown_male23.jpg
25,21,1,1,31,1,1, 5,1,1,1,456.30,unknown_male05.jpg
25,21,1,1,32,1,2, 6,1,1,1,516.39,unknown_female06.jpg
25,21,1,1,33,1,2, 7,3,3,1,544.43,unknown_female07.jpg
25,21,1,1,34,1,1,24,4,4,1,540.57,unknown_male24.jpg
25,21,1,1,35,2,2, 9,2,2,1,496.66,unknown_female09.jpg
25,21,1,1,36,1,1,12,2,2,1,388.74,unknown_male12.jpg
25,21,1,1,37,1,1,16,2,2,1,536.83,unknown_male16.jpg
25,21,1,1,38,1,1, 2,3,3,1,636.91,unknown_male02.jpg
25,21,1,1,39,1,2,21,2,2,1,705.00,unknown_female21.jpg
25,21,1,1,40,1,2,20,4,4,1,485.02,unknown_female20.jpg
25,21,1,1,41,1,1,21,4,4,1,545.17,unknown_male21.jpg
25,21,1,1,42,1,1,20,3,3,1,805.29,unknown_male20.jpg
25,21,1,1,43,2,2, 5,1,1,1,489.35,unknown_female05.jpg
25,21,1,1,44,1,1,17,4,4,1,429.43,unknown_male17.jpg
25,21,1,1,45,1,2, 8,1,1,1,385.52,unknown_female08.jpg
25,21,1,1,46,1,2,19,1,1,1,461.65,unknown_female19.jpg
25,21,1,1,47,1,2,16,3,3,1,537.71,unknown_female16.jpg
25,21,1,1,48,1,2,14,4,4,1,517.68,unknown_female14.jpg
26,24,2,2, 1,2,1,23,3,3,1,718.22,famous_male23.jpg
26,24,2,2, 2,1,2, 4,4,4,1,698.37,famous_female04.jpg
26,24,2,2, 3,2,2,19,1,1,1,782.47,famous_female19.jpg
26,24,2,2, 4,1,1,15,2,2,1,778.55,famous_male15.jpg
26,24,2,2, 5,1,2,22,2,2,1,990.63,famous_female22.jpg
26,24,2,2, 6,2,2, 1,3,3,1,850.72,famous_female01.jpg
26,24,2,2, 7,1,1,11,2,2,1,702.81,famous_male11.jpg
26,24,2,2, 8,2,2,18,3,3,1,1074.90,famous_female18.jpg
26,24,2,2, 9,1,2,20,1,1,1,782.98,famous_female20.jpg
26,24,2,2,10,2,1,22,3,3,1,891.10,famous_male22.jpg
26,24,2,2,11,2,2,10,2,2,1,1423.16,famous_female10.jpg
26,24,2,2,12,2,1, 2,2,2,1,995.23,famous_male02.jpg
26,24,2,2,13,1,1,18,4,4,1,799.32,famous_male18.jpg
26,24,2,2,14,2,2,16,1,1,1,1427.41,famous_female16.jpg
26,24,2,2,15,1,2, 2,1,1,1,695.50,famous_female02.jpg
26,24,2,2,16,2,1,10,1,1,1,1891.59,famous_male10.jpg
26,24,2,2,17,1,2,24,3,3,1,943.70,famous_female24.jpg
26,24,2,2,18,2,2,11,4,4,1,1835.77,famous_female11.jpg
26,24,2,2,19,1,1,13,4,4,1,1703.85,famous_male13.jpg
26,24,2,2,20,1,1,14,3,3,1,1403.89,famous_male14.jpg
26,24,2,2,21,1,2, 8,2,2,1,1088.03,famous_female08.jpg
26,24,2,2,22,1,2,21,3,3,1,820.12,famous_female21.jpg
26,24,2,2,23,2,1,16,3,3,1,1048.20,famous_male16.jpg
26,24,2,2,24,1,1,12,4,4,1,1356.25,famous_male12.jpg
26,24,2,2,25,1,2,23,3,3,1,648.39,famous_female23.jpg
26,24,2,2,26,2,1, 3,4,4,1,444.41,famous_male03.jpg
26,24,2,2,27,2,2, 6,3,3,1,816.56,famous_female06.jpg
26,24,2,2,28,1,1,21,1,1,1,1116.58,famous_male21.jpg
26,24,2,2,29,1,1,20,1,1,1,2368.70,famous_male20.jpg
26,24,2,2,30,2,1,19,1,1,1,1428.81,famous_male19.jpg
26,24,2,2,31,1,2,14,2,2,1,1432.87,famous_female14.jpg
26,24,2,2,32,1,2, 3,4,4,1,1412.96,famous_female03.jpg
26,24,2,2,33,2,2, 7,2,2,1,1729.10,famous_female07.jpg
26,24,2,2,34,1,1, 5,1,1,1,1341.17,famous_male05.jpg
26,24,2,2,35,2,2,12,4,4,1,881.29,famous_female12.jpg
26,24,2,2,36,2,1, 7,1,1,1,1149.35,famous_male07.jpg
26,24,2,2,37,2,2,17,2,2,1,1025.43,famous_female17.jpg
26,24,2,2,38,2,2,15,4,0,0,0.00,famous_female15.jpg
26,24,2,2,39,2,1,24,4,4,1,1657.60,famous_male24.jpg
26,24,2,2,40,1,1, 6,3,3,1,2389.69,famous_male06.jpg
26,24,2,2,41,1,1, 9,2,2,1,881.78,famous_male09.jpg
26,24,2,2,42,2,1, 1,4,4,1,1053.83,famous_male01.jpg
26,24,2,2,43,2,1, 8,2,2,1,809.91,famous_male08.jpg
26,24,2,2,44,2,1,17,2,2,1,1614.05,famous_male17.jpg
26,24,2,2,45,1,1, 4,3,3,1,1370.13,famous_male04.jpg
26,24,2,2,46,1,2, 5,1,1,1,1494.21,famous_female05.jpg
26,24,2,2,47,2,2,13,1,1,1,1658.30,famous_female13.jpg
26,24,2,2,48,1,2, 9,4,4,1,1358.41,famous_female09.jpg
