SID,Familiarity,RepTime,Trial,Resp,Corr,RT,ImgName
1,2,4,22,2,1,453.2,nonwex2_4.png
1,2,4,23,2,1,365.95,nonwin4.png
1,1,4,24,1,1,606.06,wordin5.png
1,1,4,25,1,1,525.93,wordin2_12.png
1,2,4,26,2,1,389.91,nonwex12.png
1,2,4,27,2,1,446.04,nonwin12.png
1,1,4,28,1,1,813.51,wordex12.png
1,2,4,29,2,1,557.87,nonwin2_1.png
1,2,4,30,2,1,685.86,nonwex2_5.png
1,1,4,31,1,1,501.95,wordex2_3.png
1,1,4,32,1,1,501.83,wordin6.png
1,1,4,33,1,1,597.83,wordex2_6.png
1,2,4,34,1,1,605.81,nonwin5.png
1,1,4,35,1,1,957.79,wordex1.png
1,2,4,36,2,1,628.86,nonwex5.png
1,2,4,37,2,1,549.84,nonwex8.png
1,1,4,38,2,1,565.77,wordex9.png
1,2,4,39,2,1,469.74,nonwex6.png
1,1,4,40,1,1,597.75,wordex2_4.png
1,2,5,1,1,1,907.85,nonwin2_7.png
1,1,5,2,1,1,514.94,wordin5.png
1,2,5,3,2,1,811.81,nonwex2_4.png
1,1,5,4,1,1,723.83,wordex9.png
1,2,5,5,2,1,467.77,nonwex2_10.png
1,2,5,6,2,1,571.77,nonwex5.png
1,1,5,7,2,1,627.79,wordin2_12.png
1,1,5,8,1,1,579.73,wordin4.png
1,2,5,9,2,1,587.72,nonwin5.png
1,2,5,10,2,1,659.71,nonwex8.png
1,2,5,11,2,1,715.7,nonwex6.png
1,2,5,12,2,1,259.69,nonwin4.png
1,1,5,13,2,1,219.7,wordin12.png
1,2,5,14,2,1,443.66,nonwex2_1.png
1,1,5,15,2,1,267.63,wordin6.png
1,2,5,16,2,1,643.66,nonwin2_1.png
1,2,5,17,2,1,667.64,nonwin2_2.png
1,2,5,18,2,1,363.6,nonwin2_12.png
1,2,5,19,2,1,243.48,nonwin12.png
1,2,5,20,2,1,1266.83,nonwin10.png
1,1,5,21,2,1,291.58,wordex2_11.png
1,2,5,22,1,1,363.54,nonwex2_2.png
1,1,5,23,1,1,491.54,wordin2_2.png
1,1,5,24,1,1,538.63,wordin2_4.png
1,2,5,25,2,1,595.5,nonwin1.png
1,1,5,26,1,1,547.5,wordex2_12.png
1,2,5,27,1,1,459.48,nonwex2_5.png
1,2,5,28,2,1,627.51,nonwex12.png
1,1,5,29,1,1,531.46,wordex2_3.png
1,2,5,30,2,1,515.45,nonwex2_6.png
1,1,5,31,1,1,531.42,wordex2.png
1,1,5,32,2,1,627.43,wordex2_6.png
1,1,5,33,1,1,499.4,wordex1.png
1,1,5,34,1,1,691.4,wordex2_4.png
1,1,5,35,1,1,659.41,wordex2_9.png
1,1,5,36,1,1,563.39,wordex12.png
1,2,5,37,2,1,627.35,nonwex7.png
1,1,5,38,1,1,587.34,wordex11.png
1,1,5,39,1,1,650.46,wordex2_5.png
1,1,5,40,1,1,515.3,wordin2_7.png
1,2,6,1,2,1,709.31,nonwin2_7.png
1,1,6,2,2,1,541.28,wordin2_12.png
1,1,6,3,1,1,829.27,wordex9.png
1,1,6,4,1,1,669.26,wordex12.png
1,2,6,5,2,1,533.23,nonwex2_1.png
1,2,6,6,2,1,524.41,nonwin2_2.png
1,2,6,7,2,1,565.22,nonwin4.png
1,2,6,8,2,1,557.24,nonwin1.png
1,1,6,9,1,1,773.22,wordex2_5.png
1,1,6,10,1,1,653.26,wordex2.png
1,1,6,11,1,1,509.16,wordin4.png
1,2,6,12,2,1,637.15,nonwin10.png
1,2,6,13,2,1,461.13,nonwex5.png
1,2,6,14,2,1,381.15,nonwex2_10.png
1,1,6,15,1,1,653.02,wordex11.png
1,1,6,16,1,1,893.09,wordex2_9.png
1,2,6,17,2,1,493.08,nonwex2_4.png
1,1,6,18,1,1,453.08,wordex1.png
1,2,6,19,2,1,573.18,nonwex2_6.png
1,2,6,20,2,1,413.04,nonwex2_5.png
1,2,6,21,2,1,517.03,nonwex12.png
1,1,6,22,2,1,477.01,wordin12.png
1,2,6,23,2,1,541.03,nonwin2_1.png
1,1,6,24,1,1,580.97,wordex2_3.png
1,2,6,25,2,1,724.97,nonwex8.png
1,1,6,26,2,1,804.96,wordin5.png
1,1,6,27,1,1,532.94,wordex2_11.png
1,2,6,28,2,1,564.98,nonwin12.png
1,2,6,29,2,1,612.93,nonwin2_12.png
1,1,6,30,1,1,524.93,wordex2_4.png
1,1,6,31,1,1,540.92,wordin2_4.png
1,2,6,32,2,1,628.89,nonwex2_2.png
1,2,6,33,2,1,508.81,nonwex7.png
1,1,6,34,1,1,500.83,wordin6.png
1,2,6,35,2,1,548.88,nonwin5.png
1,2,6,36,2,1,572.86,nonwex6.png
1,1,6,37,1,1,508.81,wordex2_6.png
1,1,6,38,1,1,508.8,wordin2_2.png
1,1,6,39,1,1,508.78,wordin2_7.png
1,1,6,40,1,1,468.77,wordex2_12.png
1,1,7,1,1,1,519.08,wordex2_4.png
1,2,7,2,2,1,422.78,nonwin4.png
1,1,7,3,1,1,455.09,wordin4.png
1,1,7,4,1,1,479.07,wordex11.png
1,1,7,5,1,1,383.02,wordin2_4.png
1,2,7,6,2,1,511.03,nonwin2_1.png
1,1,7,7,1,1,615,wordex1.png
1,1,7,8,1,1,543,wordex12.png
1,2,7,9,2,1,470.97,nonwin2_7.png
1,1,7,10,1,1,494.22,wordex2_6.png
1,2,7,11,2,1,479.07,nonwex7.png
1,1,7,12,1,1,622.92,wordex2_5.png
1,1,7,13,1,1,558.9,wordex2_3.png
1,2,7,14,2,1,590.9,nonwex2_2.png
1,2,7,15,2,1,446.93,nonwin1.png
1,2,7,16,2,1,526.92,nonwin10.png
1,2,7,17,2,1,494.89,nonwex2_5.png
1,2,7,18,2,1,550.87,nonwex6.png
1,1,7,19,1,1,774.82,wordex9.png
1,2,7,20,2,1,710.53,nonwex2_6.png
1,1,7,21,1,1,542.79,wordin5.png
1,2,7,22,2,1,446.8,nonwex12.png
1,1,7,23,1,1,558.77,wordin2_7.png
1,1,7,24,1,1,606.8,wordex2_9.png
1,2,7,25,2,1,422.78,nonwin2_2.png
1,2,7,26,2,1,446.74,nonwex2_1.png
1,2,7,27,2,1,502.72,nonwin5.png
1,1,7,28,1,1,566.74,wordin2_2.png
1,2,7,29,2,1,478.7,nonwin12.png
1,1,7,30,1,1,502.68,wordex2.png
1,2,7,31,2,1,438.66,nonwex8.png
1,2,7,32,2,1,694.7,nonwex2_10.png
1,1,7,33,1,1,550.65,wordin6.png
1,2,7,34,2,1,494.63,nonwex2_4.png
1,1,7,35,1,1,654.65,wordin12.png
1,2,7,36,2,1,462.6,nonwin2_12.png
1,1,7,37,1,1,654.62,wordex2_11.png
1,1,7,38,2,1,486.6,wordin2_12.png
1,2,7,39,2,1,518.59,nonwex5.png
1,1,7,40,2,1,461.68,wordex2_12.png
1,2,8,1,2,1,482.97,nonwex2_5.png
1,1,8,2,2,1,378.97,wordex2.png
1,1,8,3,1,1,466.95,wordin5.png
1,2,8,4,1,1,426.91,nonwex8.png
1,1,8,5,1,1,530.95,wordin2_7.png
1,2,8,6,2,1,410.92,nonwex2_2.png
1,1,8,7,1,1,706.88,wordex2_11.png
1,1,8,8,1,1,642.85,wordex12.png
1,1,8,9,1,1,418.84,wordin4.png
1,2,8,10,2,1,610.91,nonwex2_1.png
1,1,8,11,1,1,682.81,wordex9.png
1,1,8,12,2,1,642.78,wordin2_12.png
1,1,8,13,1,1,474.79,wordex11.png
1,2,8,14,2,1,1026.78,nonwin4.png
1,1,8,15,1,1,602.85,wordex2_4.png
1,1,8,16,1,1,490.74,wordex2_12.png
1,1,8,17,1,1,426.73,wordin12.png
1,2,8,18,2,1,666.75,nonwex5.png
1,2,8,19,2,1,522.72,nonwin5.png
1,1,8,20,1,1,562.74,wordex2_9.png
1,1,8,21,1,1,498.67,wordex2_6.png
1,2,8,22,2,1,498.7,nonwin2_12.png
1,2,8,23,2,1,650.03,nonwex2_10.png
1,2,8,24,2,1,386.67,nonwin2_1.png
1,2,8,25,2,1,394.63,nonwex7.png
1,1,8,26,1,1,650.62,wordin2_2.png
1,2,8,27,2,1,370.59,nonwin10.png
1,2,8,28,2,1,418.62,nonwex2_4.png
1,1,8,29,1,1,610.57,wordex1.png
1,1,8,30,1,1,538.58,wordin6.png
1,1,8,31,1,1,562.54,wordex2_3.png
1,1,8,32,1,1,514.61,wordex2_5.png
1,2,8,33,2,1,498.52,nonwin2_2.png
1,2,8,34,2,1,682.5,nonwin1.png
1,1,8,35,1,1,618.47,wordin2_4.png
1,2,8,36,2,1,482.5,nonwin2_7.png
1,2,8,37,2,1,666.46,nonwex2_6.png
1,2,8,38,2,1,642.45,nonwex6.png
1,2,8,39,2,1,418.42,nonwex12.png
1,2,8,40,2,1,314.42,nonwin12.png
2,2,1,1,1,1,418.64,nonwex3.png
2,1,1,2,1,1,521.68,wordex2_8.png
2,2,1,3,2,1,665.66,nonwin9.png
2,2,1,4,2,1,674.63,nonwin2_8.png
2,1,1,5,1,1,458.62,wordex9.png
2,1,1,6,1,1,810.59,wordin5.png
2,1,1,7,1,1,506.61,wordex1.png
2,1,1,8,1,1,394.58,wordin8.png
2,1,1,9,1,1,402.56,wordin2_7.png
2,1,1,10,1,1,370.56,wordin2_11.png
2,1,1,11,1,1,322.63,wordex3.png
2,1,1,12,1,1,482.55,wordex6.png
2,1,1,13,1,1,297.27,wordex2_10.png
2,2,1,14,1,1,282.53,nonwin2.png
2,2,1,15,2,1,697.26,nonwin6.png
2,2,1,16,2,1,578.49,nonwex1.png
2,1,1,17,1,1,402.45,wordex4.png
2,1,1,18,1,1,410.47,wordex5.png
2,2,1,19,1,1,538.44,nonwex2_9.png
2,2,1,20,1,1,602.35,nonwin2_5.png
2,2,1,21,2,1,426.43,nonwin1.png
2,1,1,22,1,1,634.41,wordin2_9.png
2,2,1,23,2,1,633.19,nonwin8.png
2,1,1,24,2,1,521.12,wordin2_12.png
2,1,1,25,1,1,722.36,wordin2_10.png
2,1,1,26,1,1,490.28,wordex2_5.png
2,1,1,27,1,1,642.33,wordin11.png
2,2,1,28,2,1,458.33,nonwex2_10.png
2,2,1,29,2,1,466.33,nonwex2_12.png
2,1,1,30,1,1,490.17,wordex12.png
2,2,1,31,2,1,562.29,nonwex2_3.png
2,2,1,32,2,1,681.05,nonwex6.png
2,2,1,33,2,1,538.26,nonwex2_7.png
2,2,1,34,2,1,618.24,nonwin2_1.png
2,2,1,35,1,1,489.42,nonwin5.png
2,1,1,36,1,1,785.03,wordin6.png
2,2,1,37,2,1,554.21,nonwex2_11.png
2,1,1,38,1,1,488.87,wordex2_3.png
2,2,1,39,2,1,602.17,nonwex12.png
2,2,1,40,1,1,601.34,nonwex2_1.png
2,2,2,1,0,0,0,nonwin5.png
2,1,2,2,1,1,947.45,wordin5.png
2,1,2,3,1,1,523.42,wordex12.png
2,2,2,4,2,1,659.4,nonwin2.png
2,1,2,5,1,1,650.54,wordex2_10.png
2,2,2,6,2,1,595.37,nonwin8.png
2,1,2,7,1,1,579.39,wordin2_7.png
2,2,2,8,2,1,602.99,nonwin1.png
2,2,2,9,2,1,539.32,nonwin9.png
2,1,2,10,1,1,530.1,wordin8.png
2,1,2,11,1,1,715.3,wordex2_8.png
2,1,2,12,1,1,379.29,wordin6.png
2,2,2,13,2,1,522.92,nonwex2_7.png
2,1,2,14,1,1,403.33,wordex6.png
2,2,2,15,2,1,579.22,nonwex2_3.png
2,2,2,16,2,1,579.25,nonwex12.png
2,1,2,17,1,1,491.1,wordex2_5.png
2,2,2,18,1,1,626.84,nonwin2_8.png
2,2,2,19,2,1,747.22,nonwin6.png
2,1,2,20,1,1,811.16,wordin2_11.png
2,1,2,21,1,1,523.16,wordex5.png
2,1,2,22,1,1,515.16,wordin11.png
2,1,2,23,1,1,481.88,wordin2_9.png
2,2,2,24,2,1,395.14,nonwex2_12.png
2,1,2,25,1,1,699.12,wordex2_3.png
2,1,2,26,1,1,571.12,wordin2_10.png
2,2,2,27,2,1,667.09,nonwex1.png
2,2,2,28,2,1,1178.7,nonwex3.png
2,2,2,29,1,1,347.07,nonwin2_1.png
2,2,2,30,2,1,483.06,nonwex2_1.png
2,1,2,31,2,1,729.82,wordin2_12.png
2,2,2,32,2,1,483.02,nonwex6.png
2,1,2,33,1,1,579.02,wordex4.png
2,1,2,34,1,1,603.01,wordex1.png
2,2,2,35,2,1,675.01,nonwex2_10.png
2,1,2,36,1,1,675.05,wordex9.png
2,2,2,37,2,1,657.7,nonwex2_11.png
2,2,2,38,2,1,913.76,nonwex2_9.png
2,2,2,39,2,1,594.87,nonwin2_5.png
2,1,2,40,1,1,514.91,wordex3.png
2,2,3,1,2,1,630.58,nonwin5.png
2,1,3,2,1,1,509.74,wordin2_10.png
2,2,3,3,2,1,621.34,nonwex2_10.png
2,1,3,4,1,1,542.54,wordin5.png
2,1,3,5,1,1,910.53,wordex9.png
2,2,3,6,2,1,574.48,nonwin2_5.png
2,2,3,7,2,1,725.28,nonwin2_1.png
2,2,3,8,1,1,678.49,nonwex2_9.png
2,2,3,9,2,1,526.47,nonwex2_12.png
2,1,3,10,1,1,774.47,wordex12.png
2,2,3,11,2,1,694.46,nonwex12.png
2,2,3,12,2,1,638.44,nonwex2_3.png
2,1,3,13,1,1,494.42,wordex3.png
2,1,3,14,1,1,470.51,wordin2_11.png
2,2,3,15,2,1,662.4,nonwin6.png
2,1,3,16,1,1,526.38,wordex2_10.png
2,2,3,17,2,1,974.37,nonwex1.png
2,2,3,18,2,1,710.36,nonwex3.png
2,1,3,19,1,1,541.16,wordex6.png
2,1,3,20,1,1,726.32,wordin11.png
2,1,3,21,1,1,470.31,wordex2_5.png
2,2,3,22,2,1,622.31,nonwex6.png
2,1,3,23,1,1,517.05,wordex4.png
2,2,3,24,2,1,670.27,nonwex2_1.png
2,1,3,25,1,1,500.98,wordin2_9.png
2,2,3,26,2,1,630.24,nonwin2.png
2,2,3,27,2,1,558.24,nonwex2_11.png
2,1,3,28,1,1,494.22,wordin2_7.png
2,1,3,29,1,1,741,wordex2_3.png
2,1,3,30,1,1,526.2,wordin8.png
2,1,3,31,1,1,430.18,wordex2_8.png
2,1,3,32,1,1,494.18,wordex1.png
2,1,3,33,2,1,572.9,wordin2_12.png
2,2,3,34,2,1,622.15,nonwin2_8.png
2,2,3,35,2,1,564.91,nonwin8.png
2,1,3,36,2,1,884.9,wordex5.png
2,2,3,37,2,1,662.1,nonwin9.png
2,1,3,38,1,1,580.88,wordin6.png
2,2,3,39,2,1,654.08,nonwin1.png
2,2,3,40,2,1,476.87,nonwex2_7.png
2,1,4,1,1,1,413.42,wordex2_5.png
2,2,4,2,1,1,445.38,nonwex3.png
2,1,4,3,1,1,437.4,wordex2_10.png
2,2,4,4,2,1,517.35,nonwex1.png
2,2,4,5,2,1,740.08,nonwin9.png
2,2,4,6,2,1,453.32,nonwex2_12.png
2,2,4,7,2,1,436.03,nonwin2_5.png
2,2,4,8,2,1,637.3,nonwin2_1.png
2,1,4,9,1,1,597.29,wordin2_10.png
2,1,4,10,1,1,437.41,wordex12.png
2,2,4,11,2,1,739.99,nonwex2_3.png
2,2,4,12,2,1,1003.98,nonwex6.png
2,1,4,13,1,1,668.03,wordex2_3.png
2,2,4,14,2,1,581.2,nonwin1.png
2,2,4,15,2,1,549.2,nonwex2_7.png
2,2,4,16,1,1,563.97,nonwex2_9.png
2,1,4,17,1,1,469.18,wordex6.png
2,1,4,18,1,1,461.13,wordex1.png
2,2,4,19,2,1,661.14,nonwin6.png
2,1,4,20,1,1,653.14,wordex4.png
2,2,4,21,2,1,573.13,nonwex2_11.png
2,1,4,22,1,1,555.86,wordin11.png
2,1,4,23,1,1,581.1,wordex9.png
2,2,4,24,2,1,635.87,nonwin2_8.png
2,1,4,25,1,1,539.77,wordex3.png
2,1,4,26,1,1,499.79,wordin2_7.png
2,1,4,27,1,1,387.8,wordin5.png
2,1,4,28,1,1,541.03,wordex2_8.png
2,1,4,29,1,1,571.77,wordex5.png
2,2,4,30,2,1,620.98,nonwex2_1.png
2,1,4,31,1,1,956.98,wordin8.png
2,1,4,32,1,1,525.1,wordin2_9.png
2,1,4,33,2,1,524.95,wordin2_12.png
2,2,4,34,1,1,652.94,nonwin5.png
2,2,4,35,2,1,828.93,nonwin2.png
2,2,4,36,2,1,668.92,nonwin8.png
2,1,4,37,1,1,548.91,wordin2_11.png
2,1,4,38,1,1,755.71,wordin6.png
2,2,4,39,1,1,812.88,nonwex12.png
2,2,4,40,2,1,732.87,nonwex2_10.png
2,2,5,1,2,1,484.64,nonwex2_7.png
2,2,5,2,2,1,596.53,nonwex6.png
2,1,5,3,1,1,540.56,wordin2_10.png
2,1,5,4,1,1,604.51,wordex3.png
2,2,5,5,2,1,540.59,nonwex2_10.png
2,1,5,6,1,1,404.56,wordin2_7.png
2,2,5,7,2,1,708.53,nonwex2_12.png
2,2,5,8,2,1,555.32,nonwex1.png
2,2,5,9,2,1,571.28,nonwex2_9.png
2,1,5,10,1,1,587.31,wordin2_11.png
2,2,5,11,2,1,756.48,nonwex2_3.png
2,2,5,12,2,1,620.48,nonwin9.png
2,1,5,13,1,1,732.45,wordex6.png
2,2,5,14,2,1,548.44,nonwin5.png
2,2,5,15,2,1,580.43,nonwex3.png
2,2,5,16,2,1,820.42,nonwin8.png
2,1,5,17,1,1,524.41,wordex2_3.png
2,1,5,18,1,1,564.38,wordin2_9.png
2,2,5,19,2,1,828.46,nonwin2_1.png
2,2,5,20,2,1,611.15,nonwex12.png
2,2,5,21,2,1,475.13,nonwex2_1.png
2,1,5,22,1,1,532.34,wordex12.png
2,1,5,23,1,1,499.13,wordex4.png
2,1,5,24,1,1,644.31,wordin6.png
2,1,5,25,1,1,667.08,wordin5.png
2,2,5,26,2,1,684.29,nonwin6.png
2,1,5,27,1,1,580.27,wordex2_10.png
2,2,5,28,2,1,444.28,nonwin1.png
2,1,5,29,1,1,482.98,wordex2_5.png
2,1,5,30,1,1,596.24,wordex1.png
2,2,5,31,2,1,644.19,nonwex2_11.png
2,1,5,32,1,1,620.21,wordin11.png
2,1,5,33,2,1,626.93,wordin2_12.png
2,2,5,34,1,1,338.9,nonwin2.png
2,1,5,35,1,1,492.04,wordex9.png
2,2,5,36,2,1,626.88,nonwin2_5.png
2,1,5,37,1,1,636.14,wordin8.png
2,1,5,38,1,1,772.13,wordex5.png
2,1,5,39,1,1,540.11,wordex2_8.png
2,2,5,40,2,1,588.11,nonwin2_8.png
2,1,6,1,1,1,448.55,wordex5.png
2,1,6,2,1,1,416.5,wordex12.png
2,2,6,3,1,1,447.32,nonwex3.png
2,2,6,4,2,1,512.51,nonwex2_12.png
2,2,6,5,2,1,568.5,nonwin9.png
2,2,6,6,1,1,575.3,nonwin2_5.png
2,1,6,7,1,1,592.46,wordex6.png
2,2,6,8,2,1,543.23,nonwin5.png
2,2,6,9,2,1,472.51,nonwex2_9.png
2,2,6,10,2,1,471.22,nonwex1.png
2,1,6,11,1,1,543.17,wordex9.png
2,1,6,12,1,1,615.14,wordex2_3.png
2,1,6,13,1,1,400.39,wordin2_10.png
2,1,6,14,1,1,375.07,wordin2_9.png
2,2,6,15,1,1,839.14,nonwex12.png
2,1,6,16,1,1,407.17,wordex2_5.png
2,2,6,17,2,1,616.24,nonwin6.png
2,2,6,18,2,1,487.12,nonwin2.png
2,2,6,19,1,1,439.09,nonwex2_7.png
2,2,6,20,2,1,695.07,nonwex6.png
2,1,6,21,1,1,472.28,wordex2_10.png
2,2,6,22,2,1,664.27,nonwex2_3.png
2,1,6,23,1,1,623.06,wordin2_11.png
2,2,6,24,2,1,727.01,nonwex2_11.png
2,2,6,25,2,1,742.96,nonwin8.png
2,1,6,26,1,1,567,wordin2_7.png
2,1,6,27,2,1,606.98,wordin2_12.png
2,1,6,28,1,1,720.12,wordin5.png
2,2,6,29,2,1,648.18,nonwin2_1.png
2,1,6,30,1,1,542.94,wordin8.png
2,2,6,31,2,1,696.13,nonwin1.png
2,1,6,32,1,1,504.06,wordex2_8.png
2,2,6,33,2,1,544.09,nonwex2_1.png
2,1,6,34,1,1,560.1,wordin11.png
2,2,6,35,2,1,568.09,nonwin2_8.png
2,2,6,36,2,1,712.06,nonwex2_10.png
2,1,6,37,1,1,478.85,wordex1.png
2,1,6,38,1,1,400.06,wordex4.png
2,1,6,39,1,1,600.05,wordin6.png
2,1,6,40,1,1,592.01,wordex3.png
2,2,7,1,2,1,593.09,nonwin9.png
2,1,7,2,2,1,537.06,wordin2_12.png
2,2,7,3,2,1,495.83,nonwex2_3.png
2,2,7,4,2,1,463.78,nonwex2_1.png
2,2,7,5,2,1,415.8,nonwin2.png
2,1,7,6,1,1,439.78,wordex2_10.png
2,2,7,7,2,1,495.78,nonwex2_9.png
2,1,7,8,1,1,399.73,wordin5.png
