SID,Familiarity,Trial,Repetition,AscLoc,SrcResp,Corr,RT,Confident,ImgName
10,1,11,1,4,4,1,2195.04,4,famous_male22.jpg
10,1,12,1,4,4,1,1384.49,4,famous_female23.jpg
10,1,13,1,3,3,1,1161.98,4,famous_female13.jpg
10,1,14,2,1,1,1,2277.61,3,famous_female20.jpg
10,1,15,2,3,3,1,1103.18,4,famous_male16.jpg
10,1,16,2,2,1,0,2959.26,3,famous_male15.jpg
10,1,17,2,2,2,1,1703.08,4,famous_female06.jpg
10,1,18,2,2,2,1,1020.32,4,famous_male02.jpg
10,1,19,1,2,3,0,2783.96,3,famous_female22.jpg
10,1,20,1,2,2,1,1004.31,4,famous_female16.jpg
10,1,21,1,3,3,1,2375.53,2,famous_male23.jpg
10,1,22,2,4,4,1,2094.37,4,famous_male10.jpg
10,1,23,2,2,2,1,1172.13,4,famous_male01.jpg
10,1,24,2,3,3,1,820,4,famous_female09.jpg
10,1,25,1,1,2,0,9716.23,2,famous_male24.jpg
10,1,26,2,1,4,0,4898.37,2,famous_male17.jpg
10,1,27,2,4,4,1,1163.54,4,famous_female14.jpg
10,1,28,2,4,3,0,2292.06,3,famous_female07.jpg
10,1,29,1,1,3,0,3302.45,3,famous_female11.jpg
10,1,30,2,2,2,1,5920.28,1,famous_female01.jpg
10,1,31,1,2,2,1,4096.76,3,famous_male05.jpg
10,1,32,2,1,3,0,4059.04,2,famous_female02.jpg
10,1,33,1,1,1,1,3875.58,3,famous_female10.jpg
10,1,34,1,1,2,0,3455.64,2,famous_male04.jpg
10,1,35,1,2,2,1,1051.39,4,famous_male20.jpg
10,1,36,1,3,3,1,2155.38,4,famous_female08.jpg
10,1,37,2,4,4,1,2226.65,4,famous_female12.jpg
10,1,38,2,3,1,0,3277.31,1,famous_male11.jpg
10,1,39,2,1,3,0,1953.05,4,famous_female17.jpg
10,1,40,1,4,4,1,14042.14,2,famous_male06.jpg
10,1,41,2,3,3,1,3743.17,1,famous_female15.jpg
10,1,42,1,1,1,1,8925.65,2,famous_male12.jpg
10,1,43,1,4,4,1,7888.33,3,famous_female24.jpg
10,1,44,1,2,2,1,1977.82,3,famous_male21.jpg
10,1,45,1,3,3,1,1418.88,4,famous_male08.jpg
10,1,46,2,2,1,0,1690.71,1,famous_female18.jpg
10,1,47,1,3,3,1,2498.42,3,famous_female05.jpg
10,1,48,2,1,1,1,2296.53,4,famous_male07.jpg
11,2,1,2,3,4,0,14319.09,2,unknown_male04.jpg
11,2,2,1,2,2,1,15773.18,2,unknown_female09.jpg
11,2,3,2,4,3,0,16310.49,2,unknown_female13.jpg
11,2,4,2,4,4,1,9223.06,1,unknown_male14.jpg
11,2,5,2,3,3,1,4373.29,4,unknown_male24.jpg
11,2,6,1,1,1,1,2402.75,4,unknown_female15.jpg
11,2,7,2,2,2,1,4249.95,1,unknown_female16.jpg
11,2,8,2,4,3,0,4470.95,1,unknown_female18.jpg
11,2,9,2,4,4,1,3430.28,4,unknown_male20.jpg
11,2,10,2,3,3,1,2156.29,3,unknown_female23.jpg
11,2,11,1,3,3,1,1738.72,4,unknown_male13.jpg
11,2,12,1,2,2,1,2516.85,4,unknown_male19.jpg
11,2,13,2,1,1,1,1808.96,3,unknown_female10.jpg
11,2,14,1,1,1,1,1548.33,4,unknown_female04.jpg
11,2,15,2,2,3,0,3219.76,3,unknown_male07.jpg
11,2,16,1,2,1,0,22982.67,2,unknown_male08.jpg
11,2,17,1,2,3,0,4387.84,3,unknown_female08.jpg
11,2,18,1,2,2,1,6612.71,2,unknown_male03.jpg
11,2,19,2,4,3,0,7296.21,1,unknown_female07.jpg
11,2,20,2,1,1,1,5364.02,4,unknown_male12.jpg
11,2,21,2,3,2,0,3981.79,1,unknown_female20.jpg
11,2,22,1,1,3,0,3363.1,3,unknown_male23.jpg
11,2,23,1,3,4,0,4182.73,4,unknown_male21.jpg
11,2,24,1,4,4,1,2235.47,4,unknown_female12.jpg
11,2,25,2,2,2,1,2650.91,3,unknown_male16.jpg
11,2,26,2,3,3,1,2844.6,1,unknown_male09.jpg
11,2,27,2,2,3,0,4088.6,3,unknown_female11.jpg
11,2,28,1,3,3,1,1386.47,4,unknown_male17.jpg
11,2,29,1,1,3,0,3247.46,3,unknown_male06.jpg
11,2,30,2,1,4,0,1226.42,1,unknown_male01.jpg
11,2,31,2,3,1,0,2756.34,3,unknown_female02.jpg
11,2,32,1,3,1,0,2982.22,3,unknown_female21.jpg
11,2,33,2,2,3,0,1821.95,1,unknown_female01.jpg
11,2,34,1,1,1,1,4657.83,2,unknown_female24.jpg
11,2,35,1,3,3,1,4236.25,4,unknown_female14.jpg
11,2,36,2,4,3,0,4174.55,3,unknown_male05.jpg
11,2,37,1,1,2,0,3226.09,3,unknown_male15.jpg
11,2,38,1,4,4,1,1583.33,4,unknown_female17.jpg
11,2,39,2,2,3,0,3037.51,1,unknown_male11.jpg
11,2,40,1,4,2,0,24219.53,3,unknown_male02.jpg
11,2,41,2,1,1,1,2663.92,2,unknown_female03.jpg
11,2,42,1,2,2,1,2173.01,4,unknown_female19.jpg
11,2,43,1,3,1,0,2716.53,4,unknown_female06.jpg
11,2,44,1,4,4,1,5028.32,4,unknown_female22.jpg
11,2,45,2,1,1,1,3453.44,4,unknown_female05.jpg
11,2,46,1,4,4,1,2116.09,3,unknown_male10.jpg
11,2,47,2,1,4,0,1634.28,2,unknown_male18.jpg
11,2,48,1,4,1,0,5699.34,2,unknown_male22.jpg
12,1,1,2,3,3,1,6724.74,1,famous_female08.jpg
12,1,2,2,2,2,1,2983.21,3,famous_male24.jpg
12,1,3,2,1,4,0,4751.66,1,famous_male07.jpg
12,1,4,2,4,3,0,7939.99,1,famous_male09.jpg
12,1,5,2,4,2,0,1934.91,2,famous_female20.jpg
12,1,6,1,4,2,0,2676.88,4,famous_female14.jpg
12,1,7,1,3,3,1,1870.77,4,famous_male19.jpg
12,1,8,1,4,4,1,1151.53,4,famous_male05.jpg
12,1,9,2,2,2,1,1416.3,4,famous_female19.jpg
12,1,10,2,2,3,0,1902.73,1,famous_male13.jpg
12,1,11,1,1,2,0,2965.46,2,famous_male21.jpg
12,1,12,1,3,3,1,3433.15,2,famous_female02.jpg
12,1,13,1,2,2,1,3566.29,2,famous_female16.jpg
12,1,14,1,1,3,0,1616.12,2,famous_male03.jpg
12,1,15,2,3,3,1,1852.3,2,famous_female05.jpg
12,1,16,2,1,1,1,1079.43,4,famous_female17.jpg
12,1,17,1,4,2,0,2169.46,2,famous_male23.jpg
12,1,18,1,2,3,0,2505.06,1,famous_male17.jpg
12,1,19,1,4,2,0,1630.92,3,famous_female12.jpg
12,1,20,1,2,1,0,3891.53,1,famous_female18.jpg
12,1,21,1,2,3,0,4016.35,1,famous_female13.jpg
12,1,22,1,2,3,0,2719.7,1,famous_male01.jpg
12,1,23,1,1,4,0,1704.57,2,famous_female07.jpg
12,1,24,2,3,1,0,2042.65,4,famous_male20.jpg
12,1,25,2,2,2,1,1358.82,4,famous_male12.jpg
12,1,26,2,4,4,1,958.95,4,famous_female01.jpg
12,1,27,2,1,1,1,1203.45,4,famous_female03.jpg
12,1,28,1,3,3,1,3364.33,4,famous_female15.jpg
12,1,29,2,3,3,1,1953.27,2,famous_female09.jpg
12,1,30,1,1,1,1,1900.31,1,famous_female11.jpg
12,1,31,2,4,2,0,1803.99,1,famous_female23.jpg
12,1,32,2,1,1,1,1228.79,4,famous_male06.jpg
12,1,33,2,3,3,1,1483.14,1,famous_male15.jpg
12,1,34,2,1,3,0,2989.73,1,famous_female06.jpg
12,1,35,2,4,3,0,11157.1,1,famous_male14.jpg
12,1,36,1,4,2,0,2871.08,2,famous_male08.jpg
12,1,37,2,1,4,0,1725.49,1,famous_male18.jpg
12,1,38,2,2,4,0,1408.33,2,famous_female21.jpg
12,1,39,1,3,2,0,1446.66,1,famous_male02.jpg
12,1,40,2,3,3,1,1828.24,2,famous_male10.jpg
12,1,41,1,3,3,1,3017.24,2,famous_male11.jpg
12,1,42,2,4,2,0,4270.26,1,famous_male04.jpg
12,1,43,2,2,3,0,1937.84,1,famous_female22.jpg
12,1,44,1,1,3,0,1488.86,1,famous_female04.jpg
12,1,45,1,2,2,1,2649.02,2,famous_male22.jpg
12,1,46,1,3,1,0,1505.8,1,famous_female10.jpg
12,1,47,1,1,3,0,1073.65,2,famous_male16.jpg
12,1,48,1,4,1,0,1687.07,1,famous_female24.jpg
13,2,1,1,2,4,0,3646.08,3,unknown_male20.jpg
13,2,2,2,4,4,1,2196.16,3,unknown_female21.jpg
13,2,3,1,1,3,0,2848.46,3,unknown_female19.jpg
13,2,4,2,1,1,1,4337.73,1,unknown_male04.jpg
13,2,5,2,1,2,0,6538.17,1,unknown_male19.jpg
13,2,6,1,2,3,0,3167.39,2,unknown_female03.jpg
13,2,7,1,4,4,1,3268.81,4,unknown_male12.jpg
13,2,8,2,1,2,0,8428.99,1,unknown_female06.jpg
13,2,9,1,2,4,0,16744.31,3,unknown_female12.jpg
13,2,10,2,3,3,1,2786.08,2,unknown_male06.jpg
13,2,11,2,3,1,0,11147.69,1,unknown_male10.jpg
13,2,12,2,1,3,0,14966.44,2,unknown_female17.jpg
13,2,13,2,2,2,1,4561.9,2,unknown_female20.jpg
13,2,14,2,4,4,1,6576.67,2,unknown_male15.jpg
13,2,15,1,4,4,1,3457.13,3,unknown_male16.jpg
13,2,16,2,1,3,0,2977.51,2,unknown_female22.jpg
13,2,17,2,3,1,0,5676.39,1,unknown_male07.jpg
13,2,18,1,3,3,1,6192.35,2,unknown_female02.jpg
13,2,19,2,1,2,0,3487.81,1,unknown_male23.jpg
13,2,20,1,2,2,1,3316.99,3,unknown_female18.jpg
13,2,21,1,3,3,1,1180.85,3,unknown_male01.jpg
13,2,22,1,2,4,0,2276.79,3,unknown_male02.jpg
13,2,23,1,3,3,1,11359.35,2,unknown_male13.jpg
13,2,24,2,4,3,0,15988.16,1,unknown_male18.jpg
13,2,25,1,2,3,0,6555.39,3,unknown_male11.jpg
13,2,26,1,3,2,0,6605.93,1,unknown_male21.jpg
13,2,27,1,1,3,0,22653.26,2,unknown_female04.jpg
13,2,28,2,4,2,0,9369.82,1,unknown_female13.jpg
13,2,29,1,4,2,0,6155.27,2,unknown_female11.jpg
13,2,30,2,4,1,0,1894.53,1,unknown_female01.jpg
13,2,31,2,2,3,0,4177,2,unknown_male14.jpg
13,2,32,2,2,1,0,9342.92,1,unknown_male17.jpg
13,2,33,2,3,2,0,3934.01,1,unknown_female10.jpg
13,2,34,1,4,2,0,11175.29,3,unknown_male08.jpg
13,2,35,1,4,4,1,8365.46,3,unknown_female07.jpg
13,2,36,1,1,3,0,1447.48,3,unknown_male05.jpg
13,2,37,1,1,1,1,1804.05,2,unknown_male22.jpg
13,2,38,2,3,1,0,6722.22,1,unknown_female05.jpg
13,2,39,1,3,3,1,2236.4,3,unknown_female16.jpg
13,2,40,1,4,3,0,7413.06,3,unknown_female23.jpg
13,2,41,1,3,3,1,2609.43,2,unknown_female08.jpg
13,2,42,2,2,2,1,17164.79,1,unknown_male03.jpg
13,2,43,2,2,1,0,3467.26,1,unknown_female15.jpg
13,2,44,2,3,3,1,1214.59,2,unknown_female09.jpg
13,2,45,1,1,1,1,9295.3,3,unknown_male24.jpg
13,2,46,1,1,2,0,4828.82,3,unknown_female24.jpg
13,2,47,2,2,2,1,1132.76,3,unknown_female14.jpg
13,2,48,2,4,1,0,4963.49,1,unknown_male09.jpg
14,1,1,2,3,3,1,6179.86,2,famous_male12.jpg
14,1,2,2,2,2,1,1806.75,4,famous_male01.jpg
14,1,3,1,4,4,1,4610.23,3,famous_male15.jpg
14,1,4,1,2,2,1,1595.96,3,famous_male21.jpg
14,1,5,2,4,4,1,1268.21,4,famous_female02.jpg
14,1,6,2,3,3,1,1268.29,4,famous_female07.jpg
14,1,7,2,3,3,1,1100.19,4,famous_female19.jpg
14,1,8,2,2,2,1,2370.67,3,famous_female09.jpg
14,1,9,1,3,3,1,976.1,4,famous_male16.jpg
14,1,10,2,2,2,1,859.56,4,famous_female12.jpg
14,1,11,2,1,1,1,2617.78,1,famous_male06.jpg
14,1,12,2,3,3,1,1171.38,4,famous_female04.jpg
14,1,13,1,3,3,1,793.27,4,famous_female08.jpg
14,1,14,1,3,4,0,1334.44,3,famous_female18.jpg
14,1,15,1,3,3,1,2427.47,4,famous_male19.jpg
14,1,16,1,2,1,0,3779.38,2,famous_male22.jpg
14,1,17,1,3,1,0,2842.09,2,famous_male17.jpg
14,1,18,1,1,1,1,2939.54,2,famous_male08.jpg
14,1,19,2,2,2,1,886.84,4,famous_male05.jpg
14,1,20,2,3,3,1,3557.21,3,famous_male10.jpg
14,1,21,1,4,2,0,2204.15,1,famous_male07.jpg
14,1,22,2,1,1,1,4366.72,1,famous_female01.jpg
14,1,23,1,1,1,1,11222.24,3,famous_male14.jpg
14,1,24,1,4,2,0,1145.42,1,famous_male02.jpg
14,1,25,1,2,3,0,1870.9,1,famous_male20.jpg
14,1,26,2,4,3,0,1402.42,1,famous_male18.jpg
14,1,27,1,1,1,1,3091.67,1,famous_female22.jpg
14,1,28,2,1,1,1,1205.57,4,famous_female06.jpg
14,1,29,1,1,2,0,1332.02,2,famous_male04.jpg
14,1,30,2,3,3,1,1274.26,3,famous_male13.jpg
14,1,31,1,2,2,1,1025.09,4,famous_female13.jpg
14,1,32,1,1,2,0,2229.57,1,famous_female24.jpg
14,1,33,1,4,4,1,2223.81,3,famous_female21.jpg
14,1,34,2,4,3,0,1341.04,1,famous_female05.jpg
14,1,35,2,4,4,1,1173.92,4,famous_male03.jpg
14,1,36,1,4,4,1,2906.6,2,famous_female20.jpg
14,1,37,1,2,3,0,944.7,1,famous_female14.jpg
14,1,38,2,4,3,0,3456.6,3,famous_female16.jpg
14,1,39,1,2,2,1,1525.49,4,famous_female03.jpg
14,1,40,2,4,4,1,820.27,4,famous_male11.jpg
14,1,41,1,4,2,0,4343.99,2,famous_female23.jpg
14,1,42,2,1,1,1,1920.89,1,famous_male24.jpg
14,1,43,2,1,4,0,2799.22,1,famous_male23.jpg
14,1,44,2,2,2,1,966.41,4,famous_male09.jpg
14,1,45,2,1,3,0,2473.65,2,famous_female10.jpg
14,1,46,1,3,1,0,7196.73,1,famous_female11.jpg
14,1,47,2,2,2,1,1285.39,2,famous_female17.jpg
14,1,48,1,1,3,0,1149.19,1,famous_female15.jpg
15,2,1,1,4,4,1,8523.61,4,unknown_male14.jpg
15,2,2,2,1,3,0,4441.42,3,unknown_male23.jpg
15,2,3,1,2,2,1,7179.99,4,unknown_female22.jpg
15,2,4,1,2,3,0,4987.55,3,unknown_male08.jpg
15,2,5,2,4,2,0,15997.51,1,unknown_female12.jpg
15,2,6,1,3,4,0,22461.26,2,unknown_female19.jpg
15,2,7,2,3,3,1,7743.25,2,unknown_female13.jpg
15,2,8,2,3,4,0,9706.14,3,unknown_male02.jpg
15,2,9,2,2,2,1,4805.73,2,unknown_female03.jpg
15,2,10,1,4,4,1,5043.93,4,unknown_female07.jpg
15,2,11,1,2,2,1,6236.66,2,unknown_male17.jpg
15,2,12,1,1,2,0,3093.28,2,unknown_female21.jpg
15,2,13,1,1,1,1,8461.3,3,unknown_female15.jpg
15,2,14,1,3,2,0,8664.79,2,unknown_female18.jpg
15,2,15,2,4,3,0,5971.26,1,unknown_male16.jpg
15,2,16,2,3,2,0,3227.88,1,unknown_male24.jpg
15,2,17,1,2,1,0,3812.38,4,unknown_female02.jpg
15,2,18,2,4,4,1,3371.5,4,unknown_female11.jpg
15,2,19,1,4,4,1,7947.94,3,unknown_female17.jpg
15,2,20,1,2,2,1,2149.56,4,unknown_male18.jpg
15,2,21,2,2,3,0,4025.45,1,unknown_female24.jpg
15,2,22,2,4,4,1,3766.28,4,unknown_male03.jpg
15,2,23,1,4,1,0,7316.1,2,unknown_male21.jpg
15,2,24,2,4,4,1,5805.16,4,unknown_female10.jpg
15,2,25,2,2,2,1,15631.55,1,unknown_male04.jpg
15,2,26,2,1,1,1,3014.14,4,unknown_female06.jpg
15,2,27,1,3,2,0,4178.85,2,unknown_female20.jpg
15,2,28,1,1,1,1,4039.63,2,unknown_male10.jpg
15,2,29,2,3,3,1,2654.88,4,unknown_female05.jpg
15,2,30,1,1,3,0,6838.61,2,unknown_male15.jpg
15,2,31,1,4,1,0,5431.4,1,unknown_female04.jpg
15,2,32,2,1,1,1,3718.03,4,unknown_female09.jpg
15,2,33,2,1,1,1,3139.73,4,unknown_male22.jpg
15,2,34,2,4,4,1,4571.55,3,unknown_male13.jpg
15,2,35,1,4,4,1,2267.23,4,unknown_male12.jpg
15,2,36,1,1,2,0,4764.64,2,unknown_male11.jpg
15,2,37,2,1,1,1,5134.57,2,unknown_female16.jpg
15,2,38,2,2,2,1,10209.26,1,unknown_female08.jpg
15,2,39,1,3,1,0,2031.89,2,unknown_male06.jpg
15,2,40,1,3,3,1,3041.31,2,unknown_male20.jpg
15,2,41,1,1,1,1,4305.27,2,unknown_female01.jpg
15,2,42,2,2,2,1,3167.71,1,unknown_male07.jpg
15,2,43,1,2,2,1,3413.39,1,unknown_female14.jpg
15,2,44,1,3,3,1,16956.51,1,unknown_male19.jpg
15,2,45,2,2,2,1,3570.09,1,unknown_male01.jpg
15,2,46,2,3,2,0,3428.45,1,unknown_male09.jpg
15,2,47,2,1,1,1,6908.52,1,unknown_male05.jpg
15,2,48,2,3,1,0,2626.57,1,unknown_female23.jpg
16,1,1,2,3,3,1,4195.32,4,famous_male15.jpg
16,1,2,1,3,3,1,10853.89,1,famous_female08.jpg
16,1,3,1,2,2,1,2249.85,3,famous_female22.jpg
16,1,4,1,4,3,0,2087.46,3,famous_male21.jpg
16,1,5,2,3,3,1,7485,1,famous_female20.jpg
16,1,6,2,3,3,1,2459.6,4,famous_female23.jpg
16,1,7,1,2,2,1,1933.84,4,famous_male19.jpg
16,1,8,2,4,4,1,3418.71,4,famous_female15.jpg
16,1,9,1,2,2,1,2114.64,4,famous_female09.jpg
16,1,10,2,1,1,1,1650.59,4,famous_male11.jpg
16,1,11,2,2,2,1,2073.7,3,famous_male06.jpg
16,1,12,1,1,1,1,1084.37,4,famous_male20.jpg
16,1,13,1,3,3,1,1818.44,4,famous_female16.jpg
16,1,14,2,4,4,1,1876.87,4,famous_female18.jpg
16,1,15,1,3,3,1,3458.59,1,famous_male07.jpg
16,1,16,1,4,4,1,5147.66,3,famous_female14.jpg
16,1,17,2,3,3,1,1809.35,3,famous_female07.jpg
16,1,18,1,1,1,1,3825.54,4,famous_female06.jpg
16,1,19,2,2,2,1,3214.01,4,famous_female01.jpg
16,1,20,2,2,2,1,1419.17,3,famous_female13.jpg
16,1,21,2,4,2,0,3199.56,1,famous_male23.jpg
16,1,22,1,4,4,1,4130.34,4,famous_male17.jpg
16,1,23,1,2,2,1,1569.99,4,famous_male09.jpg
16,1,24,1,1,1,1,2220.55,3,famous_female24.jpg
16,1,25,2,1,1,1,1108.35,4,famous_male08.jpg
16,1,26,2,1,1,1,1272.81,4,famous_female21.jpg
16,1,27,2,1,1,1,1239.63,4,famous_male13.jpg
16,1,28,1,1,1,1,1995.65,4,famous_male18.jpg
16,1,29,2,3,3,1,1365.1,3,famous_male05.jpg
16,1,30,1,3,3,1,7165.31,2,famous_male12.jpg
16,1,31,2,4,3,0,10010.67,1,famous_male24.jpg
16,1,32,2,4,4,1,1557.84,4,famous_male16.jpg
16,1,33,1,4,4,1,3370.79,2,famous_male03.jpg
16,1,34,1,4,4,1,1597.44,4,famous_female05.jpg
16,1,35,1,2,3,0,4135.69,2,famous_male14.jpg
16,1,36,2,2,2,1,1968.84,4,famous_female11.jpg
16,1,37,1,3,3,1,5739.6,2,famous_male10.jpg
16,1,38,1,4,4,1,2679.04,1,famous_female19.jpg
16,1,39,2,1,1,1,1638.92,4,famous_female12.jpg
16,1,40,2,2,2,1,1874.1,3,famous_male01.jpg
16,1,41,1,2,2,1,3435.61,3,famous_female04.jpg
16,1,42,2,4,4,1,2030.42,4,famous_female17.jpg
16,1,43,1,1,1,1,2901.77,2,famous_male22.jpg
16,1,44,1,3,3,1,4648.56,3,famous_female10.jpg
16,1,45,2,2,2,1,2620.47,2,famous_male02.jpg
16,1,46,2,1,1,1,1226.07,4,famous_female02.jpg
16,1,47,2,3,2,0,3446.25,1,famous_male04.jpg
16,1,48,1,1,1,1,1162.88,4,famous_female03.jpg
17,2,1,2,2,2,1,1963.25,3,unknown_male24.jpg
17,2,2,1,2,2,1,2747.89,4,unknown_male02.jpg
17,2,3,1,2,2,1,3129.19,3,unknown_female20.jpg
17,2,4,2,3,2,0,3543.89,3,unknown_female12.jpg
17,2,5,2,3,3,1,1385.32,4,unknown_male14.jpg
17,2,6,2,3,3,1,2272.73,3,unknown_female03.jpg
17,2,7,1,4,4,1,4810.09,2,unknown_male04.jpg
17,2,8,1,4,4,1,1417.51,4,unknown_male01.jpg
17,2,9,2,1,1,1,1550.05,4,unknown_male16.jpg
17,2,10,2,3,3,1,3296.67,3,unknown_female19.jpg
17,2,11,1,2,2,1,1121.63,4,unknown_male20.jpg
17,2,12,1,3,1,0,2185.89,3,unknown_female10.jpg
17,2,13,2,2,2,1,2449.12,4,unknown_male11.jpg
17,2,14,2,2,3,0,1597.93,2,unknown_female23.jpg
17,2,15,1,1,1,1,1343.74,4,unknown_female01.jpg
17,2,16,1,4,4,1,1036.12,4,unknown_female07.jpg
17,2,17,2,3,3,1,2004.75,3,unknown_male21.jpg
17,2,18,1,3,3,1,1908.07,4,unknown_male03.jpg
17,2,19,1,2,4,0,1519.94,2,unknown_female11.jpg
17,2,20,1,1,2,0,4981.24,3,unknown_male13.jpg
17,2,21,2,1,1,1,2881.24,2,unknown_female15.jpg
17,2,22,1,4,3,0,2176.7,3,unknown_female04.jpg
17,2,23,2,2,2,1,1089.08,4,unknown_female22.jpg
17,2,24,2,4,4,1,1031.53,4,unknown_female06.jpg
17,2,25,2,4,3,0,1558.73,2,unknown_female13.jpg
17,2,26,1,4,4,1,4884.77,3,unknown_female18.jpg
17,2,27,1,1,1,1,1532.33,3,unknown_female16.jpg
17,2,28,1,3,3,1,1872.29,2,unknown_male19.jpg
17,2,29,1,3,3,1,1529.33,3,unknown_female09.jpg
17,2,30,1,2,2,1,1414.67,4,unknown_female21.jpg
17,2,31,2,3,3,1,3010.3,2,unknown_male18.jpg
17,2,32,1,3,4,0,2834.46,2,unknown_male05.jpg
17,2,33,1,3,1,0,1053.68,3,unknown_female05.jpg
17,2,34,2,1,1,1,2881.42,3,unknown_female24.jpg
17,2,35,2,4,3,0,3912.15,3,unknown_male12.jpg
17,2,36,2,1,3,0,3294.01,2,unknown_female02.jpg
17,2,37,1,4,4,1,2733.18,4,unknown_male08.jpg
17,2,38,2,1,4,0,1963.54,2,unknown_male10.jpg
17,2,39,2,4,4,1,2136.48,4,unknown_male09.jpg
17,2,40,1,1,2,0,1422.74,3,unknown_male17.jpg
17,2,41,1,1,1,1,1610.39,4,unknown_female17.jpg
17,2,42,2,4,3,0,1710.38,2,unknown_female08.jpg
17,2,43,2,2,2,1,5980.9,2,unknown_female14.jpg
17,2,44,2,4,1,0,2410.05,3,unknown_male22.jpg
17,2,45,1,1,1,1,1127.23,4,unknown_male06.jpg
17,2,46,2,2,3,0,2955.69,3,unknown_male07.jpg
17,2,47,2,1,1,1,807.03,4,unknown_male23.jpg
17,2,48,1,2,2,1,1419.11,4,unknown_male15.jpg
18,1,1,1,2,2,1,18390.75,1,famous_male12.jpg
18,1,2,2,1,1,1,3200.09,3,famous_male05.jpg
18,1,3,2,1,3,0,22462.43,1,famous_male20.jpg
18,1,4,2,2,2,1,3929.59,4,famous_female13.jpg
18,1,5,2,2,2,1,1251.86,4,famous_female01.jpg
18,1,6,1,2,4,0,14490.88,2,famous_male13.jpg
18,1,7,2,3,3,1,1190.98,4,famous_male19.jpg
18,1,8,1,1,3,0,5498.85,2,famous_male14.jpg
18,1,9,1,1,1,1,2965.48,3,famous_male23.jpg
18,1,10,1,4,4,1,2886.92,4,famous_female07.jpg
18,1,11,1,4,4,1,1048.05,3,famous_male01.jpg
18,1,12,2,1,1,1,1748.25,4,famous_female15.jpg
18,1,13,2,4,4,1,7680.17,2,famous_female16.jpg
18,1,14,2,3,3,1,1230.22,4,famous_female08.jpg
18,1,15,2,3,3,1,1863.77,4,famous_male07.jpg
18,1,16,2,4,4,1,1901.35,2,famous_male09.jpg
18,1,17,2,1,1,1,1723.03,4,famous_female14.jpg
18,1,18,2,3,1,0,6785.14,3,famous_female04.jpg
18,1,19,1,3,2,0,3507.85,1,famous_female20.jpg
18,1,20,1,4,4,1,1308.81,4,famous_male10.jpg
18,1,21,1,4,4,1,6849.42,2,famous_female10.jpg
18,1,22,2,2,4,0,5991,1,famous_male22.jpg
18,1,23,1,4,3,0,2935.49,1,famous_female02.jpg
18,1,24,2,4,3,0,7114.66,1,famous_male08.jpg
18,1,25,2,4,4,1,1336.86,4,famous_female11.jpg
18,1,26,1,4,4,1,1667.79,3,famous_male11.jpg
18,1,27,2,2,2,1,6867.17,1,famous_male15.jpg
18,1,28,2,3,3,1,2242.06,3,famous_female17.jpg
18,1,29,1,2,2,1,3300.51,3,famous_female23.jpg
18,1,30,2,3,3,1,2565.84,3,famous_male17.jpg
18,1,31,2,1,1,1,1278.46,4,famous_female21.jpg
18,1,32,2,1,1,1,1775.32,3,famous_male06.jpg
18,1,33,1,1,3,0,7926.77,2,famous_female24.jpg
18,1,34,1,3,1,0,6766.18,1,famous_female22.jpg
18,1,35,2,2,2,1,5285.05,3,famous_male16.jpg
18,1,36,1,3,4,0,2794.66,1,famous_male21.jpg
18,1,37,1,2,2,1,3172.25,3,famous_female19.jpg
18,1,38,1,2,1,0,3718.48,1,famous_female05.jpg
18,1,39,2,4,4,1,2450.85,3,famous_female03.jpg
18,1,40,1,1,3,0,3651.43,1,famous_female18.jpg
18,1,41,1,3,4,0,3499.74,1,famous_female12.jpg
18,1,42,2,4,4,1,1469.24,3,famous_male18.jpg
18,1,43,1,3,3,1,5156.92,3,famous_male03.jpg
18,1,44,2,2,2,1,2402.28,3,famous_female09.jpg
18,1,45,1,3,1,0,2165.3,1,famous_male02.jpg
18,1,46,1,1,2,0,4162.93,2,famous_female06.jpg
18,1,47,1,2,3,0,4252.55,1,famous_male24.jpg
18,1,48,1,1,4,0,2240.82,2,famous_male04.jpg
19,2,1,1,4,3,0,9093.41,1,unknown_female04.jpg
19,2,2,2,3,3,1,2666.68,4,unknown_male13.jpg
19,2,3,1,3,3,1,3815.11,2,unknown_female22.jpg
19,2,4,2,2,4,0,3444.39,3,unknown_male03.jpg
19,2,5,2,1,2,0,3409.16,1,unknown_female10.jpg
19,2,6,1,1,1,1,3612.91,4,unknown_male19.jpg
19,2,7,2,1,2,0,2282.46,2,unknown_female09.jpg
19,2,8,1,1,3,0,3029.79,1,unknown_female17.jpg
19,2,9,2,4,4,1,2651.34,3,unknown_male05.jpg
19,2,10,1,2,3,0,1928.66,2,unknown_female24.jpg
19,2,11,1,4,4,1,3368.59,2,unknown_male18.jpg
19,2,12,2,4,4,1,2349.87,4,unknown_female14.jpg
19,2,13,1,1,2,0,2588.3,3,unknown_male23.jpg
19,2,14,1,3,4,0,2290.07,2,unknown_female13.jpg
19,2,15,1,1,1,1,2837.46,3,unknown_female15.jpg
19,2,16,1,2,1,0,7584.35,3,unknown_female06.jpg
19,2,17,1,4,3,0,4526.18,3,unknown_female03.jpg
19,2,18,2,3,4,0,2043.91,3,unknown_female20.jpg
19,2,19,1,4,2,0,4414.99,2,unknown_female07.jpg
19,2,20,2,4,3,0,2956.09,2,unknown_male17.jpg
19,2,21,1,3,2,0,2096.78,2,unknown_female16.jpg
