SID,Trial,Repetition,AscLoc,ScrResp,Corr,RT,Confident,ImgName
11,15,1,1,1,1,2209.53,3,nonwin12.png
11,16,1,2,2,1,1757.74,3,nonwex2_4.png
11,17,2,1,3,0,1583,1,nonwex5.png
11,18,1,3,1,0,1074.75,4,nonwin2_10.png
11,19,1,1,2,0,5172.26,3,nonwex2_2.png
11,20,2,4,4,1,1238.79,4,nonwex10.png
11,21,2,1,1,1,5877.5,3,nonwin9.png
11,22,1,3,3,1,1549.67,3,nonwex1.png
11,23,2,1,2,0,2198.84,3,nonwin1.png
11,24,1,3,2,0,1306.96,4,nonwex4.png
11,25,2,1,4,0,4278.88,2,nonwin2.png
11,26,2,3,3,1,1244.04,1,nonwin2_6.png
11,27,2,4,1,0,2952.31,1,nonwin2_7.png
11,28,2,1,4,0,1391.2,2,nonwex2_8.png
11,29,1,4,1,0,4292.68,3,nonwin2_9.png
11,30,1,4,1,0,1540.16,3,nonwin2_1.png
11,31,2,4,3,0,1309.28,4,nonwex2_9.png
11,32,2,2,3,0,1529.06,4,nonwex2.png
11,33,1,2,3,0,3749.08,3,nonwex6.png
11,34,1,3,3,1,1013.11,4,nonwex11.png
11,35,1,2,3,0,1120.72,4,nonwin8.png
11,36,2,3,1,0,1532.6,3,nonwex2_5.png
11,37,1,3,1,0,2440.57,4,nonwin5.png
11,38,2,4,3,0,8021.17,2,nonwex3.png
11,39,1,4,2,0,1259.42,3,nonwin3.png
11,40,2,4,2,0,1263.05,3,nonwin2_12.png
11,41,2,3,3,1,957.64,3,nonwex2_12.png
11,42,1,2,3,0,3303.06,2,nonwex12.png
11,43,1,1,1,1,1081.04,4,nonwex2_10.png
11,44,1,1,1,1,730.16,4,nonwex2_6.png
11,45,1,4,4,1,2696.21,4,nonwin2_3.png
11,46,1,4,2,0,1212.63,3,nonwin2_8.png
11,47,2,3,3,1,765.6,3,nonwex7.png
11,48,1,3,2,0,1070.61,1,nonwin7.png
12,1,1,1,4,0,4476.2,3,nonwex5.png
12,2,2,4,1,0,2538.82,3,nonwin2_1.png
12,3,2,3,3,1,7320.23,2,nonwin2.png
12,4,1,1,1,1,2306.12,4,nonwin2_5.png
12,5,1,3,2,0,5297.52,3,nonwex2_4.png
12,6,2,3,3,1,9712.02,2,nonwex2_6.png
12,7,2,3,4,0,2146.42,4,nonwex2.png
12,8,2,4,1,0,1825.98,3,nonwex8.png
12,9,2,3,3,1,2273.84,4,nonwex2_11.png
12,10,1,4,2,0,2203.81,4,nonwex2_1.png
12,11,2,2,2,1,6189.61,3,nonwin6.png
12,12,2,3,1,0,2470.36,3,nonwin7.png
12,13,1,1,1,1,1159.89,4,nonwin3.png
12,14,1,4,4,1,1417.54,4,nonwex2_10.png
12,15,2,3,1,0,1522.74,3,nonwin12.png
12,16,2,1,1,1,1348,3,nonwex2_5.png
12,17,1,2,2,1,1469.13,3,nonwin2_9.png
12,18,2,2,2,1,2144.82,4,nonwex6.png
12,19,1,2,2,1,1520.01,4,nonwin2_3.png
12,20,2,1,2,0,9340.14,2,nonwin2_4.png
12,21,1,3,1,0,1454.38,4,nonwex12.png
12,22,2,1,1,1,924.95,4,nonwin2_2.png
12,23,1,3,3,1,3141.98,4,nonwin2_12.png
12,24,2,2,1,0,1559.88,3,nonwin8.png
12,25,2,4,4,1,9985.18,2,nonwex11.png
12,26,1,3,4,0,3030.27,2,nonwex2_12.png
12,27,1,4,4,1,2722.82,3,nonwex10.png
12,28,2,2,2,1,3861.84,2,nonwin1.png
12,29,1,1,2,0,1856.01,3,nonwex1.png
12,30,2,2,4,0,10169.54,4,nonwex2_7.png
12,31,1,4,1,0,6910.56,2,nonwin5.png
12,32,2,4,1,0,2412.65,2,nonwex2_8.png
12,33,2,1,1,1,7518.63,2,nonwin2_11.png
12,34,2,1,1,1,8896.07,4,nonwex2_9.png
12,35,2,1,3,0,3703.16,3,nonwin2_8.png
12,36,2,2,2,1,4287.08,2,nonwin2_7.png
12,37,2,4,2,0,1865.57,4,nonwex3.png
12,38,1,3,2,0,2192.24,4,nonwin2_6.png
12,39,1,2,2,1,1446.99,4,nonwin2_10.png
12,40,1,1,1,1,3082.83,3,nonwin4.png
12,41,1,2,4,0,6623.36,3,nonwex7.png
12,42,1,1,4,0,4176.46,3,nonwex2_3.png
12,43,2,4,2,0,19952.6,1,nonwex4.png
12,44,1,4,2,0,2023.39,3,nonwin11.png
12,45,1,2,2,1,5358.39,4,nonwex9.png
12,46,1,4,4,1,2686.69,4,nonwin10.png
12,47,1,2,3,0,2541.69,3,nonwin9.png
12,48,1,3,1,0,8370.15,2,nonwex2_2.png
13,1,1,2,2,1,4314.74,2,nonwex4.png
13,2,1,4,2,0,1576.54,1,nonwex11.png
13,3,2,4,3,0,3687.58,1,nonwin3.png
13,4,1,3,3,1,3487.56,4,nonwex2_5.png
13,5,2,1,4,0,1892.84,2,nonwin11.png
13,6,2,1,3,0,1182.28,3,nonwin2_5.png
13,7,2,3,1,0,3327.63,1,nonwex9.png
13,8,2,2,2,1,1002.09,3,nonwex2_3.png
13,9,1,2,2,1,1085.57,4,nonwin6.png
13,10,2,2,2,1,1476.18,4,nonwex7.png
13,11,2,1,2,0,975.92,4,nonwex2_4.png
13,12,1,4,1,0,1406.37,1,nonwex8.png
13,13,1,2,4,0,1290.32,1,nonwin2_4.png
13,14,1,3,3,1,1152.77,4,nonwin2.png
13,15,2,2,2,1,2188.61,3,nonwin2_10.png
13,16,1,3,3,1,1331.46,3,nonwex2_9.png
13,17,1,1,1,1,1620.75,1,nonwin12.png
13,18,2,3,4,0,2448.61,1,nonwin2_6.png
13,19,2,4,4,1,1255.34,1,nonwin4.png
13,20,2,3,2,0,3707.28,1,nonwex1.png
13,21,1,3,3,1,1151.84,2,nonwex2_7.png
13,22,1,4,3,0,966.22,2,nonwin2_8.png
13,23,1,1,1,1,1772.87,1,nonwex2_8.png
13,24,1,3,3,1,4648.98,3,nonwin8.png
13,25,1,4,4,1,3246.19,3,nonwex2_11.png
13,26,2,4,4,1,935.59,4,nonwex2_12.png
13,27,1,1,1,1,1237.87,1,nonwin2_1.png
13,28,1,2,2,1,1511.46,4,nonwin2_11.png
13,29,1,4,3,0,1115.48,2,nonwex2.png
13,30,1,2,3,0,1063.23,1,nonwin2_7.png
13,31,2,3,1,0,1373.85,1,nonwex10.png
13,32,1,2,1,0,1207.73,1,nonwin2_2.png
13,33,2,2,4,0,1750.39,2,nonwex2_1.png
13,34,2,1,2,0,1981.21,2,nonwin2_12.png
13,35,2,4,4,1,1110.87,4,nonwex2_2.png
13,36,2,2,2,1,1592.36,3,nonwin2_9.png
13,37,2,4,1,0,937.56,1,nonwex5.png
13,38,1,1,1,1,816.02,1,nonwin7.png
13,39,1,1,1,1,1286.27,4,nonwex3.png
13,40,2,4,4,1,783.37,4,nonwin10.png
13,41,2,2,3,0,1696.33,3,nonwex2_10.png
13,42,1,4,3,0,1444.45,3,nonwex6.png
13,43,1,1,3,0,1267.19,4,nonwin1.png
13,44,1,3,1,0,956.88,1,nonwex2_6.png
13,45,2,3,3,1,1005.84,4,nonwex12.png
13,46,2,1,3,0,1225.69,2,nonwin5.png
13,47,2,3,2,0,1013.94,1,nonwin2_3.png
13,48,2,1,2,0,892.51,1,nonwin9.png
