SID,Familiarity,Trial,Repetition,ImgCat,Loc,Resp,Corr,RT,ImgName
47,2,48,2,1,1,1,1,828.18,unknown_male09.jpg
48,1,1,2,1,2,2,1,814.8,famous_male17.jpg
48,1,2,2,2,4,4,1,714.97,famous_female06.jpg
48,1,3,2,2,4,4,1,823.03,famous_female15.jpg
48,1,4,2,1,2,2,1,739.12,famous_male24.jpg
48,1,5,2,1,2,2,1,743.2,famous_male21.jpg
48,1,6,2,2,2,2,1,707.29,famous_female01.jpg
48,1,7,1,2,2,2,1,735.36,famous_female12.jpg
48,1,8,2,2,1,1,1,651.43,famous_female08.jpg
48,1,9,1,1,4,4,1,623.56,famous_male11.jpg
48,1,10,1,2,3,3,1,899.73,famous_female03.jpg
48,1,11,1,2,1,1,1,847.74,famous_female07.jpg
48,1,12,2,2,3,3,1,1043.82,famous_female18.jpg
48,1,13,2,1,1,1,1,855.91,famous_male03.jpg
48,1,14,2,2,3,3,1,724,famous_female21.jpg
48,1,15,2,1,4,4,1,576.08,famous_male05.jpg
48,1,16,1,1,1,1,1,756.17,famous_male14.jpg
48,1,17,2,2,3,3,1,608.26,famous_female17.jpg
48,1,18,1,1,4,4,1,860.34,famous_male13.jpg
48,1,19,1,2,3,3,1,608.39,famous_female05.jpg
48,1,20,1,1,2,2,1,588.52,famous_male02.jpg
48,1,21,1,2,4,4,1,576.57,famous_female04.jpg
48,1,22,1,1,1,1,1,540.6,famous_male12.jpg
48,1,23,2,2,2,2,1,600.77,famous_female09.jpg
48,1,24,1,2,4,4,1,868.86,famous_female10.jpg
48,1,25,1,1,3,3,1,568.95,famous_male10.jpg
48,1,26,2,1,1,1,1,500.96,famous_male22.jpg
48,1,27,2,1,3,3,1,753.14,famous_male06.jpg
48,1,28,2,2,1,1,1,669.21,famous_female23.jpg
48,1,29,2,1,3,3,1,585.31,famous_male23.jpg
48,1,30,2,2,2,2,1,557.39,famous_female14.jpg
48,1,31,1,2,4,4,1,521.42,famous_female19.jpg
48,1,32,2,1,4,4,1,669.56,famous_male08.jpg
48,1,33,1,1,1,1,1,577.65,famous_male01.jpg
48,1,34,1,1,3,3,1,637.76,famous_male07.jpg
48,1,35,2,2,1,1,1,553.8,famous_female20.jpg
48,1,36,2,2,4,4,1,509.91,famous_female11.jpg
48,1,37,1,2,2,2,1,530.01,famous_female16.jpg
48,1,38,1,1,2,2,1,518.01,famous_male04.jpg
48,1,39,1,1,4,4,1,514.18,famous_male19.jpg
48,1,40,1,2,2,2,1,526.26,famous_female24.jpg
48,1,41,2,1,3,3,1,586.35,famous_male16.jpg
48,1,42,1,1,3,3,1,558.41,famous_male18.jpg
48,1,43,1,1,2,2,1,506.53,famous_male20.jpg
48,1,44,2,1,4,4,1,542.62,famous_male09.jpg
48,1,45,1,2,3,3,1,546.72,famous_female02.jpg
48,1,46,1,2,1,1,1,614.81,famous_female13.jpg
48,1,47,1,2,1,1,1,538.88,famous_female22.jpg
48,1,48,2,1,1,1,1,686.96,famous_male15.jpg
