SID,RepTime,Trial,Resp,Corr,RT,ImgName
4,2,5,2,1,690.46,nonwin2_12.png
4,2,6,2,1,694.66,nonwin2_3.png
4,2,7,2,1,674.91,nonwex7.png
4,2,8,1,1,895.14,nonwin2_10.png
4,2,9,1,1,523.38,nonwin10.png
4,2,10,1,1,607.61,nonwex2_1.png
4,2,11,2,1,715.83,nonwin4.png
4,2,12,1,1,712,nonwin3.png
4,2,13,2,1,812.23,nonwex2_10.png
4,2,14,1,1,624.52,nonwex2_2.png
4,2,15,1,1,804.74,nonwex2_12.png
4,2,16,1,1,768.98,nonwex2_3.png
4,2,17,2,1,741.21,nonwin2_9.png
4,2,18,2,1,769.41,nonwin9.png
4,2,19,2,1,853.66,nonwex5.png
4,2,20,1,1,657.9,nonwex12.png
4,2,21,2,1,702.13,nonwex10.png
4,2,22,2,1,706.35,nonwex1.png
4,2,23,2,1,806.57,nonwex9.png
4,2,24,2,1,938.82,nonwin5.png
4,3,1,2,1,1014.46,nonwin2_9.png
4,3,2,2,1,706.67,nonwin11.png
4,3,3,2,1,846.87,nonwin5.png
4,3,4,2,1,699.13,nonwin2_6.png
4,3,5,2,1,655.31,nonwin4.png
4,3,6,1,1,579.58,nonwin10.png
4,3,7,1,1,735.82,nonwex2_10.png
4,3,8,2,1,884.06,nonwex5.png
4,3,9,1,1,864.28,nonwex2_1.png
4,3,10,1,1,780.51,nonwex2_3.png
4,3,11,1,1,824.74,nonwex9.png
4,3,12,2,1,628.96,nonwex12.png
4,3,13,2,1,809.2,nonwex2_4.png
4,3,14,2,1,861.38,nonwex1.png
4,3,15,1,1,833.66,nonwin2_12.png
4,3,16,1,1,757.86,nonwin2_3.png
4,3,17,1,1,786.12,nonwin3.png
4,3,18,1,1,670.35,nonwex2_2.png
4,3,19,2,1,794.58,nonwex7.png
4,3,20,1,1,758.81,nonwin2_10.png
4,3,21,2,1,786.98,nonwex2_12.png
4,3,22,1,1,719.2,nonwin2_5.png
4,3,23,2,1,643.46,nonwin9.png
4,3,24,2,1,655.72,nonwex10.png
4,4,1,1,1,736.57,nonwex2_2.png
4,4,2,2,1,612.8,nonwin2_9.png
4,4,3,2,1,609.02,nonwex9.png
4,4,4,2,1,693.24,nonwin9.png
4,4,5,1,1,825.52,nonwex7.png
4,4,6,1,1,629.75,nonwin5.png
4,4,7,2,1,657.92,nonwex2_12.png
4,4,8,2,1,734.17,nonwin11.png
4,4,9,2,1,722.44,nonwex2_4.png
4,4,10,1,1,606.66,nonwin2_5.png
4,4,11,2,1,618.87,nonwin2_10.png
4,4,12,2,1,783.13,nonwex1.png
4,4,13,2,1,691.29,nonwex10.png
4,4,14,1,1,655.57,nonwex2_3.png
4,4,15,1,1,803.76,nonwex5.png
4,4,16,1,1,1103.93,nonwin3.png
4,4,17,1,1,636.2,nonwex12.png
4,4,18,2,1,688.51,nonwex2_1.png
4,4,19,1,1,684.67,nonwin2_12.png
4,4,20,1,1,624.95,nonwin10.png
4,4,21,2,1,629.14,nonwin2_6.png
4,4,22,1,1,745.37,nonwex2_10.png
4,4,23,2,1,581.63,nonwin2_3.png
4,4,24,2,1,593.87,nonwin4.png
4,5,1,2,1,911.65,nonwex7.png
4,5,2,2,1,547.92,nonwin11.png
4,5,3,2,1,584.09,nonwex10.png
4,5,4,2,1,636.33,nonwin2_3.png
4,5,5,2,1,624.61,nonwin9.png
4,5,6,1,1,836.8,nonwex2_2.png
4,5,7,2,1,625.07,nonwex2_12.png
4,5,8,2,1,741.26,nonwex2_1.png
4,5,9,1,1,481.53,nonwin10.png
4,5,10,1,1,549.76,nonwex2_3.png
4,5,11,1,1,657.98,nonwin2_5.png
4,5,12,1,1,678.18,nonwex2_10.png
4,5,13,1,1,794.44,nonwin5.png
4,5,14,2,1,542.68,nonwin4.png
4,5,15,2,1,538.88,nonwex9.png
4,5,16,2,1,583.08,nonwex5.png
4,5,17,2,1,706.66,nonwex1.png
4,5,18,1,1,734.93,nonwex12.png
4,5,19,1,1,763.12,nonwin2_12.png
4,5,20,2,1,703.4,nonwin2_6.png
4,5,21,2,1,619.59,nonwin2_9.png
4,5,22,2,1,623.81,nonwin3.png
4,5,23,2,1,660.07,nonwex2_4.png
4,5,24,2,1,688.3,nonwin2_10.png
4,6,1,1,1,931.2,nonwin10.png
4,6,2,2,1,535.46,nonwex2_12.png
4,6,3,1,1,595.69,nonwex5.png
4,6,4,1,1,879.9,nonwin2_5.png
4,6,5,1,1,564.12,nonwex2_3.png
4,6,6,2,1,600.35,nonwex10.png
4,6,7,1,1,900.61,nonwin5.png
4,6,8,2,1,520.8,nonwin3.png
4,6,9,2,1,541.09,nonwex9.png
4,6,10,2,1,497.27,nonwex2_4.png
4,6,11,2,1,541.49,nonwin2_6.png
4,6,12,2,1,545.73,nonwin2_10.png
4,6,13,1,1,878.01,nonwex2_10.png
4,6,14,1,1,626.22,nonwin2_12.png
4,6,15,2,1,598.47,nonwex1.png
4,6,16,2,1,706.66,nonwex2_1.png
4,6,17,2,1,558.93,nonwin2_9.png
4,6,18,2,1,563.17,nonwex7.png
4,6,19,2,1,575.38,nonwin2_3.png
4,6,20,2,1,659.62,nonwex2_2.png
4,6,21,1,1,639.82,nonwex12.png
4,6,22,2,1,636.07,nonwin9.png
4,6,23,2,1,712.31,nonwin4.png
4,6,24,2,1,660.49,nonwin11.png
4,7,1,2,1,721.91,nonwin2_6.png
4,7,2,1,1,670.15,nonwin2_12.png
4,7,3,2,1,626.34,nonwin2_10.png
4,7,4,2,1,534.57,nonwex1.png
4,7,5,2,1,522.78,nonwex5.png
4,7,6,2,1,479.07,nonwex7.png
4,7,7,2,1,531.28,nonwin9.png
4,7,8,2,1,567.51,nonwin2_9.png
4,7,9,2,1,563.72,nonwin4.png
4,7,10,1,1,639.9,nonwin10.png
4,7,11,1,1,620.17,nonwin3.png
4,7,12,1,1,528.43,nonwin5.png
4,7,13,1,1,556.62,nonwex2_2.png
4,7,14,2,1,632.88,nonwex2_4.png
4,7,15,2,1,733.12,nonwex2_1.png
4,7,16,2,1,521.37,nonwin2_3.png
4,7,17,2,1,533.55,nonwin11.png
4,7,18,1,1,617.83,nonwex2_10.png
4,7,19,1,1,702.06,nonwex2_3.png
4,7,20,2,1,538.25,nonwex10.png
4,7,21,1,1,590.51,nonwin2_5.png
4,7,22,1,1,746.74,nonwex12.png
4,7,23,2,1,846.89,nonwex2_12.png
4,7,24,2,1,699.18,nonwex9.png
4,8,1,2,1,627.62,nonwex2_4.png
4,8,2,1,1,575.82,nonwex2_3.png
4,8,3,2,1,516.09,nonwin9.png
4,8,4,2,1,480.34,nonwex9.png
4,8,5,2,1,452.52,nonwin4.png
4,8,6,2,1,520.8,nonwex5.png
4,8,7,2,1,501.03,nonwex2_12.png
4,8,8,2,1,521.21,nonwin2_6.png
4,8,9,2,1,493.49,nonwin11.png
4,8,10,1,1,521.71,nonwin2_5.png
4,8,11,1,1,581.95,nonwex10.png
4,8,12,1,1,570.14,nonwin10.png
4,8,13,1,1,550.37,nonwex12.png
4,8,14,2,1,658.63,nonwex2_1.png
4,8,15,1,1,878.83,nonwin5.png
4,8,16,1,1,651.07,nonwin2_12.png
4,8,17,2,1,655.31,nonwin3.png
4,8,18,2,1,771.49,nonwin2_10.png
4,8,19,2,1,487.76,nonwex1.png
4,8,20,2,1,507.99,nonwex7.png
4,8,21,2,1,760.24,nonwex2_2.png
4,8,22,1,1,572.42,nonwex2_10.png
4,8,23,2,1,600.63,nonwin2_9.png
4,8,24,2,1,660.93,nonwin2_3.png
5,1,1,0,0,0,nonwex2_7.png
5,1,2,1,1,732.32,nonwin12.png
5,1,3,1,1,704.49,nonwex2_6.png
5,1,4,1,1,1100.77,nonwex2.png
5,1,5,1,1,937,nonwin2_4.png
5,1,6,2,1,709.24,nonwin2_2.png
5,1,7,1,1,713.41,nonwex2_9.png
5,1,8,1,1,901.65,nonwex3.png
5,1,9,1,1,721.92,nonwin6.png
5,1,10,1,1,750.15,nonwex11.png
5,1,11,2,1,666.33,nonwin8.png
5,1,12,1,1,742.55,nonwex6.png
5,1,13,2,1,834.81,nonwin2_11.png
5,1,14,1,1,743.08,nonwex4.png
5,1,15,1,1,907.26,nonwin2_1.png
5,1,16,1,1,831.52,nonwin7.png
5,1,17,2,1,691.69,nonwex2_5.png
5,1,18,1,1,1007.95,nonwin1.png
5,1,19,1,1,756.18,nonwex2_8.png
5,1,20,2,1,784.4,nonwin2_8.png
5,1,21,2,1,932.68,nonwex8.png
5,1,22,1,1,904.91,nonwex2_11.png
5,1,23,1,1,741.14,nonwin2.png
5,1,24,0,0,0,nonwin2_7.png
5,2,1,1,1,884.28,nonwex2.png
5,2,2,1,1,784.5,nonwin6.png
5,2,3,2,1,996.69,nonwin1.png
5,2,4,2,1,553,nonwin2_1.png
5,2,5,1,1,645.22,nonwex11.png
5,2,6,1,1,937.46,nonwex2_8.png
5,2,7,1,1,837.67,nonwin7.png
5,2,8,1,1,657.91,nonwin2_8.png
5,2,9,0,0,0,nonwin12.png
5,2,10,1,1,946.34,nonwex6.png
5,2,11,2,1,750.58,nonwex2_7.png
5,2,12,1,1,802.84,nonwex2_11.png
5,2,13,0,0,0,nonwin2_4.png
5,2,14,1,1,915.28,nonwex2_9.png
5,2,15,2,1,815.53,nonwin2_7.png
5,2,16,2,1,1019.76,nonwex8.png
5,2,17,1,1,655.9,nonwin8.png
5,2,18,2,1,684.2,nonwin2.png
5,2,19,2,1,752.45,nonwex2_5.png
5,2,20,2,1,772.66,nonwin2_11.png
5,2,21,1,1,632.9,nonwex4.png
5,2,22,0,0,0,nonwin2_2.png
5,2,23,1,1,777.37,nonwex3.png
5,2,24,0,0,0,nonwex2_6.png
5,3,1,0,0,0,nonwex4.png
5,3,2,1,1,431.89,nonwin2_7.png
5,3,3,0,0,0,nonwin2_11.png
5,3,4,2,1,600.41,nonwin2_8.png
5,3,5,1,1,796.6,nonwin12.png
5,3,6,2,1,832.83,nonwin1.png
5,3,7,1,1,533.12,nonwex3.png
5,3,8,1,1,393.32,nonwex8.png
5,3,9,0,0,0,nonwex11.png
5,3,10,2,1,793.8,nonwex2.png
5,3,11,1,1,318.04,nonwin2_1.png
5,3,12,1,1,378.07,nonwex2_6.png
5,3,13,1,1,326.48,nonwex6.png
5,3,14,1,1,826.72,nonwex2_8.png
5,3,15,1,1,798.92,nonwin6.png
5,3,16,1,1,651.11,nonwin2_2.png
5,3,17,1,1,727.4,nonwex2_9.png
5,3,18,1,1,819.58,nonwin8.png
5,3,19,2,1,647.83,nonwin2.png
5,3,20,2,1,716.1,nonwin2_4.png
5,3,21,2,1,728.3,nonwex2_11.png
5,3,22,2,1,644.5,nonwex2_5.png
5,3,23,1,1,840.79,nonwex2_7.png
5,3,24,2,1,845.02,nonwin7.png
5,4,1,2,1,787.02,nonwex2_5.png
5,4,2,1,1,551.25,nonwin7.png
5,4,3,1,1,603.48,nonwin8.png
5,4,4,1,1,783.75,nonwex2.png
5,4,5,2,1,803.96,nonwin2_8.png
5,4,6,0,0,0,nonwex2_9.png
5,4,7,2,1,676.43,nonwin2_4.png
5,4,8,1,1,736.65,nonwex2_11.png
5,4,9,2,1,620.83,nonwin2_7.png
5,4,10,2,1,769.07,nonwin2_11.png
5,4,11,1,1,541.35,nonwin2_2.png
5,4,12,1,1,337.57,nonwex2_7.png
5,4,13,1,1,805.78,nonwex6.png
5,4,14,2,1,834.04,nonwex2_6.png
5,4,15,1,1,622.28,nonwin2_1.png
5,4,16,1,1,610.5,nonwex2_8.png
5,4,17,1,1,710.73,nonwex11.png
5,4,18,1,1,882.96,nonwex4.png
5,4,19,0,0,0,nonwin2.png
5,4,20,0,0,0,nonwex3.png
5,4,21,2,1,791.61,nonwex8.png
5,4,22,1,1,979.88,nonwin1.png
5,4,23,2,1,944.05,nonwin12.png
5,4,24,1,1,876.34,nonwin6.png
5,5,1,1,1,659.68,nonwin2_2.png
5,5,2,0,0,0,nonwex4.png
5,5,3,1,1,580.1,nonwin2_4.png
5,5,4,0,0,0,nonwex2.png
5,5,5,1,1,588.61,nonwin1.png
5,5,6,1,1,592.84,nonwex3.png
5,5,7,0,0,0,nonwin2_7.png
5,5,8,2,1,537.3,nonwex2_6.png
5,5,9,1,1,461.52,nonwex2_8.png
5,5,10,1,1,361.73,nonwin12.png
5,5,11,1,1,541.99,nonwin2.png
5,5,12,0,0,0,nonwex11.png
5,5,13,1,1,670.45,nonwex2_11.png
5,5,14,1,1,682.66,nonwex2_7.png
5,5,15,0,0,0,nonwex6.png
5,5,16,1,1,851.06,nonwex2_9.png
5,5,17,1,1,1063.37,nonwin2_1.png
5,5,18,0,0,0,nonwin2_11.png
5,5,19,1,1,599.83,nonwin6.png
5,5,20,0,0,0,nonwin8.png
5,5,21,1,1,632.26,nonwin2_8.png
5,5,22,2,1,636.51,nonwin7.png
5,5,23,1,1,712.75,nonwex2_5.png
5,5,24,2,1,644.97,nonwex8.png
5,6,1,1,1,850.38,nonwex2.png
5,6,2,1,1,622.58,nonwex3.png
5,6,3,0,0,0,nonwex11.png
5,6,4,1,1,543.08,nonwin2_7.png
5,6,5,1,1,651.33,nonwex6.png
5,6,6,1,1,519.51,nonwin12.png
5,6,7,1,1,659.76,nonwex2_7.png
5,6,8,1,1,719.92,nonwin8.png
5,6,9,0,0,0,nonwin2_8.png
5,6,10,1,1,912.47,nonwin2_11.png
5,6,11,1,1,660.71,nonwex8.png
5,6,12,2,1,680.93,nonwin2_2.png
5,6,13,2,1,765.15,nonwin2.png
5,6,14,1,1,657.39,nonwex2_9.png
5,6,15,1,1,525.62,nonwin2_1.png
5,6,16,1,1,537.82,nonwin7.png
5,6,17,1,1,886.07,nonwex2_11.png
5,6,18,1,1,634.31,nonwex2_5.png
5,6,19,1,1,614.51,nonwin2_4.png
5,6,20,1,1,522.73,nonwex2_6.png
5,6,21,1,1,382.95,nonwin6.png
5,6,22,1,1,347.19,nonwin1.png
5,6,23,1,1,295.42,nonwex4.png
5,6,24,1,1,331.63,nonwex2_8.png
5,7,1,1,1,901,nonwin1.png
5,7,2,1,1,609.22,nonwin2_4.png
5,7,3,1,1,741.44,nonwex2.png
5,7,4,1,1,481.66,nonwin2_8.png
5,7,5,1,1,453.94,nonwin7.png
5,7,6,1,1,330.11,nonwin2_11.png
5,7,7,1,1,238.36,nonwex11.png
5,7,8,1,1,282.63,nonwex2_6.png
5,7,9,1,1,278.79,nonwex2_8.png
5,7,10,1,1,291.08,nonwin6.png
5,7,11,0,0,0,nonwex6.png
5,7,12,1,1,459.54,nonwex2_9.png
5,7,13,1,1,471.74,nonwin12.png
5,7,14,1,1,708,nonwin2_1.png
5,7,15,2,1,672.23,nonwex8.png
5,7,16,1,1,500.41,nonwin8.png
5,7,17,1,1,840.67,nonwex4.png
5,7,18,2,1,652.92,nonwex2_5.png
5,7,19,2,1,681.15,nonwin2_2.png
5,7,20,2,1,733.34,nonwin2.png
5,7,21,0,0,0,nonwin2_7.png
5,7,22,1,1,501.84,nonwex2_11.png
5,7,23,1,1,738.03,nonwex2_7.png
5,7,24,1,1,646.29,nonwex3.png
5,8,1,0,0,0,nonwex2_8.png
5,8,2,1,1,503.33,nonwex2_11.png
5,8,3,1,1,707.58,nonwin1.png
5,8,4,2,1,647.82,nonwin12.png
5,8,5,2,1,692,nonwin2_4.png
5,8,6,1,1,496.28,nonwex4.png
5,8,7,1,1,916.5,nonwin6.png
5,8,8,1,1,928.66,nonwex6.png
5,8,9,2,1,652.95,nonwin2_2.png
5,8,10,1,1,641.19,nonwex2.png
5,8,11,1,1,525.38,nonwin2.png
5,8,12,1,1,369.65,nonwin2_1.png
5,8,13,1,1,437.74,nonwex3.png
5,8,14,1,1,386.07,nonwin2_8.png
5,8,15,1,1,790.34,nonwex2_7.png
5,8,16,1,1,874.55,nonwin2_7.png
5,8,17,1,1,638.76,nonwin8.png
5,8,18,1,1,707.03,nonwex2_5.png
5,8,19,1,1,471.24,nonwin2_11.png
5,8,20,0,0,0,nonwex2_9.png
5,8,21,1,1,663.72,nonwex11.png
5,8,22,2,1,619.9,nonwex8.png
5,8,23,1,1,544.17,nonwin7.png
5,8,24,0,0,0,nonwex2_6.png
6,1,1,2,1,882.72,nonwin11.png
6,1,2,2,1,774.26,nonwin2.png
6,1,3,2,1,650.48,nonwex7.png
6,1,4,1,1,758.75,nonwex2_9.png
6,1,5,2,1,722.95,nonwex5.png
6,1,6,1,1,751.2,nonwin1.png
6,1,7,1,1,771.39,nonwex2_5.png
6,1,8,1,1,783.61,nonwin2_12.png
6,1,9,1,1,755.9,nonwex10.png
6,1,10,2,1,784.04,nonwin2_7.png
6,1,11,2,1,804.32,nonwin9.png
6,1,12,1,1,648.58,nonwin4.png
6,1,13,1,1,852.76,nonwex8.png
6,1,14,1,1,672.98,nonwex2_3.png
6,1,15,1,1,885.25,nonwex2_11.png
6,1,16,2,1,777.43,nonwex2_12.png
6,1,17,1,1,917.72,nonwex2_1.png
6,1,18,1,1,721.95,nonwin6.png
6,1,19,2,1,742.14,nonwin2_11.png
6,1,20,1,1,714.42,nonwin2_6.png
6,1,21,2,1,854.65,nonwex9.png
6,1,22,2,1,626.88,nonwex2_8.png
6,1,23,1,1,831.11,nonwex3.png
6,1,24,1,1,803.34,nonwex2.png
6,2,1,1,1,630.26,nonwin11.png
6,2,2,2,1,690.51,nonwin2_7.png
6,2,3,2,1,622.71,nonwex2_11.png
6,2,4,1,1,842.97,nonwin6.png
6,2,5,2,1,735.14,nonwex2_12.png
6,2,6,1,1,755.38,nonwex2.png
6,2,7,2,1,735.62,nonwin9.png
6,2,8,2,1,667.85,nonwin2_11.png
6,2,9,1,1,784.07,nonwex8.png
6,2,10,1,1,868.33,nonwex2_3.png
6,2,11,2,1,792.58,nonwex9.png
6,2,12,1,1,852.79,nonwex10.png
6,2,13,1,1,824.99,nonwex2_9.png
6,2,14,2,1,805.25,nonwex7.png
6,2,15,1,1,985.46,nonwin2_6.png
6,2,16,1,1,829.72,nonwex2_5.png
6,2,17,2,1,729.95,nonwex5.png
6,2,18,1,1,798.18,nonwex2_1.png
6,2,19,1,1,850.41,nonwin2_12.png
6,2,20,2,1,694.65,nonwin1.png
6,2,21,1,1,698.87,nonwin4.png
6,2,22,1,1,663.04,nonwex2_8.png
6,2,23,1,1,715.33,nonwin2.png
6,2,24,1,1,671.52,nonwex3.png
6,3,1,1,1,650.94,nonwex2_11.png
6,3,2,1,1,743.2,nonwex7.png
6,3,3,2,1,555.38,nonwin2_11.png
6,3,4,2,1,719.63,nonwin11.png
6,3,5,1,1,611.85,nonwex2_8.png
6,3,6,1,1,712.1,nonwin9.png
6,3,7,1,1,708.31,nonwex10.png
6,3,8,2,1,672.5,nonwex5.png
6,3,9,2,1,812.8,nonwin1.png
6,3,10,1,1,753.03,nonwex8.png
6,3,11,2,1,741.24,nonwex2.png
6,3,12,1,1,761.49,nonwex2_3.png
6,3,13,2,1,725.72,nonwex2_12.png
6,3,14,1,1,673.95,nonwex2_5.png
6,3,15,2,1,758.15,nonwin6.png
6,3,16,1,1,602.4,nonwin4.png
6,3,17,1,1,694.64,nonwex9.png
6,3,18,2,1,706.87,nonwex2_1.png
6,3,19,1,1,679.09,nonwex2_9.png
6,3,20,1,1,1027.27,nonwin2_12.png
6,3,21,2,1,831.52,nonwin2_7.png
6,3,22,1,1,787.79,nonwex3.png
6,3,23,1,1,751.98,nonwin2_6.png
6,3,24,2,1,852.24,nonwin2.png
6,4,1,2,1,733.5,nonwin2_7.png
6,4,2,1,1,665.77,nonwin2_12.png
6,4,3,1,1,702.01,nonwex2_3.png
6,4,4,2,1,762.26,nonwin11.png
6,4,5,2,1,694.49,nonwin4.png
6,4,6,2,1,682.66,nonwin9.png
6,4,7,1,1,686.93,nonwex7.png
6,4,8,2,1,859.17,nonwin1.png
6,4,9,2,1,951.41,nonwex2.png
6,4,10,2,1,867.58,nonwex2_12.png
6,4,11,1,1,695.82,nonwex5.png
6,4,12,1,1,716.1,nonwex2_5.png
6,4,13,1,1,672.29,nonwin2_6.png
6,4,14,1,1,548.55,nonwin6.png
6,4,15,1,1,736.78,nonwex9.png
6,4,16,1,1,757.01,nonwex3.png
6,4,17,1,1,681.18,nonwin2_11.png
6,4,18,1,1,677.45,nonwex2_1.png
6,4,19,1,1,1001.64,nonwex10.png
6,4,20,1,1,789.92,nonwex2_9.png
6,4,21,1,1,914.15,nonwex2_8.png
6,4,22,1,1,710.39,nonwex2_11.png
6,4,23,2,1,722.56,nonwex8.png
6,4,24,1,1,742.79,nonwin2.png
6,5,1,2,1,684.86,nonwin2_6.png
6,5,2,2,1,657.11,nonwin2_7.png
6,5,3,1,1,741.35,nonwex2_9.png
6,5,4,1,1,905.53,nonwex2_12.png
6,5,5,1,1,741.76,nonwex9.png
6,5,6,2,1,657.98,nonwin9.png
6,5,7,1,1,774.24,nonwin2_12.png
6,5,8,1,1,562.49,nonwin6.png
6,5,9,1,1,606.65,nonwin2.png
6,5,10,1,1,594.95,nonwex5.png
6,5,11,1,1,495.18,nonwin4.png
6,5,12,1,1,587.4,nonwex2_1.png
6,5,13,1,1,567.64,nonwex2_5.png
6,5,14,1,1,547.79,nonwex10.png
6,5,15,1,1,624.06,nonwex2_3.png
6,5,16,1,1,588.33,nonwex8.png
6,5,17,1,1,624.5,nonwex2.png
6,5,18,1,1,612.74,nonwex3.png
6,5,19,1,1,736.96,nonwex2_11.png
6,5,20,1,1,717.24,nonwex2_8.png
6,5,21,1,1,641.42,nonwin11.png
6,5,22,1,1,485.66,nonwex7.png
6,5,23,1,1,761.94,nonwin1.png
6,5,24,1,1,766.17,nonwin2_11.png
6,6,1,1,1,755.52,nonwex2_11.png
6,6,2,1,1,679.71,nonwex2_8.png
6,6,3,2,1,612,nonwin2_7.png
6,6,4,1,1,648.24,nonwin1.png
6,6,5,2,1,660.42,nonwin9.png
6,6,6,2,1,640.67,nonwin2_11.png
6,6,7,1,1,700.9,nonwin6.png
6,6,8,1,1,729.15,nonwex2_9.png
6,6,9,1,1,541.35,nonwex3.png
6,6,10,1,1,777.57,nonwex2_12.png
6,6,11,1,1,701.82,nonwex2_1.png
6,6,12,1,1,521.42,nonwex8.png
6,6,13,1,1,637.64,nonwin2_12.png
6,6,14,1,1,745.84,nonwex2_3.png
6,6,15,1,1,646.05,nonwin2_6.png
6,6,16,1,1,602.3,nonwex5.png
6,6,17,1,1,606.57,nonwex9.png
6,6,18,1,1,554.76,nonwex10.png
6,6,19,1,1,551.01,nonwex2.png
6,6,20,1,1,411.21,nonwex2_5.png
6,6,21,1,1,255.42,nonwin11.png
6,6,22,1,1,291.7,nonwin4.png
6,6,23,1,1,463.94,nonwin2.png
6,6,24,1,1,364.11,nonwex7.png
6,7,1,1,1,566.23,nonwex5.png
6,7,2,1,1,506.49,nonwex2.png
6,7,3,2,1,510.68,nonwin2_7.png
6,7,4,1,1,634.92,nonwin6.png
6,7,5,2,1,575.16,nonwin2_11.png
6,7,6,1,1,635.39,nonwin2_12.png
6,7,7,1,1,615.62,nonwex3.png
6,7,8,1,1,683.8,nonwex2_11.png
6,7,9,1,1,552.03,nonwex2_12.png
6,7,10,1,1,540.31,nonwex10.png
6,7,11,2,1,832.56,nonwin9.png
6,7,12,1,1,588.77,nonwex9.png
6,7,13,1,1,417.01,nonwex2_5.png
6,7,14,1,1,229.25,nonwex2_3.png
6,7,15,1,1,249.43,nonwin1.png
6,7,16,1,1,365.66,nonwin11.png
6,7,17,1,1,313.9,nonwex2_8.png
6,7,18,1,1,246.17,nonwin2_6.png
6,7,19,1,1,242.36,nonwin2.png
6,7,20,1,1,286.57,nonwex2_1.png
6,7,21,1,1,234.8,nonwex7.png
6,7,22,1,1,279.02,nonwin4.png
6,7,23,1,1,283.29,nonwex8.png
6,7,24,1,1,271.49,nonwex2_9.png
6,8,1,2,1,859.25,nonwin1.png
6,8,2,1,1,551.49,nonwex10.png
6,8,3,2,1,731.7,nonwin2_11.png
6,8,4,1,1,551.9,nonwin11.png
6,8,5,1,1,620.14,nonwex2_3.png
6,8,6,1,1,752.41,nonwex2_1.png
6,8,7,1,1,572.64,nonwex9.png
6,8,8,2,1,616.87,nonwin9.png
6,8,9,1,1,885.03,nonwex2_9.png
6,8,10,1,1,537.27,nonwex8.png
6,8,11,1,1,589.56,nonwex2.png
6,8,12,2,1,713.79,nonwin2_7.png
6,8,13,1,1,565.98,nonwex2_8.png
6,8,14,1,1,626.25,nonwex2_5.png
6,8,15,1,1,430.46,nonwex3.png
6,8,16,1,1,314.69,nonwex5.png
6,8,17,1,1,150.9,nonwex2_12.png
6,8,18,1,1,187.17,nonwex2_11.png
6,8,19,0,0,0,nonwin2_6.png
6,8,20,1,1,179.63,nonwin4.png
6,8,21,1,1,183.85,nonwin2_12.png
6,8,22,1,1,244.03,nonwin2.png
6,8,23,1,1,248.29,nonwex7.png
6,8,24,1,1,220.55,nonwin6.png
7,1,1,2,1,745.97,nonwex2_6.png
7,1,2,1,1,789.37,nonwex1.png
7,1,3,1,1,798.12,nonwin2_1.png
7,1,4,1,1,734.89,nonwin8.png
7,1,5,2,1,607.61,nonwin2_8.png
7,1,6,2,1,656.33,nonwin2_4.png
7,1,7,2,1,641.03,nonwex6.png
7,1,8,1,1,681.8,nonwin2_3.png
7,1,9,1,1,770.49,nonwin2_2.png
7,1,10,2,1,755.24,nonwex11.png
7,1,11,1,1,662.65,nonwin3.png
7,1,12,2,1,714.08,nonwin5.png
7,1,13,1,1,869.46,nonwex2_4.png
7,1,14,1,1,824.81,nonwex12.png
7,1,15,2,1,732.23,nonwin2_10.png
7,1,16,2,1,647.67,nonwin2_9.png
7,1,17,2,1,603.01,nonwin7.png
7,1,18,1,1,686.47,nonwex2_2.png
7,1,19,1,1,569.77,nonwin12.png
7,1,20,1,1,741.2,nonwex4.png
7,1,21,1,1,664.61,nonwin2_5.png
7,1,22,2,1,721.13,nonwin10.png
7,1,23,2,1,692.74,nonwex2_7.png
7,1,24,1,1,848.16,nonwex2_10.png
7,2,1,1,1,597.32,nonwin2_3.png
7,2,2,1,1,950.11,nonwex12.png
7,2,3,1,1,742.8,nonwin2_2.png
7,2,4,2,1,695.55,nonwin7.png
7,2,5,2,1,656.26,nonwin2_8.png
7,2,6,2,1,633.01,nonwex6.png
7,2,7,1,1,649.72,nonwin2_1.png
7,2,8,2,1,626.45,nonwex2_7.png
7,2,9,1,1,563.18,nonwex2_2.png
7,2,10,2,1,659.89,nonwin2_4.png
7,2,11,1,1,732.64,nonwin10.png
7,2,12,1,1,813.38,nonwin2_5.png
7,2,13,1,1,638.1,nonwex2_4.png
7,2,14,1,1,662.79,nonwex4.png
7,2,15,2,1,583.51,nonwex2_6.png
7,2,16,1,1,632.29,nonwex2_10.png
7,2,17,1,1,681.02,nonwex1.png
7,2,18,1,1,697.71,nonwin12.png
7,2,19,1,1,714.42,nonwin3.png
7,2,20,2,1,675.17,nonwin2_9.png
7,2,21,1,1,787.93,nonwin5.png
7,2,22,1,1,652.66,nonwin8.png
7,2,23,2,1,669.34,nonwex11.png
7,2,24,2,1,664.8,nonwin2_10.png
7,3,1,1,1,536.73,nonwex4.png
7,3,2,1,1,673.52,nonwin3.png
7,3,3,2,1,834.28,nonwin2_10.png
7,3,4,1,1,634.97,nonwin2_1.png
7,3,5,2,1,675.73,nonwin2_8.png
7,3,6,1,1,620.4,nonwin8.png
7,3,7,1,1,605.13,nonwin2_3.png
7,3,8,1,1,629.92,nonwex12.png
7,3,9,2,1,766.59,nonwex2_2.png
7,3,10,2,1,695.37,nonwin10.png
7,3,11,2,1,728.1,nonwex11.png
7,3,12,2,1,696.81,nonwex6.png
7,3,13,2,1,713.55,nonwin7.png
7,3,14,1,1,554.23,nonwex2_4.png
