SID,Trial,Familiarity,Repetition,AscLoc,SrcResp,Corr,RT,Confident,ImgName
6,40,1,2,3,3,1,825.54,4,famous_female07.jpg
6,41,1,2,3,1,0,1342,1,famous_female15.jpg
6,42,2,1,1,2,0,1153.29,2,unknown_female10.jpg
6,43,2,2,3,3,1,1084.36,4,unknown_male16.jpg
6,44,2,2,4,3,0,1052.52,1,unknown_female16.jpg
6,45,2,1,1,1,1,1236.73,4,unknown_female19.jpg
6,46,2,2,3,3,1,1958.47,1,unknown_male01.jpg
6,47,2,1,2,2,1,1228,2,unknown_female06.jpg
6,48,1,1,1,3,0,836.91,1,famous_male08.jpg
6,49,2,2,1,1,1,1127.54,1,unknown_female08.jpg
6,50,1,1,4,2,0,853.26,2,famous_female17.jpg
6,51,2,2,3,3,1,746.14,1,unknown_female17.jpg
6,52,2,1,2,4,0,1730.12,3,unknown_male20.jpg
6,53,1,1,3,2,0,1042.55,3,famous_male13.jpg
6,54,1,1,1,3,0,994.32,1,famous_female16.jpg
6,55,1,1,3,1,0,912.52,3,famous_male05.jpg
6,56,1,1,4,2,0,787.97,1,famous_male06.jpg
6,57,2,2,3,3,1,863.02,4,unknown_male15.jpg
6,58,2,1,4,3,0,1193.03,3,unknown_male13.jpg
6,59,1,1,4,4,1,956.09,4,famous_female08.jpg
6,60,2,1,3,2,0,933.33,3,unknown_male06.jpg
6,61,2,1,2,2,1,709.94,3,unknown_male07.jpg
6,62,2,1,3,3,1,887.3,4,unknown_male14.jpg
6,63,2,2,4,1,0,1161.63,1,unknown_female07.jpg
6,64,1,2,1,2,0,1127.33,1,famous_female14.jpg
6,65,1,2,4,2,0,1069.93,3,famous_male14.jpg
6,66,1,2,4,4,1,758.5,4,famous_female13.jpg
6,67,1,1,3,3,1,925.8,4,famous_female01.jpg
6,68,1,2,4,1,0,1034.67,3,famous_female02.jpg
6,69,1,2,3,3,1,1059.47,3,famous_male17.jpg
6,70,1,1,1,3,0,943.18,2,famous_female19.jpg
6,71,2,1,1,1,1,912.18,1,unknown_female14.jpg
6,72,1,2,3,3,1,897.18,4,famous_male15.jpg
6,73,2,2,2,2,1,1548.11,3,unknown_female18.jpg
6,74,1,1,2,2,1,1123.6,3,famous_female05.jpg
6,75,1,2,2,3,0,1214.86,2,famous_male02.jpg
6,76,1,2,3,1,0,1097.87,1,famous_male10.jpg
6,77,2,1,3,3,1,924.55,2,unknown_male18.jpg
6,78,1,1,1,1,1,1037.41,4,famous_male16.jpg
6,79,2,1,3,3,1,1215.25,2,unknown_female02.jpg
6,80,1,2,4,4,1,729.95,2,famous_male04.jpg
7,1,1,2,1,1,1,18487.1,2,famous_female18.jpg
7,2,1,1,1,1,1,1164.6,4,famous_female03.jpg
7,3,2,1,1,2,0,12794.18,2,unknown_male08.jpg
7,4,1,1,3,3,1,7560.72,3,famous_male09.jpg
7,5,1,1,2,2,1,2014.01,3,famous_male11.jpg
7,6,1,2,1,1,1,1361.73,4,famous_male13.jpg
7,7,2,2,2,1,0,3848.18,1,unknown_male04.jpg
7,8,2,2,4,4,1,1036.28,4,unknown_male11.jpg
7,9,1,1,3,4,0,2748.22,2,famous_male01.jpg
7,10,1,1,4,4,1,836.01,4,famous_female19.jpg
7,11,1,1,1,3,0,4597.06,3,famous_female05.jpg
7,12,2,1,4,4,1,1442.67,3,unknown_male14.jpg
7,13,1,1,2,4,0,3133.33,3,famous_female16.jpg
7,14,2,2,1,4,0,3480.99,2,unknown_female03.jpg
7,15,1,1,4,4,1,2196.28,3,famous_male06.jpg
7,16,1,2,4,4,1,1098.82,4,famous_male03.jpg
7,17,2,2,2,4,0,2874.61,2,unknown_male20.jpg
7,18,2,1,3,3,1,1459.89,4,unknown_female19.jpg
7,19,1,1,3,3,1,4397.79,4,famous_male08.jpg
7,20,1,1,3,3,1,1223.3,4,famous_female01.jpg
7,21,2,2,1,2,0,3898.56,2,unknown_female05.jpg
7,22,1,2,1,1,1,1674.52,4,famous_female14.jpg
7,23,2,2,3,2,0,2043.76,1,unknown_male09.jpg
7,24,1,1,2,4,0,2776.35,2,famous_male18.jpg
7,25,1,2,2,2,1,2652.28,4,famous_female17.jpg
7,26,1,2,3,3,1,3223.97,3,famous_male20.jpg
7,27,1,2,2,2,1,846.87,4,famous_male19.jpg
7,28,1,2,3,3,1,1045.12,4,famous_female15.jpg
7,29,2,1,2,4,0,1672.09,3,unknown_female09.jpg
7,30,1,2,4,3,0,2399.49,2,famous_female02.jpg
7,31,2,2,4,4,1,1677.67,4,unknown_female01.jpg
7,32,2,1,2,4,0,1680.88,2,unknown_female15.jpg
7,33,2,1,1,1,1,5210.37,2,unknown_female10.jpg
7,34,1,2,3,1,0,1142.9,2,famous_female10.jpg
7,35,1,1,2,2,1,2366.1,4,famous_female11.jpg
7,36,2,1,2,2,1,1115.98,2,unknown_male06.jpg
7,37,1,2,2,2,1,3614,4,famous_male04.jpg
7,38,1,2,4,2,0,3059.9,1,famous_female08.jpg
7,39,2,2,3,1,0,1796.1,1,unknown_male05.jpg
7,40,2,1,2,2,1,2287.72,2,unknown_male01.jpg
7,41,2,2,3,3,1,1454.68,2,unknown_male18.jpg
7,42,2,2,4,4,1,971.51,4,unknown_female02.jpg
7,43,1,2,1,3,0,2622.77,1,famous_male05.jpg
7,44,1,2,1,1,1,1489.7,4,famous_female04.jpg
7,45,1,1,1,1,1,2619.19,4,famous_male17.jpg
7,46,2,1,4,3,0,2621.88,2,unknown_female14.jpg
7,47,2,1,3,2,0,1851.29,2,unknown_male12.jpg
7,48,2,1,1,1,1,1765.43,3,unknown_male02.jpg
7,49,2,1,4,1,0,2619.02,1,unknown_male15.jpg
7,50,1,2,4,1,0,2473.19,1,famous_male14.jpg
7,51,1,1,1,1,1,1208.04,3,famous_female07.jpg
7,52,2,1,4,2,0,2767.6,2,unknown_female11.jpg
7,53,2,1,1,3,0,1119.02,2,unknown_female17.jpg
7,54,1,2,2,2,1,5557.84,2,famous_male15.jpg
7,55,2,2,1,3,0,7958.5,2,unknown_male17.jpg
7,56,2,1,1,4,0,3788.93,3,unknown_female08.jpg
7,57,1,1,4,2,0,3595.51,2,famous_female09.jpg
7,58,2,1,3,1,0,2336.42,1,unknown_male07.jpg
7,59,1,2,3,2,0,2364.55,1,famous_male10.jpg
7,60,1,1,4,2,0,4416.07,1,famous_female13.jpg
7,61,1,2,2,1,0,3349.53,1,famous_female12.jpg
7,62,1,1,1,2,0,1753.15,1,famous_male16.jpg
7,63,1,1,4,3,0,3816.9,3,famous_male07.jpg
7,64,2,1,3,3,1,7844.23,2,unknown_male10.jpg
7,65,2,2,1,2,0,1180.14,1,unknown_male03.jpg
7,66,2,2,1,1,1,3992.61,1,unknown_female18.jpg
7,67,1,1,2,2,1,6616.91,4,famous_male12.jpg
7,68,2,1,3,1,0,1135.03,2,unknown_female12.jpg
7,69,2,1,2,1,0,1892.27,2,unknown_male13.jpg
7,70,2,2,3,2,0,3528.12,2,unknown_female06.jpg
7,71,1,2,4,4,1,5854.79,4,famous_female20.jpg
7,72,2,2,2,4,0,1632.37,2,unknown_female07.jpg
7,73,2,2,3,1,0,2260.29,2,unknown_female04.jpg
7,74,2,2,2,1,0,6758,2,unknown_female20.jpg
7,75,1,1,3,3,1,2005.7,3,famous_female06.jpg
7,76,2,2,4,2,0,4673.47,1,unknown_male19.jpg
7,77,2,2,2,1,0,2887.52,2,unknown_male16.jpg
7,78,2,1,4,3,0,2333.67,2,unknown_female16.jpg
7,79,1,2,3,4,0,1707.08,3,famous_male02.jpg
7,80,2,2,4,2,0,2849.1,2,unknown_female13.jpg
8,1,1,2,4,4,1,1839.37,4,famous_female15.jpg
8,2,2,1,3,4,0,6265.75,2,unknown_male02.jpg
8,3,2,1,1,1,1,1889.59,3,unknown_female07.jpg
8,4,2,2,1,1,1,1150.3,4,unknown_male12.jpg
8,5,1,1,3,1,0,9560.9,2,famous_female18.jpg
8,6,1,2,1,1,1,1490.06,3,famous_male03.jpg
8,7,2,1,3,4,0,1789.8,4,unknown_female12.jpg
8,8,2,1,2,2,1,1822.78,3,unknown_male07.jpg
8,9,1,2,2,2,1,1693.84,3,famous_male09.jpg
8,10,1,1,3,3,1,3421.02,3,famous_male10.jpg
8,11,2,1,1,1,1,3602.24,2,unknown_male06.jpg
8,12,1,1,2,2,1,1493.23,4,famous_male20.jpg
8,13,1,2,2,2,1,5811.96,1,famous_male04.jpg
8,14,1,1,4,4,1,2417.03,4,famous_female11.jpg
8,15,2,1,4,4,1,910.24,4,unknown_male04.jpg
8,16,1,1,3,3,1,3925.01,3,famous_male05.jpg
8,17,2,1,2,2,1,3826.79,4,unknown_male17.jpg
8,18,1,1,1,1,1,1902.91,4,famous_female13.jpg
8,19,2,1,1,2,0,8419.7,1,unknown_female17.jpg
8,20,2,2,2,2,1,1389.42,3,unknown_male09.jpg
8,21,2,1,2,2,1,1585.27,4,unknown_female06.jpg
8,22,1,1,1,1,1,7496.1,2,famous_female10.jpg
8,23,1,2,3,3,1,3930.39,4,famous_female08.jpg
8,24,1,2,1,1,1,15204.97,3,famous_female09.jpg
8,25,1,1,4,3,0,5797.17,4,famous_male17.jpg
8,26,2,2,2,2,1,3428.3,2,unknown_male19.jpg
8,27,1,1,3,3,1,2251.99,4,famous_male14.jpg
8,28,2,1,3,3,1,1477.6,4,unknown_female08.jpg
8,29,2,2,4,4,1,9137.52,1,unknown_male13.jpg
8,30,1,2,1,1,1,1439.64,4,famous_female16.jpg
8,31,2,1,4,4,1,3564.27,3,unknown_female05.jpg
8,32,2,2,3,1,0,2943.04,4,unknown_female16.jpg
8,33,2,2,3,1,0,2399.85,2,unknown_female09.jpg
8,34,1,2,2,2,1,4475.43,3,famous_female04.jpg
8,35,1,2,1,1,1,3076.63,4,famous_male15.jpg
8,36,1,2,3,4,0,21223.47,1,famous_female12.jpg
8,37,1,2,3,3,1,2096.2,4,famous_male11.jpg
8,38,1,2,2,2,1,1622.62,4,famous_male18.jpg
8,39,1,1,1,1,1,2879.05,4,famous_male08.jpg
8,40,1,1,2,2,1,1109.85,3,famous_female02.jpg
8,41,1,1,4,4,1,4769.17,2,famous_male19.jpg
8,42,2,2,3,3,1,1563.95,4,unknown_male11.jpg
8,43,2,2,1,2,0,3739.3,1,unknown_female11.jpg
8,44,1,2,4,2,0,2480.14,2,famous_male16.jpg
8,45,2,2,1,1,1,1794.81,3,unknown_male03.jpg
8,46,1,1,3,3,1,1700.29,4,famous_female14.jpg
8,47,2,1,2,3,0,4320.44,1,unknown_male18.jpg
8,48,2,1,4,4,1,8568.15,1,unknown_female03.jpg
8,49,1,2,1,1,1,1432.07,4,famous_female03.jpg
8,50,2,2,4,1,0,4096.61,2,unknown_female04.jpg
8,51,2,2,2,3,0,2616.67,2,unknown_female02.jpg
8,52,2,2,1,1,1,3013.63,1,unknown_female01.jpg
8,53,2,2,2,4,0,2854.52,3,unknown_female13.jpg
8,54,1,2,3,3,1,3763.85,3,famous_male12.jpg
8,55,1,1,4,2,0,7695.58,2,famous_female07.jpg
8,56,1,1,4,4,1,1507.5,4,famous_female06.jpg
8,57,1,1,2,2,1,2144.41,4,famous_male02.jpg
8,58,2,1,1,1,1,2809.96,2,unknown_male16.jpg
8,59,2,2,4,4,1,5722.45,3,unknown_female15.jpg
8,60,2,2,4,4,1,4187.66,4,unknown_female20.jpg
8,61,1,2,4,4,1,936.17,4,famous_male07.jpg
8,62,2,1,3,3,1,1453.92,4,unknown_male14.jpg
8,63,2,1,4,4,1,1493.43,3,unknown_female10.jpg
8,64,2,1,3,3,1,1913.74,4,unknown_male10.jpg
8,65,1,1,2,4,0,1071.31,3,famous_female05.jpg
8,66,1,2,4,4,1,2294.12,4,famous_female19.jpg
8,67,2,2,4,1,0,4479.47,1,unknown_male08.jpg
8,68,1,1,1,2,0,7294.54,2,famous_male01.jpg
8,69,1,2,4,4,1,2732.68,3,famous_female01.jpg
8,70,1,2,3,3,1,2036.8,4,famous_male13.jpg
8,71,2,1,2,2,1,5368.98,4,unknown_female19.jpg
8,72,2,2,3,3,1,1794.62,4,unknown_male15.jpg
8,73,2,2,2,4,0,8013.16,1,unknown_male20.jpg
8,74,2,2,3,1,0,4803.44,1,unknown_male05.jpg
8,75,2,1,4,2,0,7145.4,1,unknown_male01.jpg
8,76,1,2,2,2,1,1260.11,4,famous_female20.jpg
8,77,2,2,1,1,1,9524.1,2,unknown_female14.jpg
8,78,1,1,1,1,1,1835.75,3,famous_female17.jpg
8,79,2,1,1,2,0,3068.5,1,unknown_female18.jpg
8,80,1,1,2,2,1,949.54,3,famous_male06.jpg
9,1,2,1,4,1,0,2646.92,3,unknown_male09.jpg
9,2,2,2,2,1,0,14048.69,2,unknown_male02.jpg
9,3,1,2,2,2,1,2086.71,4,famous_male10.jpg
9,4,1,2,1,1,1,1269.01,4,famous_male19.jpg
9,5,2,2,3,2,0,2491.86,2,unknown_male18.jpg
9,6,2,2,3,3,1,1651.13,4,unknown_female03.jpg
9,7,1,1,2,2,1,2150.38,3,famous_male05.jpg
9,8,2,1,2,2,1,1407.63,3,unknown_male20.jpg
9,9,1,2,2,2,1,2401.6,3,famous_male14.jpg
9,10,2,1,4,4,1,1019.27,4,unknown_male11.jpg
9,11,1,2,1,1,1,1368.35,4,famous_female12.jpg
9,12,1,1,2,2,1,1585.59,3,famous_female02.jpg
9,13,2,1,2,3,0,2249.76,2,unknown_female12.jpg
9,14,2,1,2,2,1,1059.05,4,unknown_female04.jpg
9,15,2,1,4,2,0,2677.7,2,unknown_female10.jpg
9,16,2,2,4,4,1,1617.91,3,unknown_female06.jpg
9,17,1,1,3,3,1,1801.65,4,famous_female10.jpg
9,18,1,2,3,4,0,8780.17,1,famous_male16.jpg
9,19,2,2,4,4,1,2369.78,3,unknown_female11.jpg
9,20,2,1,4,4,1,1337.4,3,unknown_female07.jpg
9,21,1,1,4,4,1,4160.43,3,famous_female03.jpg
9,22,2,1,3,1,0,2537.46,2,unknown_female08.jpg
9,23,1,2,4,4,1,1947.76,3,famous_female08.jpg
9,24,2,2,2,2,1,1695.99,2,unknown_male12.jpg
9,25,1,1,3,3,1,3279.11,3,famous_male18.jpg
9,26,1,1,1,1,1,874.02,4,famous_female17.jpg
9,27,1,1,2,2,1,848.5,4,famous_male17.jpg
9,28,1,1,4,4,1,1084.27,4,famous_female16.jpg
9,29,1,1,2,2,1,1128.69,3,famous_female04.jpg
9,30,2,2,1,1,1,1640.26,4,unknown_male06.jpg
9,31,1,1,1,2,0,2773.59,2,famous_female05.jpg
9,32,1,2,2,2,1,930.94,4,famous_female13.jpg
9,33,1,1,2,2,1,1384.76,3,famous_male13.jpg
9,34,1,1,3,4,0,5829.84,2,famous_male12.jpg
9,35,1,2,4,4,1,895.82,4,famous_male04.jpg
9,36,1,1,3,3,1,3827.54,3,famous_male01.jpg
9,37,2,2,4,2,0,2463.71,1,unknown_male04.jpg
9,38,1,2,4,4,1,2304.98,3,famous_male09.jpg
9,39,2,1,1,1,1,864.31,4,unknown_female05.jpg
9,40,2,2,4,2,0,3103.51,2,unknown_female14.jpg
9,41,2,2,2,2,1,4021.93,1,unknown_female19.jpg
9,42,1,1,1,1,1,1257.7,3,famous_male07.jpg
9,43,1,1,4,2,0,2547.63,2,famous_male08.jpg
9,44,2,2,3,2,0,4749.31,2,unknown_male15.jpg
9,45,2,2,1,1,1,1133.41,4,unknown_female17.jpg
9,46,1,1,4,2,0,4875.17,2,famous_male11.jpg
9,47,1,2,4,3,0,1725.34,3,famous_female07.jpg
9,48,2,1,3,3,1,3056.55,2,unknown_male14.jpg
9,49,1,2,2,2,1,1220.81,4,famous_male06.jpg
9,50,2,2,2,2,1,1502.04,4,unknown_male05.jpg
9,51,2,2,3,4,0,2094.88,2,unknown_female15.jpg
9,52,1,2,2,2,1,1601.13,3,famous_female20.jpg
9,53,1,2,3,3,1,1445.41,4,famous_male03.jpg
9,54,2,2,4,4,1,2187.46,4,unknown_male17.jpg
9,55,1,2,3,3,1,4771.76,2,famous_female18.jpg
9,56,1,2,1,2,0,1829.26,4,famous_female11.jpg
9,57,2,1,4,4,1,2948.29,4,unknown_female13.jpg
9,58,2,1,2,2,1,4459.72,1,unknown_male10.jpg
9,59,2,2,1,1,1,2454.36,4,unknown_male19.jpg
9,60,2,1,1,1,1,1142.68,4,unknown_female09.jpg
9,61,2,1,1,2,0,3315.72,1,unknown_male13.jpg
9,62,2,1,2,2,1,1094.3,4,unknown_male16.jpg
9,63,1,1,4,3,0,1677.67,2,famous_female14.jpg
9,64,1,2,1,1,1,1360.52,3,famous_male20.jpg
9,65,2,2,1,1,1,1996.49,4,unknown_female02.jpg
9,66,2,2,1,3,0,10043.19,2,unknown_female01.jpg
9,67,1,1,1,1,1,3369.16,3,famous_male02.jpg
9,68,1,1,1,1,1,2199.04,4,famous_female06.jpg
9,69,2,1,3,1,0,6496.81,2,unknown_male01.jpg
9,70,1,2,3,3,1,2015.65,4,famous_female01.jpg
9,71,2,1,3,4,0,1579.13,3,unknown_female20.jpg
9,72,1,2,3,2,0,5570.48,2,famous_male15.jpg
9,73,2,2,3,2,0,2392.31,1,unknown_male07.jpg
9,74,1,2,4,4,1,1384.2,4,famous_female19.jpg
9,75,1,2,1,2,0,5245.87,2,famous_female09.jpg
9,76,2,2,2,4,0,1828.42,3,unknown_female18.jpg
9,77,1,1,3,3,1,5374.24,2,famous_female15.jpg
9,78,2,1,1,4,0,3013.2,2,unknown_female16.jpg
9,79,2,1,1,2,0,1196.54,3,unknown_male08.jpg
9,80,2,1,3,2,0,2209.96,3,unknown_male03.jpg
10,1,1,1,1,4,0,16318.27,2,famous_female13.jpg
10,2,1,2,3,3,1,3374.93,4,famous_male10.jpg
10,3,2,2,4,3,0,5934.45,2,unknown_male18.jpg
10,4,1,1,3,2,0,8575.24,1,famous_male06.jpg
10,5,1,1,4,4,1,4441.63,3,famous_male12.jpg
10,6,1,1,2,2,1,7126.82,1,famous_female06.jpg
10,7,1,2,2,1,0,13075.8,1,famous_female01.jpg
10,8,2,1,4,2,0,12582.95,2,unknown_male06.jpg
10,9,1,2,4,2,0,3724.93,2,famous_female12.jpg
10,10,2,2,2,3,0,5563.12,1,unknown_male10.jpg
10,11,2,1,3,3,1,3014.09,3,unknown_female10.jpg
10,12,2,1,1,1,1,1769.53,4,unknown_female06.jpg
10,13,2,1,3,3,1,4658.61,2,unknown_male14.jpg
10,14,1,1,2,2,1,5418.39,1,famous_male02.jpg
10,15,1,1,1,1,1,1231.92,4,famous_male05.jpg
10,16,1,2,2,2,1,4818.83,2,famous_female14.jpg
10,17,1,1,3,1,0,2559.06,3,famous_female04.jpg
10,18,2,2,3,1,0,4357.07,3,unknown_male19.jpg
10,19,2,2,2,2,1,2931.38,2,unknown_male07.jpg
10,20,1,1,1,3,0,7565.28,2,famous_male09.jpg
10,21,2,1,1,1,1,8147.99,1,unknown_female01.jpg
10,22,2,2,1,4,0,4107.6,2,unknown_male08.jpg
10,23,2,2,4,4,1,4870.56,1,unknown_male17.jpg
10,24,1,1,2,4,0,3654.9,3,famous_male04.jpg
10,25,2,2,2,3,0,4557.16,2,unknown_female08.jpg
10,26,1,2,4,2,0,6920.5,2,famous_male15.jpg
10,27,2,1,2,4,0,8427.26,2,unknown_female15.jpg
10,28,1,1,4,3,0,8106.25,2,famous_male07.jpg
10,29,2,1,2,2,1,1597.49,4,unknown_male11.jpg
10,30,1,2,3,3,1,1693.78,4,famous_female02.jpg
10,31,2,2,3,1,0,8356.73,2,unknown_female13.jpg
10,32,2,1,4,4,1,1797.82,3,unknown_female20.jpg
10,33,2,2,4,2,0,4246.18,1,unknown_female12.jpg
10,34,2,2,1,2,0,2027.31,1,unknown_female17.jpg
10,35,2,1,1,1,1,2165.03,3,unknown_female18.jpg
10,36,2,2,2,3,0,2323.22,1,unknown_female07.jpg
10,37,2,1,4,1,0,5907.09,1,unknown_female02.jpg
10,38,1,1,3,3,1,2891.2,3,famous_male20.jpg
10,39,1,2,1,1,1,4868.8,4,famous_male11.jpg
10,40,2,2,3,4,0,4024.46,2,unknown_male03.jpg
10,41,2,2,2,2,1,4374.7,1,unknown_male02.jpg
10,42,1,1,4,4,1,8460.82,2,famous_female08.jpg
10,43,2,1,3,2,0,2132.48,1,unknown_male01.jpg
10,44,2,2,1,2,0,3200.95,1,unknown_male05.jpg
10,45,2,1,1,1,1,4945.6,3,unknown_male13.jpg
10,46,1,2,1,3,0,4652.71,1,famous_female15.jpg
10,47,1,1,3,3,1,4628.76,4,famous_male17.jpg
10,48,2,1,3,4,0,2259.54,2,unknown_female19.jpg
10,49,2,2,4,2,0,2161.71,1,unknown_female16.jpg
10,50,2,2,3,3,1,1952.82,1,unknown_male20.jpg
10,51,1,2,1,1,1,995.33,4,famous_female03.jpg
10,52,2,2,1,2,0,3365.25,1,unknown_female03.jpg
10,53,1,1,1,1,1,2883.73,1,famous_female05.jpg
10,54,1,1,4,3,0,1402.87,2,famous_female17.jpg
10,55,2,1,1,1,1,1726.95,4,unknown_male12.jpg
10,56,1,1,2,2,1,3800.77,2,famous_female20.jpg
10,57,2,1,3,3,1,3769.43,1,unknown_male15.jpg
10,58,1,2,2,4,0,1532.79,4,famous_male14.jpg
10,59,1,2,1,1,1,1119.59,4,famous_male01.jpg
10,60,1,1,1,1,1,1723.84,4,famous_female10.jpg
10,61,2,2,1,3,0,3105.51,2,unknown_female11.jpg
10,62,2,1,4,2,0,3880.8,2,unknown_male16.jpg
10,63,1,1,3,3,1,3767.45,1,famous_female18.jpg
10,64,2,1,2,2,1,4850.72,4,unknown_male04.jpg
10,65,1,2,3,3,1,1769.92,4,famous_male16.jpg
10,66,1,2,2,1,0,4052.05,2,famous_male08.jpg
10,67,2,1,2,2,1,3877.96,2,unknown_male09.jpg
10,68,2,1,4,4,1,1278.99,2,unknown_female14.jpg
10,69,2,1,2,3,0,1574.8,1,unknown_female05.jpg
10,70,1,2,2,1,0,3168.66,3,famous_male03.jpg
10,71,1,2,3,3,1,1185.16,2,famous_female19.jpg
10,72,1,2,4,4,1,2475.98,1,famous_female11.jpg
10,73,1,1,2,2,1,4301.51,4,famous_male19.jpg
10,74,2,2,4,1,0,2597.52,1,unknown_female09.jpg
10,75,1,1,4,3,0,5004.37,2,famous_female16.jpg
10,76,1,2,4,4,1,2434.45,4,famous_male13.jpg
10,77,1,2,4,1,0,2550.91,1,famous_female07.jpg
10,78,1,2,1,1,1,4605.26,3,famous_female09.jpg
10,79,1,2,3,2,0,1822.34,1,famous_male18.jpg
10,80,2,2,3,3,1,4316.61,1,unknown_female04.jpg
11,1,1,2,3,3,1,12854.26,1,famous_male09.jpg
11,2,2,2,3,1,0,3552.89,3,unknown_female01.jpg
11,3,1,2,3,3,1,2516.17,3,famous_male15.jpg
11,4,2,1,4,2,0,1666,2,unknown_male04.jpg
11,5,1,1,2,2,1,2425.23,2,famous_male20.jpg
11,6,1,2,4,3,0,4045.07,1,famous_female06.jpg
11,7,1,2,3,4,0,3042.5,3,famous_female07.jpg
11,8,2,1,3,4,0,2140.15,3,unknown_male03.jpg
11,9,2,2,2,1,0,1917.1,1,unknown_female08.jpg
11,10,1,1,1,1,1,3162.05,4,famous_female12.jpg
11,11,1,2,2,2,1,1892.72,4,famous_male16.jpg
11,12,2,2,2,2,1,2128.58,1,unknown_male16.jpg
11,13,1,2,1,1,1,2538.98,1,famous_female02.jpg
11,14,2,2,1,3,0,2701.72,2,unknown_female11.jpg
11,15,1,2,4,4,1,5457.34,1,famous_male12.jpg
11,16,2,2,2,3,0,2697.68,1,unknown_male18.jpg
11,17,1,2,4,3,0,5671.15,1,famous_female09.jpg
11,18,1,1,4,4,1,11250.88,2,famous_male11.jpg
11,19,2,1,2,3,0,1766.94,1,unknown_female16.jpg
11,20,1,2,1,3,0,1152.71,4,famous_male03.jpg
11,21,1,1,4,3,0,3272.88,1,famous_female19.jpg
11,22,2,1,1,3,0,1356.76,1,unknown_female13.jpg
11,23,1,2,1,3,0,935.69,1,famous_female08.jpg
11,24,1,2,3,4,0,2684.43,1,famous_female20.jpg
11,25,2,2,4,1,0,2396.55,3,unknown_male05.jpg
11,26,2,1,3,2,0,5157.06,3,unknown_male17.jpg
11,27,2,1,1,2,0,1907.69,1,unknown_female10.jpg
11,28,2,1,3,2,0,2815.6,3,unknown_male07.jpg
11,29,1,1,4,1,0,1841.53,4,famous_female13.jpg
11,30,1,1,1,3,0,1232.11,4,famous_female14.jpg
11,31,2,1,1,3,0,1501.77,4,unknown_female07.jpg
11,32,2,1,4,1,0,2004.26,4,unknown_female14.jpg
11,33,1,2,4,4,1,1917.25,4,famous_female03.jpg
11,34,2,2,4,4,1,2015.69,2,unknown_female12.jpg
11,35,2,2,1,4,0,1728.14,1,unknown_female05.jpg
11,36,2,1,3,4,0,1216.18,1,unknown_female15.jpg
11,37,1,1,3,3,1,4257.76,2,famous_female11.jpg
11,38,1,1,4,2,0,2336.91,3,famous_male10.jpg
11,39,2,2,2,2,1,1741.99,4,unknown_male08.jpg
11,40,1,1,3,3,1,1898.23,4,famous_male01.jpg
11,41,1,1,2,3,0,1661.71,1,famous_male05.jpg
11,42,2,1,4,3,0,1052.36,1,unknown_female20.jpg
11,43,1,1,2,1,0,2388.2,3,famous_male17.jpg
11,44,1,1,1,2,0,3154.73,2,famous_male14.jpg
11,45,1,2,3,3,1,1758.68,4,famous_male06.jpg
11,46,1,2,2,2,1,1702.4,4,famous_male07.jpg
11,47,2,2,4,2,0,1848.91,1,unknown_female03.jpg
11,48,2,2,4,3,0,1919.19,1,unknown_female06.jpg
11,49,2,1,4,3,0,1883.02,1,unknown_male02.jpg
11,50,2,1,2,2,1,2249.32,3,unknown_male10.jpg
11,51,1,1,2,1,0,3453.18,3,famous_female18.jpg
11,52,1,1,1,1,1,2203.15,3,famous_female04.jpg
11,53,1,2,1,1,1,1354.76,4,famous_male18.jpg
11,54,2,2,3,2,0,4610.58,1,unknown_male11.jpg
11,55,2,1,1,2,0,2773.62,2,unknown_male09.jpg
11,56,2,2,1,2,0,5690.96,3,unknown_male14.jpg
11,57,2,1,1,2,0,1158.8,3,unknown_male19.jpg
11,58,2,1,4,3,0,3515.82,2,unknown_female09.jpg
11,59,1,2,2,2,1,2174.43,4,famous_male04.jpg
11,60,2,1,3,4,0,3223.85,2,unknown_female17.jpg
11,61,1,1,3,3,1,2467.39,4,famous_female17.jpg
11,62,2,1,2,1,0,3413.22,2,unknown_male01.jpg
11,63,2,2,1,1,1,3043.02,1,unknown_male13.jpg
11,64,1,1,3,3,1,2532.3,4,famous_male19.jpg
11,65,2,2,3,2,0,1836.55,3,unknown_male15.jpg
11,66,1,2,4,2,0,1514.24,3,famous_male08.jpg
11,67,2,1,2,2,1,1573.19,4,unknown_male20.jpg
11,68,1,1,2,2,1,1064.14,4,famous_female10.jpg
11,69,2,2,3,1,0,1990.41,1,unknown_female04.jpg
11,70,2,2,3,1,0,2191.65,1,unknown_male12.jpg
11,71,1,1,3,2,0,3042.76,3,famous_male13.jpg
11,72,1,2,1,2,0,3888.04,1,famous_female05.jpg
11,73,2,2,2,2,1,814.53,1,unknown_female02.jpg
11,74,1,1,4,3,0,1475.71,3,famous_female15.jpg
11,75,2,2,4,2,0,1142.03,2,unknown_male06.jpg
11,76,1,2,2,2,1,1398.25,1,famous_female01.jpg
11,77,2,2,1,3,0,2168.15,1,unknown_female18.jpg
11,78,1,2,2,1,0,2225.15,1,famous_female16.jpg
11,79,1,1,1,2,0,4479.76,1,famous_male02.jpg
11,80,2,1,2,4,0,1893.43,4,unknown_female19.jpg
12,1,2,2,2,3,0,17641.51,1,unknown_female11.jpg
12,2,1,2,4,4,1,1882.14,4,famous_male02.jpg
12,3,1,2,1,1,1,1733.45,4,famous_female15.jpg
