sn,age,sex,cond,trial,repcond,imcat,imnum,loc,resp,srccorr,rt,conf,confrt,imname,dum
15,25,2,1,30,1,1,15,1,3,2,6838.61,2,47.50,unknown_male15.jpg,0
15,25,2,1,31,1,2, 4,4,1,2,5431.40,1,171.02,unknown_female04.jpg,0
15,25,2,1,32,2,2, 9,1,1,1,3718.03,4,1321.02,unknown_female09.jpg,0
15,25,2,1,33,2,1,22,1,1,1,3139.73,4,143.13,unknown_male22.jpg,0
15,25,2,1,34,2,1,13,4,4,1,4571.55,3,810.82,unknown_male13.jpg,0
15,25,2,1,35,1,1,12,4,4,1,2267.23,4,195.03,unknown_male12.jpg,0
15,25,2,1,36,1,1,11,1,2,2,4764.64,2,1516.22,unknown_male11.jpg,0
15,25,2,1,37,2,2,16,1,1,1,5134.57,2,1134.81,unknown_female16.jpg,0
15,25,2,1,38,2,2, 8,2,2,1,10209.26,1,164.92,unknown_female08.jpg,0
15,25,2,1,39,1,1, 6,3,1,2,2031.89,2,57.55,unknown_male06.jpg,0
15,25,2,1,40,1,1,20,3,3,1,3041.31,2,1577.01,unknown_male20.jpg,0
15,25,2,1,41,1,2, 1,1,1,1,4305.27,2,331.79,unknown_female01.jpg,0
15,25,2,1,42,2,1, 7,2,2,1,3167.71,1,145.75,unknown_male07.jpg,0
15,25,2,1,43,1,2,14,2,2,1,3413.39,1,277.69,unknown_female14.jpg,0
15,25,2,1,44,1,1,19,3,3,1,16956.51,1,141.77,unknown_male19.jpg,0
15,25,2,1,45,2,1, 1,2,2,1,3570.09,1,787.34,unknown_male01.jpg,0
15,25,2,1,46,2,1, 9,3,2,2,3428.45,1,43.98,unknown_male09.jpg,0
15,25,2,1,47,2,1, 5,1,1,1,6908.52,1,33.99,unknown_male05.jpg,0
15,25,2,1,48,2,2,23,3,1,2,2626.57,1,547.65,unknown_female23.jpg,0
16,25,2,2, 1,2,1,15,3,3,1,4195.32,4,1114.75,famous_male15.jpg,0
16,25,2,2, 2,1,2, 8,3,3,1,10853.89,1,918.29,famous_female08.jpg,0
16,25,2,2, 3,1,2,22,2,2,1,2249.85,3,3178.30,famous_female22.jpg,0
16,25,2,2, 4,1,1,21,4,3,2,2087.46,3,270.98,famous_male21.jpg,0
16,25,2,2, 5,2,2,20,3,3,1,7485.00,1,1546.65,famous_female20.jpg,0
16,25,2,2, 6,2,2,23,3,3,1,2459.60,4,947.70,famous_female23.jpg,0
16,25,2,2, 7,1,1,19,2,2,1,1933.84,4,451.62,famous_male19.jpg,0
16,25,2,2, 8,2,2,15,4,4,1,3418.71,4,794.30,famous_female15.jpg,0
16,25,2,2, 9,1,2, 9,2,2,1,2114.64,4,393.49,famous_female09.jpg,0
16,25,2,2,10,2,1,11,1,1,1,1650.59,4,300.34,famous_male11.jpg,0
16,25,2,2,11,2,1, 6,2,2,1,2073.70,3,753.84,famous_male06.jpg,0
16,25,2,2,12,1,1,20,1,1,1,1084.37,4,309.84,famous_male20.jpg,0
16,25,2,2,13,1,2,16,3,3,1,1818.44,4,813.13,famous_female16.jpg,0
16,25,2,2,14,2,2,18,4,4,1,1876.87,4,1453.42,famous_female18.jpg,0
16,25,2,2,15,1,1, 7,3,3,1,3458.59,1,168.72,famous_male07.jpg,0
16,25,2,2,16,1,2,14,4,4,1,5147.66,3,291.23,famous_female14.jpg,0
16,25,2,2,17,2,2, 7,3,3,1,1809.35,3,1268.68,famous_female07.jpg,0
16,25,2,2,18,1,2, 6,1,1,1,3825.54,4,480.29,famous_female06.jpg,0
16,25,2,2,19,2,2, 1,2,2,1,3214.01,4,1086.67,famous_female01.jpg,0
16,25,2,2,20,2,2,13,2,2,1,1419.17,3,1550.59,famous_female13.jpg,0
16,25,2,2,21,2,1,23,4,2,2,3199.56,1,576.87,famous_male23.jpg,0
16,25,2,2,22,1,1,17,4,4,1,4130.34,4,308.56,famous_male17.jpg,0
16,25,2,2,23,1,1, 9,2,2,1,1569.99,4,303.10,famous_male09.jpg,0
16,25,2,2,24,1,2,24,1,1,1,2220.55,3,662.38,famous_female24.jpg,0
16,25,2,2,25,2,1, 8,1,1,1,1108.35,4,157.11,famous_male08.jpg,0
16,25,2,2,26,2,2,21,1,1,1,1272.81,4,122.54,famous_female21.jpg,0
16,25,2,2,27,2,1,13,1,1,1,1239.63,4,226.75,famous_male13.jpg,0
16,25,2,2,28,1,1,18,1,1,1,1995.65,4,103.37,famous_male18.jpg,0
16,25,2,2,29,2,1, 5,3,3,1,1365.10,3,1698.65,famous_male05.jpg,0
16,25,2,2,30,1,1,12,3,3,1,7165.31,2,1136.22,famous_male12.jpg,0
16,25,2,2,31,2,1,24,4,3,2,10010.67,1,446.73,famous_male24.jpg,0
16,25,2,2,32,2,1,16,4,4,1,1557.84,4,451.67,famous_male16.jpg,0
16,25,2,2,33,1,1, 3,4,4,1,3370.79,2,1164.41,famous_male03.jpg,0
16,25,2,2,34,1,2, 5,4,4,1,1597.44,4,89.21,famous_female05.jpg,0
16,25,2,2,35,1,1,14,2,3,2,4135.69,2,825.26,famous_male14.jpg,0
16,25,2,2,36,2,2,11,2,2,1,1968.84,4,469.24,famous_female11.jpg,0
16,25,2,2,37,1,1,10,3,3,1,5739.60,2,498.01,famous_male10.jpg,0
16,25,2,2,38,1,2,19,4,4,1,2679.04,1,222.10,famous_female19.jpg,0
16,25,2,2,39,2,2,12,1,1,1,1638.92,4,209.23,famous_female12.jpg,0
16,25,2,2,40,2,1, 1,2,2,1,1874.10,3,226.73,famous_male01.jpg,0
16,25,2,2,41,1,2, 4,2,2,1,3435.61,3,3770.50,famous_female04.jpg,0
16,25,2,2,42,2,2,17,4,4,1,2030.42,4,104.04,famous_female17.jpg,0
16,25,2,2,43,1,1,22,1,1,1,2901.77,2,874.98,famous_male22.jpg,0
16,25,2,2,44,1,2,10,3,3,1,4648.56,3,629.13,famous_female10.jpg,0
16,25,2,2,45,2,1, 2,2,2,1,2620.47,2,3197.60,famous_male02.jpg,0
16,25,2,2,46,2,2, 2,1,1,1,1226.07,4,805.88,famous_female02.jpg,0
16,25,2,2,47,2,1, 4,3,2,2,3446.25,1,93.21,famous_male04.jpg,0
16,25,2,2,48,1,2, 3,1,1,1,1162.88,4,272.91,famous_female03.jpg,0
17,22,1,1, 1,2,1,24,2,2,1,1963.25,3,2247.64,unknown_male24.jpg,0
17,22,1,1, 2,1,1, 2,2,2,1,2747.89,4,1176.17,unknown_male02.jpg,0
17,22,1,1, 3,1,2,20,2,2,1,3129.19,3,373.30,unknown_female20.jpg,0
17,22,1,1, 4,2,2,12,3,2,2,3543.89,3,266.54,unknown_female12.jpg,0
17,22,1,1, 5,2,1,14,3,3,1,1385.32,4,366.17,unknown_male14.jpg,0
17,22,1,1, 6,2,2, 3,3,3,1,2272.73,3,1928.55,unknown_female03.jpg,0
17,22,1,1, 7,1,1, 4,4,4,1,4810.09,2,391.63,unknown_male04.jpg,0
17,22,1,1, 8,1,1, 1,4,4,1,1417.51,4,789.01,unknown_male01.jpg,0
17,22,1,1, 9,2,1,16,1,1,1,1550.05,4,323.94,unknown_male16.jpg,0
17,22,1,1,10,2,2,19,3,3,1,3296.67,3,717.77,unknown_female19.jpg,0
17,22,1,1,11,1,1,20,2,2,1,1121.63,4,241.72,unknown_male20.jpg,0
17,22,1,1,12,1,2,10,3,1,2,2185.89,3,341.17,unknown_female10.jpg,0
17,22,1,1,13,2,1,11,2,2,1,2449.12,4,2033.24,unknown_male11.jpg,0
17,22,1,1,14,2,2,23,2,3,2,1597.93,2,281.76,unknown_female23.jpg,0
17,22,1,1,15,1,2, 1,1,1,1,1343.74,4,302.73,unknown_female01.jpg,0
17,22,1,1,16,1,2, 7,4,4,1,1036.12,4,127.67,unknown_female07.jpg,0
17,22,1,1,17,2,1,21,3,3,1,2004.75,3,143.72,unknown_male21.jpg,0
17,22,1,1,18,1,1, 3,3,3,1,1908.07,4,315.24,unknown_male03.jpg,0
17,22,1,1,19,1,2,11,2,4,2,1519.94,2,8495.16,unknown_female11.jpg,0
17,22,1,1,20,1,1,13,1,2,2,4981.24,3,307.81,unknown_male13.jpg,0
17,22,1,1,21,2,2,15,1,1,1,2881.24,2,223.81,unknown_female15.jpg,0
17,22,1,1,22,1,2, 4,4,3,2,2176.70,3,140.68,unknown_female04.jpg,0
17,22,1,1,23,2,2,22,2,2,1,1089.08,4,122.77,unknown_female22.jpg,0
17,22,1,1,24,2,2, 6,4,4,1,1031.53,4,147.09,unknown_female06.jpg,0
17,22,1,1,25,2,2,13,4,3,2,1558.73,2,228.67,unknown_female13.jpg,0
17,22,1,1,26,1,2,18,4,4,1,4884.77,3,1263.58,unknown_female18.jpg,0
17,22,1,1,27,1,2,16,1,1,1,1532.33,3,306.92,unknown_female16.jpg,0
17,22,1,1,28,1,1,19,3,3,1,1872.29,2,416.87,unknown_male19.jpg,0
17,22,1,1,29,1,2, 9,3,3,1,1529.33,3,288.62,unknown_female09.jpg,0
17,22,1,1,30,1,2,21,2,2,1,1414.67,4,242.22,unknown_female21.jpg,0
17,22,1,1,31,2,1,18,3,3,1,3010.30,2,2179.44,unknown_male18.jpg,0
17,22,1,1,32,1,1, 5,3,4,2,2834.46,2,738.46,unknown_male05.jpg,0
17,22,1,1,33,1,2, 5,3,1,2,1053.68,3,216.50,unknown_female05.jpg,0
17,22,1,1,34,2,2,24,1,1,1,2881.42,3,240.00,unknown_female24.jpg,0
17,22,1,1,35,2,1,12,4,3,2,3912.15,3,363.46,unknown_male12.jpg,0
17,22,1,1,36,2,2, 2,1,3,2,3294.01,2,3.28,unknown_female02.jpg,0
17,22,1,1,37,1,1, 8,4,4,1,2733.18,4,577.37,unknown_male08.jpg,0
17,22,1,1,38,2,1,10,1,4,2,1963.54,2,48.71,unknown_male10.jpg,0
17,22,1,1,39,2,1, 9,4,4,1,2136.48,4,213.97,unknown_male09.jpg,0
17,22,1,1,40,1,1,17,1,2,2,1422.74,3,234.23,unknown_male17.jpg,0
17,22,1,1,41,1,2,17,1,1,1,1610.39,4,238.17,unknown_female17.jpg,0
17,22,1,1,42,2,2, 8,4,3,2,1710.38,2,829.92,unknown_female08.jpg,0
17,22,1,1,43,2,2,14,2,2,1,5980.90,2,33.59,unknown_female14.jpg,0
17,22,1,1,44,2,1,22,4,1,2,2410.05,3,172.27,unknown_male22.jpg,0
17,22,1,1,45,1,1, 6,1,1,1,1127.23,4,143.29,unknown_male06.jpg,0
17,22,1,1,46,2,1, 7,2,3,2,2955.69,3,238.79,unknown_male07.jpg,0
17,22,1,1,47,2,1,23,1,1,1,807.03,4,268.29,unknown_male23.jpg,0
17,22,1,1,48,1,1,15,2,2,1,1419.11,4,294.52,unknown_male15.jpg,0
18,27,2,2, 1,1,1,12,2,2,1,18390.75,1,2243.81,famous_male12.jpg,0
18,27,2,2, 2,2,1, 5,1,1,1,3200.09,3,2208.81,famous_male05.jpg,0
18,27,2,2, 3,2,1,20,1,3,2,22462.43,1,3088.92,famous_male20.jpg,0
18,27,2,2, 4,2,2,13,2,2,1,3929.59,4,820.12,famous_female13.jpg,0
18,27,2,2, 5,2,2, 1,2,2,1,1251.86,4,694.27,famous_female01.jpg,0
18,27,2,2, 6,1,1,13,2,4,2,14490.88,2,1666.88,famous_male13.jpg,0
18,27,2,2, 7,2,1,19,3,3,1,1190.98,4,660.24,famous_male19.jpg,0
18,27,2,2, 8,1,1,14,1,3,2,5498.85,2,1155.79,famous_male14.jpg,0
18,27,2,2, 9,1,1,23,1,1,1,2965.48,3,856.58,famous_male23.jpg,0
18,27,2,2,10,1,2, 7,4,4,1,2886.92,4,740.88,famous_female07.jpg,0
18,27,2,2,11,1,1, 1,4,4,1,1048.05,3,978.86,famous_male01.jpg,0
18,27,2,2,12,2,2,15,1,1,1,1748.25,4,473.74,famous_female15.jpg,0
18,27,2,2,13,2,2,16,4,4,1,7680.17,2,605.39,famous_female16.jpg,0
18,27,2,2,14,2,2, 8,3,3,1,1230.22,4,465.34,famous_female08.jpg,0
18,27,2,2,15,2,1, 7,3,3,1,1863.77,4,521.01,famous_male07.jpg,0
18,27,2,2,16,2,1, 9,4,4,1,1901.35,2,1420.47,famous_male09.jpg,0
18,27,2,2,17,2,2,14,1,1,1,1723.03,4,1409.88,famous_female14.jpg,0
18,27,2,2,18,2,2, 4,3,1,2,6785.14,3,820.13,famous_female04.jpg,0
18,27,2,2,19,1,2,20,3,2,2,3507.85,1,887.90,famous_female20.jpg,0
18,27,2,2,20,1,1,10,4,4,1,1308.81,4,525.21,famous_male10.jpg,0
18,27,2,2,21,1,2,10,4,4,1,6849.42,2,681.68,famous_female10.jpg,0
18,27,2,2,22,2,1,22,2,4,2,5991.00,1,698.88,famous_male22.jpg,0
18,27,2,2,23,1,2, 2,4,3,2,2935.49,1,643.29,famous_female02.jpg,0
18,27,2,2,24,2,1, 8,4,3,2,7114.66,1,791.72,famous_male08.jpg,0
18,27,2,2,25,2,2,11,4,4,1,1336.86,4,327.78,famous_female11.jpg,0
18,27,2,2,26,1,1,11,4,4,1,1667.79,3,84.73,famous_male11.jpg,0
18,27,2,2,27,2,1,15,2,2,1,6867.17,1,1026.81,famous_male15.jpg,0
18,27,2,2,28,2,2,17,3,3,1,2242.06,3,1731.26,famous_female17.jpg,0
18,27,2,2,29,1,2,23,2,2,1,3300.51,3,889.00,famous_female23.jpg,0
18,27,2,2,30,2,1,17,3,3,1,2565.84,3,297.06,famous_male17.jpg,0
18,27,2,2,31,2,2,21,1,1,1,1278.46,4,456.20,famous_female21.jpg,0
18,27,2,2,32,2,1, 6,1,1,1,1775.32,3,1324.03,famous_male06.jpg,0
18,27,2,2,33,1,2,24,1,3,2,7926.77,2,705.58,famous_female24.jpg,0
18,27,2,2,34,1,2,22,3,1,2,6766.18,1,737.88,famous_female22.jpg,0
18,27,2,2,35,2,1,16,2,2,1,5285.05,3,535.10,famous_male16.jpg,0
18,27,2,2,36,1,1,21,3,4,2,2794.66,1,252.74,famous_male21.jpg,0
18,27,2,2,37,1,2,19,2,2,1,3172.25,3,230.27,famous_female19.jpg,0
18,27,2,2,38,1,2, 5,2,1,2,3718.48,1,977.41,famous_female05.jpg,0
18,27,2,2,39,2,2, 3,4,4,1,2450.85,3,418.93,famous_female03.jpg,0
18,27,2,2,40,1,2,18,1,3,2,3651.43,1,377.22,famous_female18.jpg,0
18,27,2,2,41,1,2,12,3,4,2,3499.74,1,312.52,famous_female12.jpg,0
18,27,2,2,42,2,1,18,4,4,1,1469.24,3,470.57,famous_male18.jpg,0
18,27,2,2,43,1,1, 3,3,3,1,5156.92,3,83.79,famous_male03.jpg,0
18,27,2,2,44,2,2, 9,2,2,1,2402.28,3,220.46,famous_female09.jpg,0
18,27,2,2,45,1,1, 2,3,1,2,2165.30,1,201.41,famous_male02.jpg,0
18,27,2,2,46,1,2, 6,1,2,2,4162.93,2,1947.70,famous_female06.jpg,0
18,27,2,2,47,1,1,24,2,3,2,4252.55,1,825.18,famous_male24.jpg,0
18,27,2,2,48,1,1, 4,1,4,2,2240.82,2,1162.06,famous_male04.jpg,0
19,21,2,1, 1,1,2, 4,4,3,2,9093.41,1,1303.34,unknown_female04.jpg,0
19,21,2,1, 2,2,1,13,3,3,1,2666.68,4,681.73,unknown_male13.jpg,0
19,21,2,1, 3,1,2,22,3,3,1,3815.11,2,1438.49,unknown_female22.jpg,0
19,21,2,1, 4,2,1, 3,2,4,2,3444.39,3,1051.23,unknown_male03.jpg,0
19,21,2,1, 5,2,2,10,1,2,2,3409.16,1,521.48,unknown_female10.jpg,0
19,21,2,1, 6,1,1,19,1,1,1,3612.91,4,876.82,unknown_male19.jpg,0
19,21,2,1, 7,2,2, 9,1,2,2,2282.46,2,905.53,unknown_female09.jpg,0
19,21,2,1, 8,1,2,17,1,3,2,3029.79,1,678.07,unknown_female17.jpg,0
19,21,2,1, 9,2,1, 5,4,4,1,2651.34,3,875.08,unknown_male05.jpg,0
19,21,2,1,10,1,2,24,2,3,2,1928.66,2,975.25,unknown_female24.jpg,0
19,21,2,1,11,1,1,18,4,4,1,3368.59,2,538.24,unknown_male18.jpg,0
19,21,2,1,12,2,2,14,4,4,1,2349.87,4,578.13,unknown_female14.jpg,0
19,21,2,1,13,1,1,23,1,2,2,2588.30,3,742.84,unknown_male23.jpg,0
19,21,2,1,14,1,2,13,3,4,2,2290.07,2,513.17,unknown_female13.jpg,0
19,21,2,1,15,1,2,15,1,1,1,2837.46,3,557.45,unknown_female15.jpg,0
19,21,2,1,16,1,2, 6,2,1,2,7584.35,3,137.91,unknown_female06.jpg,0
19,21,2,1,17,1,2, 3,4,3,2,4526.18,3,527.59,unknown_female03.jpg,0
19,21,2,1,18,2,2,20,3,4,2,2043.91,3,589.46,unknown_female20.jpg,0
19,21,2,1,19,1,2, 7,4,2,2,4414.99,2,269.27,unknown_female07.jpg,0
19,21,2,1,20,2,1,17,4,3,2,2956.09,2,199.17,unknown_male17.jpg,0
19,21,2,1,21,1,2,16,3,2,2,2096.78,2,104.30,unknown_female16.jpg,0
19,21,2,1,22,2,1, 4,4,3,2,2182.03,1,209.30,unknown_male04.jpg,0
19,21,2,1,23,1,1, 6,2,4,2,7290.91,1,184.23,unknown_male06.jpg,0
19,21,2,1,24,1,2,12,2,2,1,2794.55,3,356.64,unknown_female12.jpg,0
19,21,2,1,25,1,1,22,2,3,2,3703.95,2,291.57,unknown_male22.jpg,0
19,21,2,1,26,1,1,11,2,1,2,5281.65,3,371.63,unknown_male11.jpg,0
19,21,2,1,27,1,2,23,1,2,2,2366.22,3,321.79,unknown_female23.jpg,0
19,21,2,1,28,1,1,16,1,1,1,4086.44,4,1042.05,unknown_male16.jpg,0
19,21,2,1,29,1,1, 8,3,3,1,5256.70,3,155.31,unknown_male08.jpg,0
19,21,2,1,30,2,2,18,2,4,2,2455.03,1,631.09,unknown_female18.jpg,0
19,21,2,1,31,2,2, 1,2,2,1,4398.49,1,221.53,unknown_female01.jpg,0
19,21,2,1,32,1,1,21,4,3,2,3366.40,3,120.03,unknown_male21.jpg,0
19,21,2,1,33,2,2,21,4,2,2,3437.13,1,739.96,unknown_female21.jpg,0
19,21,2,1,34,1,1,15,4,1,2,2519.20,3,132.46,unknown_male15.jpg,0
19,21,2,1,35,2,1, 9,1,1,1,3272.87,4,118.68,unknown_male09.jpg,0
19,21,2,1,36,2,2, 5,2,3,2,5867.78,2,173.19,unknown_female05.jpg,0
19,21,2,1,37,2,1,12,1,4,2,2816.23,1,112.93,unknown_male12.jpg,0
19,21,2,1,38,2,1, 2,1,3,2,2101.96,1,100.86,unknown_male02.jpg,0
19,21,2,1,39,2,2,19,3,4,2,3786.59,4,986.72,unknown_female19.jpg,0
19,21,2,1,40,2,2, 2,1,2,2,2475.47,1,658.84,unknown_female02.jpg,0
19,21,2,1,41,2,2, 8,3,2,2,4945.53,2,409.60,unknown_female08.jpg,0
19,21,2,1,42,2,1, 7,3,4,2,2234.71,3,491.85,unknown_male07.jpg,0
19,21,2,1,43,2,1,10,2,3,2,4841.58,2,2269.70,unknown_male10.jpg,0
19,21,2,1,44,2,1,24,3,4,2,4696.60,4,579.03,unknown_male24.jpg,0
19,21,2,1,45,1,1, 1,3,1,2,6524.48,4,970.00,unknown_male01.jpg,0
19,21,2,1,46,1,1,20,3,3,1,2971.35,4,501.82,unknown_male20.jpg,0
19,21,2,1,47,2,2,11,4,4,1,2578.81,1,1014.02,unknown_female11.jpg,0
19,21,2,1,48,2,1,14,2,3,2,2901.39,2,610.56,unknown_male14.jpg,0
20,24,2,2, 1,1,1, 5,2,2,1,3307.74,2,80.29,famous_male05.jpg,0
20,24,2,2, 2,1,1,10,4,2,2,2678.73,3,61.71,famous_male10.jpg,0
20,24,2,2, 3,1,2,24,1,4,2,4756.84,4,4.61,famous_female24.jpg,0
20,24,2,2, 4,2,1, 3,4,2,2,11670.49,3,820.67,famous_male03.jpg,0
20,24,2,2, 5,1,2,14,3,1,2,8244.36,2,473.84,famous_female14.jpg,0
20,24,2,2, 6,2,1,22,3,3,1,4343.56,3,712.62,famous_male22.jpg,0
20,24,2,2, 7,1,2, 9,4,2,2,18516.56,2,700.05,famous_female09.jpg,0
20,24,2,2, 8,1,2,16,4,1,2,5392.69,2,1229.69,famous_female16.jpg,0
20,24,2,2, 9,2,1,17,1,1,1,2996.59,2,174.36,famous_male17.jpg,0
20,24,2,2,10,2,2,22,4,4,1,2649.34,4,321.05,famous_female22.jpg,0
20,24,2,2,11,2,2, 8,3,3,1,1637.79,4,120.09,famous_female08.jpg,0
20,24,2,2,12,2,1, 1,3,3,1,1309.18,4,101.56,famous_male01.jpg,0
20,24,2,2,13,1,1, 2,1,2,2,6755.32,2,175.67,famous_male02.jpg,0
20,24,2,2,14,1,1,12,2,3,2,9274.67,2,925.51,famous_male12.jpg,0
20,24,2,2,15,1,2, 2,3,3,1,3425.08,4,16.67,famous_female02.jpg,0
20,24,2,2,16,2,2,15,3,4,2,2209.90,3,820.51,famous_female15.jpg,0
20,24,2,2,17,1,1, 9,2,2,1,3468.18,2,257.61,famous_male09.jpg,0
20,24,2,2,18,2,2,10,2,1,2,3041.11,2,152.72,famous_female10.jpg,0
20,24,2,2,19,2,2,23,1,1,1,2956.42,2,223.60,famous_female23.jpg,0
20,24,2,2,20,2,1,14,1,2,2,4224.45,2,294.40,famous_male14.jpg,0
20,24,2,2,21,1,2, 3,1,2,2,8811.80,2,129.58,famous_female03.jpg,0
20,24,2,2,22,2,2,17,4,4,1,1485.90,4,1150.60,famous_female17.jpg,0
20,24,2,2,23,1,2, 1,2,1,2,4456.28,2,188.46,famous_female01.jpg,0
20,24,2,2,24,2,2, 6,2,1,2,3382.78,2,216.39,famous_female06.jpg,0
20,24,2,2,25,2,2,19,3,3,1,2937.30,2,381.11,famous_female19.jpg,0
20,24,2,2,26,2,1,21,2,2,1,3394.81,2,3363.79,famous_male21.jpg,0
20,24,2,2,27,1,1, 4,3,3,1,4593.20,2,335.79,famous_male04.jpg,0
20,24,2,2,28,1,2,18,1,2,2,4403.81,2,186.13,famous_female18.jpg,0
20,24,2,2,29,1,1,11,1,2,2,10484.39,1,84.17,famous_male11.jpg,0
20,24,2,2,30,2,2,20,4,3,2,1578.67,3,279.78,famous_female20.jpg,0
20,24,2,2,31,1,1, 6,4,3,2,1477.89,3,3375.21,famous_male06.jpg,0
20,24,2,2,32,2,1, 7,2,2,1,5147.98,2,491.59,famous_male07.jpg,0
20,24,2,2,33,2,2, 5,2,2,1,2177.18,4,141.17,famous_female05.jpg,0
20,24,2,2,34,1,2,13,3,1,2,2745.56,3,541.76,famous_female13.jpg,0
20,24,2,2,35,1,1,20,4,2,2,3529.40,2,12.79,famous_male20.jpg,0
20,24,2,2,36,2,1,19,3,3,1,3550.02,2,384.62,famous_male19.jpg,0
20,24,2,2,37,1,1, 8,1,2,2,6626.57,3,123.84,famous_male08.jpg,0
20,24,2,2,38,1,1,15,3,4,2,2344.88,4,573.91,famous_male15.jpg,0
20,24,2,2,39,2,1,18,4,2,2,7960.16,2,257.49,famous_male18.jpg,0
20,24,2,2,40,2,2,12,1,1,1,1921.00,3,1943.44,famous_female12.jpg,0
20,24,2,2,41,1,2, 4,4,1,2,2312.34,3,302.79,famous_female04.jpg,0
20,24,2,2,42,2,1,24,4,3,2,6132.09,2,1650.44,famous_male24.jpg,0
20,24,2,2,43,2,1,23,2,2,1,14551.17,2,1037.04,famous_male23.jpg,0
20,24,2,2,44,2,1,13,1,2,2,1451.63,3,173.72,famous_male13.jpg,0
20,24,2,2,45,1,1,16,3,4,2,3336.66,4,819.73,famous_male16.jpg,0
20,24,2,2,46,2,2,21,1,1,1,1187.40,4,264.68,famous_female21.jpg,0
20,24,2,2,47,1,2,11,2,3,2,1951.43,3,644.55,famous_female11.jpg,0
20,24,2,2,48,1,2, 7,2,3,2,26931.91,2,315.07,famous_female07.jpg,0
21,22,2,1, 1,1,2, 5,4,4,1,3545.85,3,6692.51,unknown_female05.jpg,0
21,22,2,1, 2,1,2, 8,1,1,1,2318.08,4,1147.81,unknown_female08.jpg,0
21,22,2,1, 3,1,2, 6,2,2,1,2357.57,3,1457.83,unknown_female06.jpg,0
21,22,2,1, 4,2,1,21,2,2,1,3487.03,2,7779.71,unknown_male21.jpg,0
21,22,2,1, 5,2,1, 3,1,3,2,7087.92,2,2853.63,unknown_male03.jpg,0
21,22,2,1, 6,1,1, 2,2,2,1,4552.07,2,6624.05,unknown_male02.jpg,0
21,22,2,1, 7,2,1,17,3,3,1,46084.48,1,673.65,unknown_male17.jpg,0
21,22,2,1, 8,2,2,12,1,2,2,18607.62,1,395.68,unknown_female12.jpg,0
21,22,2,1, 9,1,2,15,1,1,1,7276.89,1,906.90,unknown_female15.jpg,0
21,22,2,1,10,1,1, 1,4,4,1,6567.14,2,1683.22,unknown_male01.jpg,0
21,22,2,1,11,1,1,11,1,1,1,2190.58,3,1049.86,unknown_male11.jpg,0
21,22,2,1,12,2,1, 9,1,3,2,15863.80,2,406.47,unknown_male09.jpg,0
21,22,2,1,13,1,1,15,1,1,1,1621.13,4,1480.23,unknown_male15.jpg,0
21,22,2,1,14,2,2,24,3,3,1,69556.00,2,578.84,unknown_female24.jpg,0
21,22,2,1,15,1,1, 4,3,3,1,1756.37,3,553.82,unknown_male04.jpg,0
21,22,2,1,16,1,1,16,1,1,1,1524.73,3,675.97,unknown_male16.jpg,0
21,22,2,1,17,1,1, 6,3,3,1,2018.01,3,1012.24,unknown_male06.jpg,0
21,22,2,1,18,2,2, 2,3,3,1,9460.29,1,1383.41,unknown_female02.jpg,0
21,22,2,1,19,2,1,20,1,1,1,1823.38,3,1834.02,unknown_male20.jpg,0
21,22,2,1,20,1,2, 4,2,2,1,1567.11,4,692.31,unknown_female04.jpg,0
21,22,2,1,21,2,1,23,4,4,1,1489.58,4,730.31,unknown_male23.jpg,0
21,22,2,1,22,1,2,18,3,2,2,6413.40,2,471.80,unknown_female18.jpg,0
21,22,2,1,23,2,1,22,2,3,2,7038.20,1,702.74,unknown_male22.jpg,0
21,22,2,1,24,1,2,23,4,4,1,6283.30,2,491.40,unknown_female23.jpg,0
21,22,2,1,25,1,2,14,1,1,1,2137.06,4,382.45,unknown_female14.jpg,0
21,22,2,1,26,2,2,20,1,1,1,2720.30,2,925.21,unknown_female20.jpg,0
21,22,2,1,27,2,2, 3,4,3,2,22040.78,1,1148.71,unknown_female03.jpg,0
21,22,2,1,28,2,2,10,1,1,1,3646.41,2,1420.90,unknown_female10.jpg,0
21,22,2,1,29,2,1,18,3,3,1,45603.48,2,444.93,unknown_male18.jpg,0
21,22,2,1,30,2,1,12,2,2,1,9404.03,1,473.26,unknown_male12.jpg,0
21,22,2,1,31,1,2,22,3,1,2,2399.64,3,3313.85,unknown_female22.jpg,0
21,22,2,1,32,2,2, 7,3,4,2,5905.41,2,456.85,unknown_female07.jpg,0
21,22,2,1,33,1,1,10,3,3,1,10351.90,2,877.25,unknown_male10.jpg,0
21,22,2,1,34,1,2,16,3,3,1,1362.89,3,2153.12,unknown_female16.jpg,0
21,22,2,1,35,1,1, 8,4,1,2,15400.92,1,227.14,unknown_male08.jpg,0
21,22,2,1,36,2,2, 9,2,4,2,19939.98,1,488.10,unknown_female09.jpg,0
21,22,2,1,37,2,2, 1,2,4,2,11805.79,1,198.37,unknown_female01.jpg,0
21,22,2,1,38,2,2,19,4,4,1,1391.98,4,348.86,unknown_female19.jpg,0
21,22,2,1,39,2,1,14,4,4,1,2104.08,3,1254.86,unknown_male14.jpg,0
21,22,2,1,40,1,1,24,2,3,2,3860.44,3,409.83,unknown_male24.jpg,0
21,22,2,1,41,1,1,19,4,1,2,9418.93,2,503.51,unknown_male19.jpg,0
21,22,2,1,42,1,1, 5,2,3,2,916.47,4,492.94,unknown_male05.jpg,0
