SID,Trial,Repetition,AscLoc,ScrResp,Corr,RT,Confident,ImgName
10,30,2,4,4,1,1548.41,3,capture010 copy.jpg
10,31,1,4,4,1,1789.95,3,capture003 copy.jpg
10,32,2,2,2,1,1663.68,2,unfammale38.jpg
10,33,2,1,1,1,913.25,4,unfammale08.jpg
10,34,2,4,2,0,3279.6,2,unfammale39.jpg
10,35,1,4,4,1,3308.38,1,unfammale28.jpg
10,36,2,3,3,1,1184.97,4,unfammale25.jpg
10,37,1,1,3,0,8394.27,1,unfamfemale15.jpg
10,38,2,1,1,1,1032.8,3,unfammale02.jpg
10,39,2,3,1,0,2434.28,2,capture005 copy.jpg
10,40,2,2,1,0,2398.6,3,unfamfemale37.jpg
10,41,1,2,2,1,3968.63,3,unfammale33.jpg
10,42,2,4,4,1,4547.19,2,unfammale23.jpg
10,43,1,1,3,0,3341.9,1,capture011 copy.jpg
10,44,1,2,2,1,927.5,4,unfamfemale05.jpg
10,45,2,4,4,1,4760.78,2,capture015 copy.jpg
10,46,1,4,4,1,1651.41,2,unfamfemale26.jpg
10,47,2,1,1,1,2823.43,3,unfamfemale17.jpg
10,48,2,2,2,1,2209.09,2,unfammale18.jpg
11,1,1,1,1,1,10459.91,2,unfammale25.jpg
11,2,1,3,2,0,11591.94,2,unfammale39.jpg
11,3,1,2,2,1,12312.89,1,capture001 copy.jpg
11,4,1,4,2,0,4804.58,3,unfamfemale24.jpg
11,5,2,3,3,1,3098.17,4,unfamfemale21.jpg
11,6,1,4,4,1,1801.68,4,unfamfemale05.jpg
11,7,2,1,1,1,2704.58,3,capture015 copy.jpg
11,8,1,1,1,1,1799.8,4,unfamfemale26.jpg
11,9,2,1,1,1,1073.37,4,capture020 copy.jpg
11,10,1,2,2,1,1781.54,3,unfammale19.jpg
11,11,1,1,2,0,5796.54,3,capture017 copy.jpg
11,12,2,1,2,0,2880.64,3,unfammale09.jpg
11,13,1,2,2,1,6024.43,2,unfammale14.jpg
11,14,2,1,1,1,3369.38,3,capture003 copy.jpg
11,15,2,3,4,0,8182.74,1,unfamfemale04.jpg
11,16,1,3,3,1,2086.43,3,unfamfemale03.jpg
11,17,1,1,1,1,4824.64,4,unfamfemale38.jpg
11,18,1,1,2,0,2358.34,2,unfammale18.jpg
11,19,2,3,3,1,3165.6,4,unfammale33.jpg
11,20,2,3,4,0,2410.4,4,capture016 copy.jpg
11,21,2,3,3,1,1910.74,4,capture011 copy.jpg
11,22,2,2,2,1,2749.92,4,unfammale16.jpg
11,23,2,1,1,1,1642.49,4,unfamfemale08.jpg
11,24,1,3,4,0,4001.34,3,unfamfemale20.jpg
11,25,2,4,4,1,2281.29,4,capture012 copy.jpg
11,26,2,1,2,0,6314.88,2,unfamfemale01.jpg
11,27,2,2,2,1,2366.87,4,capture013 copy.jpg
11,28,2,4,4,1,6813.99,2,unfamfemale40.jpg
11,29,2,4,4,1,2625.76,4,unfamfemale17.jpg
11,30,2,4,4,1,1283.81,4,unfamfemale32.jpg
11,31,1,4,2,0,3583.61,3,unfammale23.jpg
11,32,2,2,2,1,3199.5,4,unfamfemale10.jpg
11,33,1,2,2,1,2556.3,4,unfamfemale06.jpg
11,34,2,2,2,1,3003.85,4,capture005 copy.jpg
11,35,1,4,4,1,3326.19,4,capture002 copy.jpg
11,36,1,3,1,0,6029.68,2,unfamfemale39.jpg
11,37,1,3,2,0,4815.2,2,capture010 copy.jpg
11,38,2,2,4,0,1626.15,4,unfamfemale37.jpg
11,39,1,1,1,1,5142.83,3,unfammale08.jpg
11,40,1,2,4,0,4383.2,3,unfamfemale15.jpg
11,41,2,4,3,0,4852.49,1,unfammale35.jpg
11,42,2,2,2,1,3644.48,1,unfammale28.jpg
11,43,1,2,2,1,3655.19,2,unfammale02.jpg
11,44,2,3,3,1,2900.14,4,capture021 copy.jpg
11,45,1,4,2,0,5467.44,2,unfammale05.jpg
11,46,2,4,4,1,1606.55,4,unfammale12.jpg
11,47,1,4,2,0,3839.93,2,unfammale38.jpg
11,48,1,3,3,1,5085.11,2,unfammale21.jpg
12,1,1,4,1,0,3885.51,2,unfamfemale32.jpg
12,2,2,4,2,0,2549.36,2,unfamfemale24.jpg
12,3,2,2,1,0,4036.47,3,unfamfemale20.jpg
12,4,2,4,3,0,1633.62,1,capture002 copy.jpg
12,5,1,2,2,1,1842.89,4,capture015 copy.jpg
12,6,2,4,4,1,1527.29,4,unfammale23.jpg
12,7,2,3,3,1,1568.5,4,unfamfemale38.jpg
12,8,2,1,1,1,1542.99,2,capture001 copy.jpg
12,9,1,3,1,0,1771.03,2,unfamfemale17.jpg
12,10,1,2,2,1,1391.09,2,capture005 copy.jpg
12,11,2,3,1,0,2296.34,1,unfammale14.jpg
12,12,1,1,4,0,3484.66,1,capture003 copy.jpg
12,13,2,3,3,1,1657.47,4,unfammale21.jpg
12,14,2,1,3,0,2589.39,2,unfamfemale15.jpg
12,15,1,4,4,1,1113.61,4,unfamfemale08.jpg
12,16,2,2,1,0,2519.95,4,capture017 copy.jpg
12,17,1,2,2,1,1222.68,3,unfammale33.jpg
12,18,2,3,3,1,1351.8,1,unfamfemale26.jpg
12,19,2,4,4,1,928.92,4,unfammale19.jpg
12,20,2,2,4,0,1094.94,4,unfamfemale05.jpg
12,21,2,4,4,1,920.27,4,capture010 copy.jpg
12,22,2,2,4,0,1470.58,3,unfammale39.jpg
12,23,1,4,4,1,1917.34,1,capture011 copy.jpg
12,24,1,1,3,0,1102.68,1,unfamfemale40.jpg
12,25,1,3,2,0,2994.11,1,unfammale12.jpg
12,26,1,3,3,1,1180.3,3,unfamfemale01.jpg
12,27,1,2,3,0,2218.94,2,capture013 copy.jpg
12,28,2,2,2,1,1220.62,2,unfammale25.jpg
12,29,1,4,4,1,1083.31,4,unfamfemale04.jpg
12,30,2,3,3,1,2167.01,1,unfammale05.jpg
12,31,2,1,3,0,1168.4,3,unfammale38.jpg
12,32,1,1,3,0,1510.93,1,capture016 copy.jpg
12,33,2,1,2,0,994.72,1,unfammale02.jpg
12,34,1,2,2,1,5235.61,2,unfamfemale37.jpg
12,35,2,4,3,0,1940.11,1,unfamfemale06.jpg
12,36,1,4,3,0,757.4,1,unfammale35.jpg
12,37,1,1,3,0,1088.93,3,unfamfemale21.jpg
12,38,1,3,3,1,2708.57,2,unfamfemale10.jpg
12,39,2,2,2,1,934.23,4,unfammale08.jpg
12,40,2,1,1,1,1254.95,1,unfamfemale39.jpg
12,41,1,1,1,1,1045.54,4,capture021 copy.jpg
12,42,2,3,3,1,1238.55,3,unfamfemale03.jpg
12,43,2,1,1,1,1181.72,1,unfammale18.jpg
12,44,1,3,3,1,937.56,1,unfammale28.jpg
12,45,1,4,2,0,1551.51,1,capture020 copy.jpg
12,46,1,1,2,0,1238.45,3,unfammale09.jpg
12,47,1,2,3,0,2067.8,1,unfammale16.jpg
12,48,1,3,2,0,1167.7,2,capture012 copy.jpg
13,1,1,2,2,1,9674.48,3,unfammale23.jpg
13,2,2,4,1,0,4968.33,2,capture013 copy.jpg
13,3,2,4,4,1,2088.78,4,capture012 copy.jpg
13,4,2,3,3,1,1980.97,3,unfamfemale06.jpg
13,5,1,4,3,0,1875.94,2,unfamfemale01.jpg
13,6,2,2,2,1,2715.46,2,unfamfemale38.jpg
13,7,2,3,3,1,2625.08,4,capture016 copy.jpg
13,8,1,2,2,1,1770.82,2,unfammale25.jpg
13,9,1,4,4,1,1889.69,3,capture005 copy.jpg
13,10,2,3,3,1,1441.05,4,unfamfemale39.jpg
13,11,1,1,1,1,1442.43,4,capture021 copy.jpg
13,12,2,3,2,0,5087.09,1,unfammale28.jpg
13,13,1,4,2,0,1984.08,1,unfammale21.jpg
13,14,2,2,2,1,1684.22,3,unfammale12.jpg
13,15,1,1,2,0,1346.97,2,unfammale05.jpg
13,16,1,3,3,1,1879.02,2,unfamfemale04.jpg
13,17,2,3,3,1,1521.64,1,unfamfemale20.jpg
13,18,2,1,1,1,1093.81,4,capture017 copy.jpg
13,19,1,2,2,1,1769.66,4,capture015 copy.jpg
13,20,2,1,1,1,3606.51,4,capture003 copy.jpg
13,21,1,2,3,0,4710.01,2,capture010 copy.jpg
13,22,1,2,2,1,3472.97,3,unfamfemale08.jpg
13,23,2,3,4,0,2928.59,3,unfammale35.jpg
13,24,2,1,1,1,1472.34,4,capture001 copy.jpg
13,25,2,2,3,0,2135.14,1,unfammale09.jpg
13,26,1,3,3,1,2206.61,4,unfamfemale10.jpg
13,27,2,1,1,1,3562.75,2,capture011 copy.jpg
13,28,1,3,3,1,1392,4,unfamfemale21.jpg
13,29,1,3,4,0,1865.65,4,unfammale14.jpg
13,30,1,1,1,1,1419.52,4,unfammale02.jpg
13,31,1,2,2,1,5335.44,3,unfamfemale40.jpg
13,32,1,1,1,1,3194.77,4,unfammale19.jpg
13,33,1,3,3,1,2184.1,1,unfammale18.jpg
13,34,2,2,2,1,5233.84,1,capture002 copy.jpg
13,35,1,4,1,0,5359.6,1,unfammale38.jpg
13,36,1,4,4,1,5146.85,3,unfamfemale37.jpg
13,37,1,3,1,0,1828.03,4,unfammale08.jpg
13,38,2,4,2,0,4339.26,1,unfammale16.jpg
13,39,2,2,4,0,1824.45,4,unfamfemale26.jpg
13,40,2,2,2,1,1092.54,1,unfammale33.jpg
13,41,2,4,4,1,954.99,4,unfamfemale24.jpg
13,42,2,4,3,0,2185.25,2,unfamfemale03.jpg
13,43,1,4,4,1,1127.99,4,unfammale39.jpg
13,44,1,1,1,1,5326.36,3,unfamfemale17.jpg
13,45,2,4,4,1,1465.75,3,unfamfemale05.jpg
13,46,2,1,1,1,2563.87,4,capture020 copy.jpg
13,47,1,1,1,1,3050.92,4,unfamfemale32.jpg
13,48,2,1,1,1,1601.99,3,unfamfemale15.jpg
