SID,Block,Trial,RepTime,Resp,Corr,RT,ImgName
1,2,130,3,2,0,586.68,nonwin11.png
1,2,131,3,3,1,720.53,nonwex2.png
1,2,132,3,2,0,838.41,nonwin2_8.png
1,2,133,3,3,1,676.28,nonwin2.png
1,2,134,3,3,1,434.17,nonwin2_4.png
1,2,135,3,3,1,632.07,nonwin8.png
1,2,136,3,2,0,525.93,nonwin5.png
1,2,137,3,2,0,483.8,nonwin4.png
1,2,138,3,2,0,849.7,nonwin2_2.png
1,2,139,2,3,0,735.55,nonwin2_5.png
1,2,140,3,3,1,509.36,nonwin12.png
1,2,141,3,3,1,579.26,nonwex10.png
1,2,142,3,2,0,745.18,nonwin2_9.png
1,2,143,3,2,0,839.05,nonwex2_2.png
1,2,144,3,3,1,764.9,nonwin2_5.png
1,3,1,1,1,1,680.35,nonwex5.png
1,3,2,1,1,1,494.19,nonwex2_3.png
1,3,3,1,1,1,484.09,nonwex2_6.png
1,3,4,1,1,1,393.91,nonwin9.png
1,3,5,1,1,1,351.8,nonwex4.png
1,3,6,1,1,1,333.64,nonwex2_10.png
1,3,7,1,1,1,307.51,nonwin2_12.png
1,3,8,1,1,1,305.38,nonwex1.png
1,3,9,1,1,1,327.32,nonwin1.png
1,3,10,1,1,1,317.16,nonwin2_7.png
1,3,11,1,1,1,347.04,nonwex3.png
1,3,12,1,1,1,328.89,nonwex2_1.png
1,3,13,2,1,0,318.79,nonwin1.png
1,3,14,1,1,1,516.65,nonwex11.png
1,3,15,1,1,1,509.19,nonwin2_6.png
1,3,16,1,1,1,603.11,nonwin2_3.png
1,3,17,1,2,0,592.97,nonwin12.png
1,3,18,2,1,0,855.19,nonwex4.png
1,3,19,1,2,0,900.75,nonwin2_9.png
1,3,20,1,1,1,842.62,nonwin2_11.png
1,3,21,2,2,1,720.43,nonwex2_3.png
1,3,22,1,1,1,766.3,nonwex9.png
1,3,23,1,1,1,708.19,nonwin3.png
1,3,24,1,1,1,698.05,nonwex2_2.png
1,3,25,1,1,1,743.95,nonwin2_1.png
1,3,26,3,2,0,477.82,nonwex2_3.png
1,3,27,1,1,1,659.66,nonwex2_8.png
1,3,28,1,1,1,649.55,nonwex7.png
1,3,29,2,2,1,535.4,nonwex3.png
1,3,30,1,1,1,613.34,nonwex2_9.png
1,3,31,1,1,1,715.18,nonwin11.png
1,3,32,3,2,0,729.05,nonwex4.png
1,3,33,1,1,1,806.94,nonwin4.png
1,3,34,2,2,1,956.82,nonwin12.png
1,3,35,1,1,1,946.66,nonwex2_4.png
1,3,36,1,1,1,912.59,nonwex2_11.png
1,3,37,2,2,1,718.2,nonwin3.png
1,3,38,1,1,1,644.31,nonwin2.png
1,3,39,2,2,1,810.2,nonwin2_12.png
1,3,40,2,2,1,664.05,nonwin4.png
1,3,41,2,1,0,725.94,nonwin2_11.png
1,3,42,1,2,0,667.81,nonwex12.png
1,3,43,1,2,0,585.69,nonwin8.png
1,3,44,2,2,1,703.57,nonwin8.png
1,3,45,2,1,0,837.41,nonwin2_3.png
1,3,46,3,2,0,787.32,nonwin2_12.png
1,3,47,2,1,0,745.19,nonwex2_1.png
1,3,48,1,1,1,839.05,nonwex2_12.png
1,3,49,1,1,1,716.91,nonwex2_7.png
1,3,50,2,2,1,898.8,nonwex2_10.png
1,3,51,1,1,1,632.66,nonwin2_2.png
1,3,52,3,1,0,574.55,nonwex2_1.png
1,3,53,2,1,0,692.41,nonwex2_11.png
1,3,54,2,2,1,594.28,nonwex12.png
1,3,55,1,1,1,856.15,nonwin2_8.png
1,3,56,1,2,0,630,nonwin2_4.png
1,3,57,2,2,1,819.93,nonwex2_2.png
1,3,58,2,2,1,665.75,nonwex9.png
1,3,59,1,2,0,847.67,nonwex6.png
1,3,60,1,2,0,645.55,nonwin5.png
1,3,61,3,3,1,891.38,nonwin3.png
1,3,62,2,3,0,641.29,nonwin2.png
1,3,63,2,2,1,839.14,nonwin9.png
1,3,64,2,2,1,853.01,nonwex2_4.png
1,3,65,2,2,1,746.89,nonwex11.png
1,3,66,3,3,1,568.78,nonwin8.png
1,3,67,3,2,0,662.63,nonwin2_11.png
1,3,68,2,3,0,596.49,nonwin2_1.png
1,3,69,3,3,1,618.41,nonwex2_11.png
1,3,70,2,3,0,680.24,nonwex2_8.png
1,3,71,2,2,1,622.08,nonwex1.png
1,3,72,3,2,0,827.99,nonwin2_3.png
1,3,73,2,2,1,881.9,nonwex2_6.png
1,3,74,2,2,1,895.77,nonwex2_7.png
1,3,75,3,3,1,645.66,nonwex2_6.png
1,3,76,2,2,1,627.49,nonwex7.png
1,3,77,2,2,1,849.42,nonwex2_9.png
1,3,78,2,2,1,799.29,nonwin2_9.png
1,3,79,2,2,1,669.14,nonwin2_4.png
1,3,80,1,2,0,530.98,nonwex2_5.png
1,3,81,2,2,1,672.87,nonwin5.png
1,3,82,1,2,0,702.74,nonwin7.png
1,3,83,3,3,1,644.65,nonwin2_4.png
1,3,84,3,2,0,618.49,nonwin9.png
1,3,85,2,2,1,568.37,nonwex5.png
1,3,86,1,2,0,334.24,nonwex2.png
1,3,87,1,2,0,700.15,nonwin10.png
1,3,88,1,2,0,586.02,nonwex8.png
1,3,89,2,2,1,799.87,nonwin2_6.png
1,3,90,3,3,1,605.71,nonwex9.png
1,3,91,3,3,1,795.64,nonwex12.png
1,3,92,2,2,1,777.52,nonwex2_5.png
1,3,93,2,3,0,543.34,nonwex8.png
1,3,94,3,3,1,725.27,nonwin1.png
1,3,95,1,2,0,699.15,nonwin6.png
1,3,96,2,3,0,881.01,nonwex6.png
1,3,97,2,2,1,750.9,nonwin10.png
1,3,98,1,3,0,668.73,nonwex10.png
1,3,99,3,2,0,722.64,nonwex2_8.png
1,3,100,1,2,0,632.51,nonwin2_10.png
1,3,101,3,2,0,678.39,nonwex3.png
1,3,102,3,3,1,652.25,nonwin2_6.png
1,3,103,3,2,0,626.14,nonwin2_9.png
1,3,104,3,2,0,776.01,nonwex2_4.png
1,3,105,3,2,0,685.89,nonwin2.png
1,3,106,2,3,0,595.76,nonwex10.png
1,3,107,3,2,0,585.59,nonwex2_9.png
1,3,108,3,2,0,591.51,nonwex11.png
1,3,109,2,2,1,717.33,nonwin7.png
1,3,110,1,2,0,555.25,nonwin2_5.png
1,3,111,3,3,1,521.09,nonwex10.png
1,3,112,3,2,0,542.95,nonwin12.png
1,3,113,2,2,1,612.85,nonwin6.png
1,3,114,2,2,1,602.72,nonwin2_8.png
1,3,115,3,3,1,768.62,nonwin7.png
1,3,116,2,2,1,614.5,nonwex2_12.png
1,3,117,2,2,1,708.38,nonwin2_10.png
1,3,118,2,2,1,626.25,nonwin2_5.png
1,3,119,3,3,1,624.12,nonwex8.png
1,3,120,3,2,0,453.98,nonwin4.png
1,3,121,2,3,0,683.88,nonwin2_7.png
1,3,122,2,2,1,513.74,nonwin11.png
1,3,123,3,2,0,415.56,nonwin11.png
1,3,124,3,3,1,557.49,nonwex6.png
1,3,125,2,3,0,555.37,nonwex2.png
1,3,126,3,2,0,569.24,nonwin2_5.png
1,3,127,3,3,1,711.11,nonwex7.png
1,3,128,3,2,0,684.95,nonwex2_5.png
1,3,129,2,2,1,754.88,nonwin2_2.png
1,3,130,3,3,1,547.42,nonwin10.png
1,3,131,3,3,1,577.23,nonwin6.png
1,3,132,3,3,1,695.17,nonwin2_1.png
1,3,133,3,3,1,580.97,nonwex2_12.png
1,3,134,3,3,1,490.9,nonwex2_7.png
1,3,135,3,3,1,632.79,nonwex2_2.png
1,3,136,3,3,1,662.66,nonwex5.png
1,3,137,3,3,1,556.51,nonwex2_10.png
1,3,138,3,3,1,298.34,nonwin2_10.png
1,3,139,3,3,1,288.26,nonwin2_7.png
1,3,140,3,3,1,318.14,nonwex2.png
1,3,141,3,3,1,292.01,nonwex1.png
1,3,142,3,3,1,273.88,nonwin5.png
1,3,143,3,3,1,391.74,nonwin2_8.png
1,3,144,3,3,1,589.65,nonwin2_2.png
1,4,1,1,1,1,733.62,nonwex2_4.png
1,4,2,1,1,1,267.39,nonwin2_2.png
1,4,3,1,1,1,281.32,nonwin10.png
1,4,4,1,1,1,311.2,nonwex12.png
1,4,5,1,1,1,237.01,nonwin4.png
1,4,6,1,1,1,258.94,nonwin12.png
1,4,7,1,1,1,256.81,nonwin6.png
1,4,8,1,1,1,54.65,nonwex5.png
1,4,9,1,1,1,276.55,nonwin2_4.png
1,4,10,1,1,1,298.44,nonwex2_2.png
1,4,11,2,1,0,296.32,nonwin4.png
1,4,12,1,1,1,326.15,nonwin2_7.png
1,4,13,1,1,1,316.03,nonwex1.png
1,4,14,2,1,0,513.93,nonwin10.png
1,4,15,3,1,0,279.82,nonwin10.png
1,4,16,1,1,1,709.66,nonwin2_3.png
1,4,17,1,1,1,619.55,nonwex6.png
1,4,18,1,2,0,636.13,nonwex2_12.png
1,4,19,2,2,1,857.97,nonwin2_3.png
1,4,20,1,1,1,783.85,nonwex3.png
1,4,21,1,2,0,925.78,nonwex9.png
1,4,22,1,2,0,635.59,nonwin2_10.png
1,4,23,1,2,0,721.51,nonwin7.png
1,4,24,1,1,1,727.39,nonwin2_1.png
1,4,25,2,1,0,661.23,nonwin6.png
1,4,26,1,1,1,683.09,nonwex4.png
1,4,27,1,2,0,728.98,nonwin2_6.png
1,4,28,1,1,1,558.82,nonwin11.png
1,4,29,2,1,0,540.69,nonwex2_4.png
1,4,30,1,2,0,786.64,nonwex7.png
1,4,31,1,1,1,816.46,nonwex2_6.png
1,4,32,3,2,0,878.39,nonwin4.png
1,4,33,1,2,0,1004.28,nonwex10.png
1,4,34,3,2,0,802.11,nonwin2_3.png
1,4,35,2,3,0,800,nonwex2_6.png
1,4,36,2,2,1,853.89,nonwin2_4.png
1,4,37,1,1,1,731.75,nonwex2_3.png
1,4,38,2,2,1,585.59,nonwin11.png
1,4,39,2,1,0,791.5,nonwex2_2.png
1,4,40,1,1,1,821.35,nonwin2_5.png
1,4,41,3,2,0,715.25,nonwin6.png
1,4,42,1,1,1,865.14,nonwin8.png
1,4,43,1,2,0,686.95,nonwin2_8.png
1,4,44,1,1,1,636.87,nonwin5.png
1,4,45,2,2,1,354.71,nonwin2_10.png
1,4,46,2,2,1,280.59,nonwex2_3.png
1,4,47,1,1,1,462.47,nonwin9.png
1,4,48,2,1,0,604.37,nonwex3.png
1,4,49,1,2,0,690.23,nonwex2_8.png
1,4,50,2,2,1,792.1,nonwex12.png
1,4,51,2,2,1,734,nonwin7.png
1,4,52,1,1,1,643.83,nonwex2_1.png
1,4,53,2,1,0,553.73,nonwex2_1.png
1,4,54,1,2,0,599.61,nonwin2.png
1,4,55,2,2,1,589.48,nonwex9.png
1,4,56,1,2,0,531.35,nonwex2_5.png
1,4,57,1,1,1,577.24,nonwin2_9.png
1,4,58,1,2,0,567.11,nonwex2_10.png
1,4,59,1,2,0,652.98,nonwex2_7.png
1,4,60,1,1,1,778.86,nonwin2_11.png
1,4,61,2,2,1,640.67,nonwin2.png
1,4,62,2,0,0,0,nonwin2_6.png
1,4,63,1,2,0,524.48,nonwex2.png
1,4,64,1,2,0,322.33,nonwex11.png
1,4,65,2,2,1,616.23,nonwin2_1.png
1,4,66,2,2,1,678.08,nonwin2_9.png
1,4,67,2,2,1,675.98,nonwex2_7.png
1,4,68,3,2,0,593.85,nonwex2_6.png
1,4,69,2,3,0,839.72,nonwex10.png
1,4,70,1,2,0,533.58,nonwex8.png
1,4,71,2,2,1,595.43,nonwin5.png
1,4,72,2,2,1,545.29,nonwex7.png
1,4,73,3,2,0,727.21,nonwin2.png
1,4,74,2,2,1,565.07,nonwin2_8.png
1,4,75,2,2,1,634.93,nonwex11.png
1,4,76,2,2,1,688.85,nonwex5.png
1,4,77,2,2,1,326.68,nonwex8.png
1,4,78,1,2,0,716.58,nonwin3.png
1,4,79,2,2,1,466.42,nonwex2_12.png
1,4,80,1,2,0,264.31,nonwin2_12.png
1,4,81,1,2,0,134.15,nonwex2_9.png
1,4,82,2,2,1,556.09,nonwex2_10.png
1,4,83,3,2,0,633.97,nonwin5.png
1,4,84,2,2,1,919.87,nonwex4.png
1,4,85,2,3,0,781.73,nonwex2_8.png
1,4,86,1,2,0,667.57,nonwin1.png
1,4,87,3,3,1,657.47,nonwin2_9.png
1,4,88,3,3,1,655.34,nonwex12.png
1,4,89,2,3,0,637.22,nonwin12.png
1,4,90,2,3,0,739.05,nonwex2_9.png
1,4,91,2,3,0,632.91,nonwex6.png
1,4,92,1,2,0,686.85,nonwex2_11.png
1,4,93,2,3,0,700.72,nonwin1.png
1,4,94,2,2,1,778.59,nonwin3.png
1,4,95,3,3,1,584.45,nonwin7.png
1,4,96,3,3,1,590.34,nonwex2_7.png
1,4,97,2,3,0,628.18,nonwex1.png
1,4,98,3,2,0,754.04,nonwin11.png
1,4,99,3,3,1,671.93,nonwin2_6.png
1,4,100,3,3,1,589.8,nonwex10.png
1,4,101,3,3,1,619.65,nonwin2_10.png
1,4,102,3,3,1,553.53,nonwin3.png
1,4,103,2,3,0,695.45,nonwin8.png
1,4,104,3,3,1,541.31,nonwin8.png
1,4,105,3,3,1,611.21,nonwin1.png
1,4,106,3,3,1,537.08,nonwex2_10.png
1,4,107,3,2,0,758.91,nonwex2_2.png
1,4,108,2,3,0,332.46,nonwex2_11.png
1,4,109,2,3,0,618.66,nonwin2_2.png
1,4,110,3,3,1,640.58,nonwin12.png
1,4,111,3,3,1,310.41,nonwin2_1.png
1,4,112,3,3,1,276.27,nonwex2_3.png
1,4,113,3,3,1,266.18,nonwex8.png
1,4,114,2,3,0,287.94,nonwin2_5.png
1,4,115,3,3,1,133.86,nonwex4.png
1,4,116,3,0,0,0,nonwex2_11.png
1,4,117,3,3,1,225.66,nonwex1.png
1,4,118,2,3,0,367.53,nonwin9.png
1,4,119,2,3,0,373.43,nonwex2.png
1,4,120,2,3,0,275.29,nonwin2_11.png
1,4,121,3,3,1,281.11,nonwex6.png
1,4,122,2,3,0,431.02,nonwin2_12.png
1,4,123,3,3,1,180.89,nonwex2_8.png
1,4,124,2,0,0,0,nonwin2_7.png
1,4,125,3,3,1,288.66,nonwin2_12.png
